rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,Num Cands,Num Seats
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18.0,Unknown
2,13,18,6,8,10,3,14,12,9,17,4,1,7,15,11,5,16,,Unknown
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,4,18,1,18,18,18,6,5,7,3,8,18,2,18,18,18,18,,Unknown
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
3,4,18,10,9,8,13,11,6,2,15,12,16,1,17,14,7,5,,Unknown
7,4,16,14,3,10,1,8,5,2,9,15,11,12,13,18,6,17,,Unknown
11,16,17,8,5,1,3,9,6,7,2,18,10,12,13,15,4,14,,Unknown
7,2,6,18,3,13,17,11,10,5,4,16,14,1,15,9,12,8,,Unknown
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,12,8,5,10,1,3,8,14,6,18,15,4,13,17,2,7,11,,Unknown
18,18,18,2,18,18,18,18,18,18,18,1,18,3,18,18,18,18,,Unknown
11,5,18,10,4,7,8,6,12,2,15,14,16,1,13,17,9,3,,Unknown
10,16,3,18,13,12,7,5,17,4,2,8,6,1,11,15,9,14,,Unknown
1,11,12,7,6,16,4,3,2,14,15,17,18,5,9,10,13,8,,Unknown
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
2,18,18,1,18,3,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
7,13,2,4,10,9,16,3,14,15,18,5,17,1,8,12,6,11,,Unknown
2,18,18,18,18,1,18,18,18,18,18,18,18,18,3,18,18,18,,Unknown
18,18,18,18,18,1,18,18,2,18,18,18,18,18,18,18,3,18,,Unknown
13,4,7,15,12,18,18,5,4,6,2,9,8,1,5,10,11,3,,Unknown
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
15,12,5,16,13,1,17,10,14,8,4,6,3,18,2,7,9,11,,Unknown
4,8,13,18,9,18,18,6,15,5,3,12,10,1,11,2,14,7,,Unknown
18,18,18,18,2,18,1,18,18,18,18,18,18,3,18,18,18,18,,Unknown
18,18,18,2,3,18,4,18,18,5,18,18,18,1,18,18,18,18,,Unknown
3,3,18,6,7,11,5,8,10,13,14,18,18,1,18,4,12,9,,Unknown
18,18,13,14,18,1,18,15,18,13,11,18,16,18,18,18,18,18,,Unknown
8,6,13,17,14,1,12,11,10,16,18,5,4,9,3,2,15,7,,Unknown
18,18,18,3,18,1,2,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,9,9,18,10,9,9,18,9,9,9,9,18,18,18,9,18,,Unknown
12,2,4,8,15,1,9,7,18,5,6,10,3,14,13,17,11,16,,Unknown
18,2,18,1,18,18,18,18,18,18,18,18,18,3,18,18,18,18,,Unknown
2,4,7,9,15,1,11,5,18,8,6,12,10,14,13,17,3,16,,Unknown
11,16,3,5,14,1,8,6,18,4,2,9,7,13,12,17,10,15,,Unknown
3,17,10,4,6,5,2,9,17,7,18,14,11,12,15,1,8,13,,Unknown
4,12,18,1,5,14,7,10,11,6,17,1,16,1,15,13,9,1,,Unknown
18,18,18,2,18,1,3,18,18,18,18,18,18,18,18,18,18,18,,Unknown
