rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,Num Cands,Num Seats
19,19,19,19,5,19,7,19,19,4,19,19,19,6,19,1,19,3,2,,
Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,2,4,Skipped,Skipped,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,2,,
Skipped,Skipped,5,Skipped,4,Skipped,Skipped,8,Skipped,1,Skipped,Skipped,Skipped,Skipped,7,3,Skipped,6,2,,
15,7,4,18,5,19,13,9,17,3,16,10,14,12,6,1,8,11,2,,
Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,4,Skipped,Skipped,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,19,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,1,,
Skipped,4,1,Skipped,2,8,Skipped,4,Skipped,6,Skipped,9,7,4,Skipped,Skipped,Skipped,5,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,1,,
19,16,12,2,15,10,3,15,7,13,4,8,1,17,9,5,18,6,11,,
Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,2,,
Skipped,Skipped,6,Skipped,Skipped,12,5,Skipped,9,3,Skipped,10,Skipped,6,2,8,10,Skipped,1,,
14,10,8,7,18,13,4,9,17,3,19,12,15,5,6,1,11,17,2,,
Skipped,Skipped,Skipped,Skipped,2,4,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,1,Skipped,Skipped,3,,
Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,9,Skipped,5,10,4,Skipped,3,7,1,6,Skipped,2,,
Skipped,Skipped,6,11,Skipped,Skipped,Skipped,10,Skipped,9,Skipped,5,Skipped,3,7,1,4,2,8,,
Skipped,Skipped,3,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,2,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,4,,
Skipped,Skipped,8,6,3,Skipped,Skipped,Skipped,Skipped,7,Skipped,4,Skipped,Skipped,Skipped,1,Skipped,5,2,,
15,15,18,1,15,15,15,17,15,15,15,15,15,16,15,19,15,15,15,,
Skipped,10,6,Skipped,Skipped,Skipped,19,Skipped,Skipped,7,18,Skipped,Skipped,Skipped,3,2,Skipped,4,1,,
Skipped,4,3,7,6,Skipped,Skipped,4,Skipped,Skipped,Skipped,5,Skipped,2,4,1,5,2,1,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,5,7,19,Skipped,Skipped,Skipped,10,Skipped,8,Skipped,9,11,6,4,1,Skipped,3,2,,
Skipped,9,4,Skipped,5,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,2,7,1,Skipped,3,6,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,1,Skipped,3,2,,
Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,4,Skipped,Skipped,2,,
Skipped,Skipped,4,Skipped,Skipped,Skipped,4,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,2,,
13,6,10,2,19,14,16,12,11,4,7,15,9,8,1,16,3,5,18,,
17,4,14,15,8,9,18,5,19,11,16,13,12,6,3,1,10,7,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,3,Skipped,Skipped,1,,
Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,1,Skipped,Skipped,2,,
11,18,12,17,3,6,19,8,15,7,1,16,10,13,4,2,14,5,9,,
Skipped,Skipped,Skipped,4,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,1,Skipped,Skipped,3,,
Skipped,Skipped,8,5,Skipped,Skipped,Skipped,7,Skipped,2,Skipped,Skipped,Skipped,Skipped,3,9,6,4,1,,
Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,4,2,,
11,10,2,8,3,16,16,12,16,5,Skipped,17,16,16,7,1,9,6,4,,
Skipped,Skipped,6,5,2,Skipped,Skipped,Skipped,7,Skipped,Skipped,3,Skipped,4,Skipped,1,Skipped,8,Skipped,,
Skipped,Skipped,Skipped,1,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,4,Skipped,3,Skipped,6,7,,
Skipped,6,3,5,12,14,13,11,Skipped,2,Skipped,10,Skipped,7,9,4,8,Skipped,1,,
Skipped,Skipped,8,9,3,Skipped,Skipped,4,Skipped,10,Skipped,Skipped,Skipped,7,5,2,Skipped,6,1,,
Skipped,7,5,Skipped,Skipped,Skipped,Skipped,11,Skipped,4,Skipped,9,12,6,3,10,8,2,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,2,Skipped,Skipped,,
Skipped,Skipped,Skipped,1,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,3,Skipped,Skipped,5,,
Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,1,Skipped,4,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,4,3,,
Skipped,Skipped,Skipped,6,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,5,3,1,Skipped,Skipped,2,,
Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,5,Skipped,6,Skipped,Skipped,Skipped,Skipped,5,1,Skipped,3,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,2,Skipped,Skipped,7,Skipped,3,5,Skipped,6,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,5,Skipped,3,Skipped,Skipped,Skipped,Skipped,2,1,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,4,Skipped,2,Skipped,Skipped,1,,
15,5,9,19,11,15,18,7,17,15,16,10,12,4,6,1,8,2,3,,
Skipped,Skipped,15,Skipped,Skipped,Skipped,19,16,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
15,19,17,1,13,13,5,14,6,13,16,13,7,9,3,4,18,8,2,,
Skipped,Skipped,Skipped,Skipped,1,3,Skipped,Skipped,Skipped,14,Skipped,16,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,4,Skipped,Skipped,Skipped,Skipped,2,3,Skipped,Skipped,1,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
Skipped,Skipped,3,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,8,7,Skipped,4,2,Skipped,5,1,,
16,16,16,16,5,19,8,6,3,4,7,18,9,16,16,2,17,16,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,4,Skipped,1,Skipped,3,2,,
Skipped,9,4,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,10,6,3,2,8,5,1,,
Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,6,Skipped,Skipped,5,Skipped,7,9,8,1,Skipped,Skipped,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,,
Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,5,6,1,3,19,2,,
Skipped,1,19,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
19,9,3,18,11,10,12,1,15,17,13,7,14,4,16,5,8,6,2,,
Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,1,Skipped,4,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,1,Skipped,Skipped,3,2,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,4,2,,
Skipped,7,10,13,9,11,Skipped,8,Skipped,4,Skipped,12,Skipped,5,6,2,Skipped,3,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,2,3,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,3,1,,
Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,5,Skipped,Skipped,4,,
Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,5,8,19,9,17,18,11,16,6,16,16,16,1,4,2,10,7,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,5,Skipped,Skipped,3,Skipped,Skipped,1,Skipped,Skipped,2,,
4,18,18,18,18,18,3,18,5,18,19,7,6,18,18,1,18,18,2,,
19,16,6,1,3,11,2,13,17,9,15,14,7,10,12,5,18,8,4,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,1,,
Skipped,Skipped,4,7,Skipped,9,Skipped,Skipped,Skipped,Skipped,6,Skipped,8,5,Skipped,1,Skipped,3,2,,
14,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,5,Skipped,18,Skipped,Skipped,Skipped,9,Skipped,Skipped,4,,
Skipped,Skipped,Skipped,4,1,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,5,,
Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,19,Skipped,1,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,2,,
Skipped,Skipped,5,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,3,Skipped,4,8,2,1,,
2,6,5,10,Skipped,10,10,Skipped,Skipped,4,5,Skipped,11,10,Skipped,10,3,Skipped,1,,
Skipped,Skipped,Skipped,2,3,Skipped,Skipped,4,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
15,15,15,9,9,15,6,16,9,3,10,17,3,12,11,5,3,1,4,,
Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,4,3,1,6,Skipped,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,3,,
Skipped,Skipped,Skipped,Skipped,19,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
14,11,5,8,Skipped,9,13,12,11,7,Skipped,14,6,3,15,1,2,4,14,,
7,9,5,18,17,12,13,16,19,4,15,10,11,6,8,1,14,3,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,1,Skipped,3,2,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,19,Skipped,Skipped,5,Skipped,3,1,Skipped,4,,
18,5,18,19,18,18,9,8,11,7,9,18,3,18,2,4,6,10,1,,
11,8,18,19,10,17,14,18,17,6,12,1,7,10,15,2,8,4,3,,
15,8,6,11,17,18,4,13,16,3,19,14,5,7,12,1,9,10,2,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,2,Skipped,Skipped,3,,
Skipped,Skipped,Skipped,3,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,1,Skipped,Skipped,3,,
Skipped,2,18,8,3,3,Skipped,19,3,4,5,4,8,2,1,1,3,6,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,2,,
6,5,1,Skipped,Skipped,Skipped,Skipped,5,Skipped,5,5,4,7,5,5,2,5,3,5,,
18,8,11,18,19,18,18,10,18,3,18,6,18,4,7,2,9,5,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,4,Skipped,3,5,Skipped,2,,
Skipped,Skipped,6,Skipped,Skipped,Skipped,19,4,Skipped,1,Skipped,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,3,,
Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,5,,
Skipped,4,5,Skipped,6,Skipped,Skipped,3,Skipped,6,6,Skipped,Skipped,2,3,1,4,3,2,,
Skipped,Skipped,7,Skipped,3,Skipped,Skipped,9,Skipped,4,Skipped,Skipped,Skipped,8,6,1,Skipped,5,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,4,2,,
5,2,1,9,Skipped,8,7,9,9,Skipped,10,Skipped,Skipped,Skipped,4,6,Skipped,Skipped,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,4,Skipped,Skipped,Skipped,2,Skipped,Skipped,5,Skipped,Skipped,Skipped,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,5,Skipped,2,Skipped,3,1,,
Skipped,Skipped,Skipped,4,1,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,1,Skipped,Skipped,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,5,4,3,,
Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
17,7,13,14,10,12,18,5,16,9,19,15,11,4,6,1,8,3,2,,
13,5,6,15,10,Skipped,17,7,Skipped,14,8,16,12,3,4,1,11,9,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,2,1,,
Skipped,8,Skipped,Skipped,3,Skipped,Skipped,Skipped,10,1,Skipped,Skipped,Skipped,6,7,5,9,4,2,,
Skipped,Skipped,Skipped,Skipped,2,Skipped,6,Skipped,4,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,5,,
Skipped,Skipped,Skipped,Skipped,3,2,1,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,5,Skipped,Skipped,Skipped,,
7,9,12,5,15,18,16,6,19,4,14,1,17,2,8,13,10,11,3,,
