rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,Num Cands,Num Seats
10,4,3,15,9,6,Skipped,18,Skipped,Skipped,5,6,1,7,19,8,2,16,13,,
19,19,7,19,19,6,19,19,19,19,19,19,1,19,19,5,3,2,19,,
12,3,19,7,4,8,19,10,9,5,2,6,19,11,19,19,19,1,19,,
11,12,2,8,5,3,15,11,13,7,14,4,1,10,9,6,6,19,11,,
19,19,19,19,19,3,19,19,19,4,1,19,19,19,19,19,19,2,19,,
13,5,7,16,9,11,3,14,17,2,4,10,1,15,18,8,12,6,19,,
Skipped,Skipped,5,Skipped,1,6,Skipped,Skipped,Skipped,Skipped,Skipped,3,4,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
11,Skipped,4,12,11,3,Skipped,7,6,Skipped,Skipped,10,2,5,Skipped,8,9,1,Skipped,,
Skipped,Skipped,3,Skipped,5,8,Skipped,Skipped,Skipped,4,6,2,1,10,Skipped,9,Skipped,7,Skipped,,
12,15,2,Skipped,3,5,10,6,Skipped,9,13,4,7,8,11,Skipped,14,1,Skipped,,
19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,2,19,,
19,19,2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,,
11,Skipped,5,10,12,7,Skipped,15,9,18,19,3,1,4,16,2,8,6,17,,
8,19,2,6,19,4,19,19,19,19,19,7,1,19,9,13,12,5,19,,
9,18,6,10,5,2,18,8,18,12,18,11,1,4,18,7,18,3,18,,
19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,,
8,15,2,9,12,3,18,6,10,19,18,4,1,13,14,7,18,5,18,,
13,8,4,Skipped,4,4,Skipped,11,Skipped,4,2,11,1,8,Skipped,8,14,2,Skipped,,
Skipped,9,Skipped,Skipped,5,7,Skipped,Skipped,Skipped,6,8,3,4,Skipped,2,Skipped,Skipped,1,Skipped,,
19,7,19,19,6,3,19,19,19,2,4,19,1,19,19,19,19,5,19,,
Skipped,Skipped,7,Skipped,1,5,Skipped,Skipped,Skipped,4,Skipped,2,5,Skipped,6,Skipped,Skipped,3,Skipped,,
6,Skipped,6,10,1,4,Skipped,Skipped,Skipped,10,Skipped,2,5,Skipped,6,6,10,3,Skipped,,
11,12,4,Skipped,1,3,Skipped,Skipped,13,14,Skipped,2,5,9,8,10,7,6,Skipped,,
10,19,5,10,8,1,19,6,14,10,19,4,2,6,16,9,13,3,15,,
10,5,3,19,1,6,2,19,19,9,11,4,7,19,19,19,12,8,19,,
13,10,7,14,5,9,Skipped,Skipped,Skipped,2,11,4,1,15,8,6,12,3,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
8,11,5,14,3,7,Skipped,4,15,13,Skipped,2,1,16,9,10,12,6,Skipped,,
10,13,5,Skipped,4,7,Skipped,11,Skipped,3,Skipped,2,19,6,12,8,9,1,Skipped,,
19,19,19,19,1,19,19,19,19,19,19,2,19,19,19,4,19,3,19,,
11,14,5,13,6,4,16,10,12,7,15,9,2,3,19,8,18,1,17,,
13,16,7,14,5,4,17,9,10,15,19,3,2,11,12,6,8,1,18,,
Skipped,Skipped,3,Skipped,6,2,Skipped,4,Skipped,7,Skipped,5,10,8,11,9,Skipped,1,Skipped,,
Skipped,Skipped,Skipped,Skipped,1,5,Skipped,Skipped,Skipped,10,Skipped,2,4,Skipped,Skipped,Skipped,6,3,Skipped,,
15,17,2,16,5,3,19,14,6,10,18,7,1,13,11,9,4,8,12,,
10,3,1,5,4,18,14,13,9,6,8,7,16,12,11,17,19,2,15,,
Skipped,Skipped,Skipped,Skipped,1,2,Skipped,Skipped,Skipped,4,Skipped,2,2,3,Skipped,5,Skipped,2,Skipped,,
Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,7,Skipped,2,Skipped,3,1,6,8,Skipped,Skipped,5,Skipped,,
14,6,2,15,4,13,19,11,17,16,18,5,3,1,12,10,8,9,7,,
17,18,18,17,2,15,19,17,18,3,16,1,4,18,18,15,18,2,19,,
9,5,15,14,3,13,13,16,19,8,6,7,2,18,4,17,13,1,13,,
8,4,5,4,3,12,14,7,10,2,19,9,1,11,6,17,15,18,13,,
16,7,13,17,8,9,18,14,15,2,3,5,6,4,12,10,11,1,19,,
10,12,3,15,4,7,14,2,19,11,13,5,1,8,9,19,19,6,19,,
7,Skipped,2,11,4,5,Skipped,9,Skipped,10,14,6,1,8,12,Skipped,13,3,Skipped,,
11,19,3,10,13,7,15,12,18,1,16,8,4,9,17,6,5,2,14,,
19,19,7,19,2,5,19,4,19,11,19,8,1,9,10,6,12,3,19,,
7,15,15,10,15,6,15,7,15,2,15,9,8,11,3,1,15,4,5,,
3,10,6,14,5,11,19,13,17,8,18,9,1,12,7,2,16,4,15,,
15,7,5,18,6,8,17,14,13,2,16,3,4,19,12,10,9,1,11,,
5,18,18,18,19,9,18,18,18,2,18,4,18,18,18,18,18,1,18,,
19,3,19,19,19,19,19,19,19,2,1,10,19,10,19,19,19,13,19,,
14,19,2,7,6,9,4,19,19,5,19,3,2,12,8,10,13,1,11,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
7,Skipped,2,Skipped,5,19,Skipped,Skipped,Skipped,1,Skipped,6,3,Skipped,Skipped,Skipped,Skipped,4,Skipped,,
Skipped,Skipped,2,Skipped,6,5,Skipped,Skipped,Skipped,7,8,4,1,10,Skipped,9,11,3,Skipped,,
19,19,8,19,6,2,19,6,19,19,19,4,5,19,3,19,7,1,19,,
10,5,13,15,1,12,6,18,17,4,7,2,9,8,11,14,16,3,19,,
7,11,18,12,1,15,16,8,13,5,9,4,3,14,10,19,6,2,17,,
9,Skipped,Skipped,10,5,6,Skipped,Skipped,10,4,1,2,3,8,7,Skipped,Skipped,2,Skipped,,
19,19,9,19,19,19,19,19,19,1,19,4,10,19,3,9,19,2,9,,
12,17,5,14,8,2,19,7,13,16,18,9,3,4,15,6,11,1,10,,
10,19,2,11,4,3,19,8,16,13,17,3,4,12,14,9,11,2,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
4,12,6,14,3,5,19,13,19,9,19,7,2,10,19,11,8,1,19,,
6,19,5,19,3,7,19,19,19,1,19,19,2,19,19,19,19,4,19,,
19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,2,19,19,19,19,19,19,19,1,19,,
4,11,12,15,2,5,15,12,15,10,12,1,3,15,12,9,7,6,15,,
8,Skipped,5,11,4,9,Skipped,Skipped,Skipped,3,6,2,2,7,10,Skipped,Skipped,1,Skipped,,
18,4,9,17,10,7,15,12,16,3,5,1,6,13,11,8,19,2,14,,
19,7,7,19,1,5,19,19,19,19,7,2,4,19,7,6,7,2,19,,
13,10,8,18,4,3,11,14,19,1,17,12,1,16,4,7,9,6,15,,
19,19,10,19,11,19,19,19,19,6,9,8,12,19,19,19,19,5,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,1,19,19,19,19,19,19,19,1,19,19,19,19,19,19,,
15,13,5,11,7,2,18,3,16,1,17,9,4,10,14,8,12,6,19,,
10,12,2,16,5,3,14,15,18,11,19,8,4,7,13,6,9,1,17,,
19,19,19,19,19,4,19,2,5,19,19,3,19,19,19,3,19,1,19,,
9,19,12,10,3,6,18,7,11,15,17,2,14,4,8,5,13,1,16,,
6,7,19,19,2,3,19,19,19,19,19,5,1,19,19,19,19,4,19,,
1,8,8,8,1,1,8,8,8,1,1,1,1,8,8,8,8,8,8,,
19,19,1,19,19,4,19,19,19,19,5,19,2,19,19,19,6,3,19,,
19,19,10,19,2,19,19,19,19,19,19,3,1,19,19,19,19,19,19,,
18,18,18,18,18,18,18,1,19,18,18,18,18,18,3,4,18,2,18,,
10,Skipped,4,9,6,3,Skipped,7,Skipped,8,19,5,1,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
17,17,17,17,2,5,17,17,17,17,17,4,3,17,17,19,17,1,17,,
Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,3,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
19,19,19,19,3,4,19,19,19,19,19,2,1,5,19,19,19,19,19,,
12,15,8,14,2,6,18,11,16,10,19,3,5,17,18,7,4,1,13,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
9,Skipped,5,7,2,6,4,7,Skipped,19,Skipped,1,3,4,10,8,10,2,Skipped,,
19,19,5,19,7,3,19,19,19,6,19,9,4,8,19,2,19,1,19,,
19,19,1,19,3,4,19,19,19,19,19,5,2,8,10,19,19,6,19,,
10,13,4,Skipped,7,2,Skipped,8,Skipped,11,12,6,3,9,5,Skipped,14,1,Skipped,,
10,17,3,11,5,4,Skipped,9,12,16,Skipped,7,1,13,15,8,2,6,14,,
11,Skipped,5,14,6,8,Skipped,9,Skipped,2,Skipped,1,4,13,10,12,7,3,Skipped,,
Skipped,Skipped,2,Skipped,1,1,1,Skipped,Skipped,Skipped,4,2,5,3,Skipped,Skipped,Skipped,1,Skipped,,
10,Skipped,9,Skipped,4,6,Skipped,8,13,11,Skipped,3,1,7,14,5,12,2,Skipped,,
Skipped,Skipped,6,Skipped,2,7,Skipped,Skipped,10,Skipped,Skipped,1,5,4,Skipped,8,9,3,Skipped,,
7,Skipped,2,12,5,4,Skipped,9,13,8,Skipped,3,1,10,Skipped,11,14,6,Skipped,,
14,10,7,19,6,3,18,11,19,13,12,5,1,16,19,9,15,5,8,,
19,19,7,19,6,3,19,19,5,19,19,2,9,10,9,13,19,1,16,,
Skipped,Skipped,Skipped,Skipped,1,5,Skipped,Skipped,Skipped,6,Skipped,3,4,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
19,19,7,19,1,3,4,19,19,19,11,2,9,19,6,10,8,5,19,,
19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,,
19,19,7,19,6,3,19,9,19,12,19,4,5,11,19,8,10,1,19,,
12,2,16,9,3,19,4,10,11,1,5,15,6,13,14,18,17,7,8,,
19,19,19,19,19,5,19,19,19,19,19,19,19,19,19,19,19,1,19,,
19,19,19,19,2,19,19,19,19,19,19,10,5,19,19,19,19,1,19,,
19,19,6,19,1,3,19,19,19,19,19,3,5,19,19,19,6,1,19,,
10,17,6,13,1,8,19,15,16,7,18,4,2,11,5,9,12,3,14,,
19,19,19,19,17,18,19,19,19,16,19,14,15,19,19,13,19,19,19,,
6,12,2,11,7,4,18,8,16,10,17,14,1,13,15,9,3,5,19,,
Skipped,Skipped,Skipped,Skipped,4,1,Skipped,Skipped,Skipped,Skipped,3,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
19,19,4,19,3,19,19,19,19,19,19,2,5,19,19,19,19,1,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
13,14,4,9,5,16,16,11,12,15,16,3,1,6,10,7,8,2,16,,
11,19,2,12,17,5,19,7,10,17,19,13,1,8,17,3,9,4,19,,
13,3,4,12,7,17,2,16,19,8,1,9,6,11,15,18,10,5,14,,
13,13,11,13,3,1,19,14,19,8,19,6,2,19,7,5,11,4,19,,
6,13,5,12,1,4,Skipped,Skipped,Skipped,10,Skipped,7,2,11,Skipped,9,8,3,Skipped,,
Skipped,10,2,Skipped,2,15,10,19,Skipped,1,Skipped,8,4,Skipped,Skipped,Skipped,Skipped,6,Skipped,,
10,2,6,Skipped,9,15,Skipped,14,Skipped,11,Skipped,3,1,14,15,16,Skipped,5,Skipped,,
19,19,8,19,7,19,5,19,19,1,2,6,3,19,19,19,19,4,19,,
11,19,5,9,8,2,19,4,19,19,19,6,1,10,19,7,19,3,19,,
9,19,5,19,7,2,19,8,19,19,19,3,4,19,19,1,10,6,19,,
13,11,8,16,5,6,17,14,18,7,15,3,1,10,12,4,8,2,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
19,17,18,19,5,19,19,19,19,19,19,2,19,19,19,19,19,1,19,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,4,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,,
8,15,4,9,2,7,11,12,14,13,16,5,1,17,10,19,3,6,18,,
Skipped,Skipped,5,Skipped,6,8,Skipped,11,Skipped,4,Skipped,3,1,11,Skipped,7,9,2,Skipped,,
19,3,19,19,19,19,2,19,19,19,1,19,19,19,19,19,19,19,19,,
Skipped,Skipped,1,Skipped,4,3,Skipped,6,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,8,Skipped,7,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,19,17,19,19,19,3,19,18,4,19,5,19,19,2,19,,
8,9,17,10,2,5,14,7,11,1,4,3,19,12,13,18,16,6,15,,
19,13,10,19,4,1,19,6,19,7,19,2,9,5,3,17,11,8,18,,
Skipped,2,Skipped,Skipped,5,3,Skipped,Skipped,Skipped,1,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
6,12,1,7,9,8,10,4,18,14,13,15,11,5,19,17,3,2,16,,
8,9,2,8,5,6,Skipped,7,Skipped,3,4,1,6,7,7,8,8,2,Skipped,,
Skipped,9,8,Skipped,1,Skipped,6,Skipped,Skipped,4,2,5,Skipped,19,7,Skipped,Skipped,3,Skipped,,
7,17,6,12,2,10,18,4,11,8,19,3,5,14,14,15,9,1,16,,
19,19,19,9,5,1,6,19,19,2,7,4,8,19,19,19,19,3,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,19,2,3,19,19,19,19,1,19,,
9,19,2,5,8,7,19,11,19,6,19,4,3,13,12,19,10,1,19,,
Skipped,4,Skipped,Skipped,7,8,Skipped,Skipped,Skipped,1,6,2,5,9,Skipped,19,Skipped,3,Skipped,,
7,11,2,9,12,6,19,4,11,11,19,5,1,11,11,19,8,3,19,,
Skipped,Skipped,19,19,1,19,19,Skipped,19,19,19,3,19,19,19,19,19,2,19,,
9,19,3,19,4,5,19,6,19,8,19,19,2,19,19,7,19,1,10,,
10,6,10,10,1,7,10,10,10,5,3,2,19,10,10,17,18,4,10,,
15,5,14,14,19,18,2,5,7,3,1,14,17,14,14,16,14,4,14,,
10,15,5,Skipped,3,1,16,12,Skipped,9,14,7,2,13,6,8,11,4,Skipped,,
6,13,1,8,7,4,17,12,9,15,16,11,2,5,18,14,3,10,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
12,2,11,15,6,18,4,14,16,3,1,7,19,10,17,8,13,5,9,,
19,1,19,19,4,19,19,19,19,3,5,19,2,19,19,19,19,6,19,,
6,19,3,8,4,12,18,7,13,14,17,5,2,16,9,11,10,1,15,,
Skipped,11,6,Skipped,4,6,13,9,Skipped,3,1,5,8,12,10,7,14,2,Skipped,,
11,10,5,Skipped,6,1,19,8,14,9,19,2,4,7,12,3,Skipped,13,Skipped,,
19,2,3,19,19,19,4,19,19,19,1,19,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,,
17,19,8,17,2,7,17,6,17,4,18,5,3,9,17,17,17,1,17,,
3,14,7,13,4,15,16,8,9,6,11,1,5,17,10,18,19,2,12,,
19,19,5,19,17,3,19,19,19,19,19,2,6,19,19,18,19,1,4,,
7,8,2,19,6,2,19,19,19,4,19,5,1,19,19,19,3,19,19,,
13,17,6,18,3,8,19,11,15,9,10,2,4,5,16,12,7,1,14,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
11,18,2,11,4,3,17,6,13,15,19,5,1,11,14,11,12,11,16,,
10,18,3,5,7,6,18,11,18,2,19,8,1,18,18,12,9,4,18,,
14,19,2,7,6,9,4,19,19,5,19,3,2,12,8,10,13,1,11,,
6,16,1,10,3,7,Skipped,8,16,16,Skipped,2,4,16,9,Skipped,16,5,16,,
19,19,19,19,1,19,19,19,19,4,19,19,2,19,19,19,19,3,19,,
19,19,3,19,5,2,19,19,19,19,19,19,1,19,19,19,19,4,19,,
11,1,16,12,19,10,5,7,14,2,3,4,6,17,8,18,15,9,13,,
19,17,3,19,19,7,19,6,19,5,19,4,6,19,1,19,19,2,19,,
19,19,6,19,5,19,19,19,19,4,19,1,3,19,19,19,19,2,19,,
6,6,2,Skipped,5,3,Skipped,1,5,Skipped,Skipped,5,3,4,6,6,4,5,Skipped,,
5,15,1,6,14,3,18,11,10,19,18,10,2,12,13,9,4,7,18,,
8,10,11,19,4,12,17,5,14,2,3,7,9,1,14,16,15,6,18,,
Skipped,Skipped,7,Skipped,1,5,Skipped,Skipped,Skipped,9,Skipped,2,3,8,Skipped,Skipped,6,4,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,3,19,19,1,19,19,19,19,2,19,,
8,15,2,19,9,4,19,6,13,5,19,12,1,11,14,3,7,10,19,,
9,12,10,7,4,3,19,13,19,8,14,5,1,11,19,6,19,2,19,,
7,19,6,19,3,10,19,7,19,12,19,4,2,19,11,9,5,1,19,,
10,7,6,19,5,3,19,11,13,19,19,4,2,8,14,12,19,1,9,,
10,16,12,13,6,5,19,7,9,15,17,4,2,8,14,3,11,1,18,,
19,19,19,19,19,19,19,19,19,1,3,19,19,19,19,4,19,2,19,,
19,19,5,19,6,7,19,8,19,1,19,19,4,3,19,10,9,2,19,,
19,4,3,19,1,8,2,19,19,19,6,7,9,19,19,19,19,5,19,,
Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,4,Skipped,2,Skipped,,
19,19,19,19,1,19,2,19,19,19,4,3,5,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
13,11,7,14,2,1,16,15,12,8,9,4,6,17,19,3,10,5,18,,
8,19,4,19,6,2,19,7,19,19,19,10,1,19,19,5,9,3,19,,
19,19,5,19,4,4,19,19,19,19,19,5,3,19,5,19,19,1,19,,
12,19,9,14,3,2,18,5,16,13,15,4,7,6,10,8,11,1,17,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,,
10,13,17,12,11,2,15,6,18,4,19,8,1,7,14,5,9,3,16,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
7,10,5,8,3,9,19,11,19,12,19,4,2,19,19,13,6,1,19,,
9,10,4,7,2,5,10,10,10,8,10,10,1,10,10,10,6,3,10,,
19,2,Skipped,19,19,19,7,19,19,3,1,11,19,19,19,19,19,9,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
11,10,8,19,3,3,19,5,19,9,19,6,1,19,19,4,7,2,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
11,13,10,8,3,17,19,9,14,7,16,5,1,6,15,12,4,2,18,,
11,10,6,15,7,8,16,13,12,2,1,3,4,9,17,18,19,5,14,,
8,10,Skipped,Skipped,2,7,Skipped,9,Skipped,5,6,3,4,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
19,19,7,19,3,5,19,19,19,4,19,1,6,19,19,19,19,2,19,,
19,18,19,19,19,19,19,19,19,16,1,19,19,19,19,19,19,17,19,,
19,5,19,19,6,19,19,7,19,2,3,19,4,19,19,19,19,1,19,,
19,4,2,19,1,19,19,19,19,19,19,19,3,19,19,19,19,19,19,,
6,Skipped,Skipped,Skipped,Skipped,2,Skipped,5,Skipped,7,Skipped,4,1,Skipped,Skipped,3,Skipped,Skipped,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,8,12,4,3,19,14,11,6,7,1,2,10,19,5,13,9,19,,
9,4,13,9,5,3,11,10,16,6,8,2,1,17,12,14,15,18,19,,
19,19,19,19,3,1,19,19,19,19,19,19,2,19,19,19,19,4,19,,
12,18,12,19,12,3,18,12,12,1,14,12,12,12,4,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,8,Skipped,15,Skipped,3,6,Skipped,2,4,7,1,Skipped,,
5,19,1,5,4,4,Skipped,6,Skipped,7,19,7,3,9,Skipped,3,8,2,6,,
19,3,19,19,19,2,19,19,19,1,4,19,5,19,19,19,19,2,19,,
Skipped,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,Skipped,Skipped,Skipped,5,1,Skipped,Skipped,4,Skipped,3,Skipped,,
13,16,5,17,2,3,15,13,18,13,13,6,4,14,9,8,7,1,19,,
19,11,9,19,2,5,8,19,19,6,10,7,4,3,19,19,19,1,19,,
19,4,10,18,1,11,6,17,16,2,8,5,3,13,14,12,9,7,15,,
19,19,5,19,1,7,19,19,19,19,19,4,2,19,19,19,6,3,19,,
3,18,9,15,10,4,17,2,12,11,17,13,7,8,14,5,6,1,16,,
