rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,Num Cands,Num Seats
2,7,10,11,12,4,8,1,5,12,6,9,12.0,1.0
10,11,10,10,12,10,6,1,7,10,8,9,,
4,5,3,Skipped,7,9,8,6,1,Skipped,10,2,,
12,12,12,12,12,2,12,12,12,12,1,12,,
4,3,10,9,11,5,7,2,1,6,12,8,,
3,4,Skipped,Skipped,12,5,7,1,2,Skipped,6,8,,
4,6,Skipped,8,12,2,7,1,3,10,5,9,,
5,3,10,11,12,6,1,4,2,7,9,8,,
12,12,9,12,2,5,12,12,12,12,1,3,,
4,9,10,11,12,2,7,6,5,8,1,3,,
5,4,6,Skipped,12,9,3,1,2,Skipped,11,Skipped,,
12,12,12,12,12,12,12,12,12,12,1,12,,
2,12,Skipped,6,12,3,4,1,1,Skipped,5,Skipped,,
6,3,Skipped,Skipped,8,5,2,4,1,Skipped,7,Skipped,,
3,10,7,6,12,4,5,1,2,9,11,8,,
3,4,11,10,7,5,8,1,2,12,6,9,,
4,3,Skipped,Skipped,5,8,6,1,2,Skipped,12,7,,
4,7,9,8,11,2,5,1,3,10,12,6,,
2,11,Skipped,Skipped,12,4,10,1,3,Skipped,5,11,,
3,4,10,9,12,5,8,1,2,7,11,6,,
4,5,Skipped,Skipped,1,6,Skipped,2,3,Skipped,7,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
2,6,Skipped,Skipped,12,4,9,1,3,10,11,7,,
3,4,5,6,11,10,7,1,2,9,12,8,,
3,1,12,12,12,11,12,4,2,12,12,12,,
4,6,10,9,12,2,8,1,3,11,5,7,,
7,3,12,9,11,6,8,1,2,12,10,12,,
3,9,5,11,12,8,2,1,6,7,10,4,,
4,5,Skipped,Skipped,12,3,6,2,1,Skipped,12,7,,
12,12,12,12,12,12,12,12,12,12,1,12,,
3,10,11,8,12,2,4,1,5,7,9,6,,
5,1,11,9,12,6,3,4,7,10,8,2,,
5,6,12,12,12,1,12,2,3,12,4,12,,
5,12,12,12,12,3,6,1,4,12,7,2,,
3,6,11,11,12,4,5,1,2,11,11,11,,
5,6,9,8,12,2,1,7,4,11,10,3,,
5,6,Skipped,Skipped,12,4,7,3,1,Skipped,2,8,,
5,6,12,12,12,1,12,1,4,12,3,12,,
4,5,9,11,12,3,8,1,2,10,6,7,,
5,4,8,12,12,6,1,2,3,12,12,7,,
3,12,Skipped,12,12,2,11,10,6,12,1,4,,
3,6,12,12,7,2,12,4,5,12,1,12,,
3,10,9,8,12,1,7,5,4,11,2,6,,
12,3,12,12,12,4,12,2,1,12,12,12,,
9,1,12,12,12,11,10,2,8,12,12,12,,
3,1,7,6,11,10,8,2,4,5,12,9,,
9,11,Skipped,Skipped,12,2,Skipped,1,3,12,10,Skipped,,
3,6,9,10,12,4,7,1,2,11,5,8,,
4,7,11,8,12,1,5,2,3,9,6,10,,
4,11,8,9,12,2,5,1,6,7,10,3,,
5,4,Skipped,Skipped,12,6,3,1,2,Skipped,11,Skipped,,
5,3,10,11,12,4,7,1,2,9,8,6,,
4,6,Skipped,Skipped,12,5,2,1,3,Skipped,8,7,,
6,5,11,11,12,2,11,1,4,11,3,11,,
6,5,Skipped,Skipped,10,4,2,1,7,9,8,3,,
3,12,12,12,12,2,12,1,4,12,7,12,,
12,12,12,12,12,12,12,12,12,12,1,12,,
12,12,12,12,12,12,12,12,12,12,12,12,,
5,4,11,10,12,6,8,1,3,2,7,9,,
7,8,11,10,12,1,2,4,5,9,3,6,,
6,9,12,8,10,2,4,5,7,11,1,3,,
4,5,Skipped,Skipped,12,6,2,1,3,8,7,Skipped,,
4,7,9,11,12,6,1,5,2,10,8,3,,
12,12,12,12,2,12,12,12,3,12,1,12,,
4,3,Skipped,Skipped,12,6,5,1,2,Skipped,12,Skipped,,
9,1,7,12,12,4,5,2,10,8,6,11,,
8,10,Skipped,11,12,2,7,5,4,9,1,3,,
3,5,8,7,12,4,6,1,2,10,11,9,,
4,11,Skipped,Skipped,12,3,Skipped,1,2,Skipped,5,Skipped,,
12,1,12,12,12,12,12,12,2,12,12,12,,
3,4,11,11,12,5,11,1,2,11,6,11,,
7,3,12,8,11,10,5,4,1,9,2,6,,
2,1,Skipped,Skipped,12,5,7,2,4,Skipped,8,6,,
3,4,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,5,6,,
3,6,Skipped,Skipped,12,4,5,1,2,Skipped,7,Skipped,,
2,6,9,7,12,8,1,3,4,11,10,5,,
5,1,Skipped,Skipped,7,8,4,3,2,6,9,Skipped,,
2,4,Skipped,Skipped,7,5,3,1,3,Skipped,6,Skipped,,
3,10,Skipped,Skipped,12,1,4,5,6,9,2,Skipped,,
3,10,7,6,11,2,8,12,4,5,1,9,,
4,6,Skipped,Skipped,12,2,Skipped,1,3,Skipped,5,Skipped,,
4,6,10,11,12,5,2,3,1,8,7,9,,
2,6,9,11,12,7,3,1,4,10,8,5,,
2,3,Skipped,5,12,10,5,1,4,Skipped,11,6,,
2,11,4,10,12,8,1,3,5,7,9,6,,
5,3,12,12,12,4,12,1,2,12,12,12,,
4,7,12,12,12,3,12,1,5,12,2,6,,
12,12,12,12,12,12,12,12,12,12,12,12,,
