rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,Num Cands,Num Seats
7,1,10,4,9,6,12,5,8,3,2,11,13,,
5,3,4,13,8,10,12,2,9,1,7,6,11,,
8,10,9,7,13,2,1,3,12,5,6,11,4,,
10,7,1,1,11,6,6,6,13,2,8,12,9,,
9,12,6,5,12,1,3,4,12,2,7,13,8,,
12,9,6,5,10,4,3,1,12,2,8,13,7,,
13,13,13,5,6,4,2,1,13,3,8,13,7,,
7,13,13,5,13,2,1,3,13,4,6,13,8,,
8,9,10,11,13,1,4,5,13,7,12,13,6,,
11,10,8,7,13,2,4,1,6,2,9,12,5,,
5,10,6,9,13,2,1,4,12,3,9,9,11,,
11,13,13,13,13,10,8,1,13,12,9,13,13,,
7,3,9,2,10,5,12,6,8,4,1,11,13,,
11,6,2,4,13,9,8,5,7,1,3,12,10,,
12,12,12,12,12,1,2,3,12,4,12,12,5,,
11,8,6,9,12,5,1,2,10,4,3,13,7,,
12,7,8,5,13,2,3,1,12,4,6,12,9,,
11,6,5,3,12,10,7,2,8,4,1,13,9,,
13,1,4,5,11,6,9,8,10,7,2,13,9,,
9,10,6,7,12,2,4,1,11,3,5,13,8,,
13,13,13,13,13,2,1,4,13,3,5,13,6,,
7,5,2,3,11,10,9,8,13,1,4,6,11,,
5,4,1,2,7,12,11,10,9,6,3,9,13,,
8,5,4,7,12,1,6,3,11,2,9,13,10,,
10,11,12,5,13,3,4,1,8,2,7,12,6,,
12,12,12,12,12,1,3,4,13,5,12,13,2,,
13,13,13,5,13,1,2,3,13,4,13,13,12,,
10,9,8,6,12,3,2,4,11,1,7,13,5,,
8,6,12,7,9,4,5,2,11,1,3,13,10,,
9,10,7,5,13,1,4,2,13,3,6,13,8,,
5,1,3,2,10,11,12,9,7,6,4,8,13,,
6,8,10,5,9,4,2,3,13,1,12,11,7,,
10,7,9,4,12,5,2,1,11,3,6,13,8,,
10,9,2,3,12,1,7,4,13,8,6,11,5,,
9,2,8,3,13,7,6,5,11,4,1,12,11,,
8,12,11,7,9,2,3,4,10,1,5,13,6,,
10,9,3,5,12,7,4,1,13,2,6,11,8,,
2,9,1,3,13,4,8,7,6,5,10,13,11,,
13,8,6,9,13,3,5,4,13,1,2,13,8,,
5,10,8,2,9,4,6,3,11,1,7,13,13,,
13,13,13,13,13,1,13,13,13,13,13,13,13,,
13,4,8,7,10,2,1,5,13,6,9,11,3,,
10,8,10,6,12,1,2,3,11,4,5,13,7,,
7,9,8,4,13,3,10,2,11,1,5,13,6,,
9,8,7,5,11,1,3,4,12,2,6,13,10,,
7,6,11,10,13,8,4,5,3,1,2,12,9,,
7,1,13,6,12,3,5,4,8,2,10,11,9,,
6,9,11,9,13,1,3,5,12,2,7,10,4,,
4,2,1,10,8,5,12,11,7,9,3,6,13,,
6,11,10,5,12,1,3,2,13,4,8,9,7,,
7,4,9,2,10,11,5,3,6,1,8,12,13,,
13,13,7,6,13,2,1,3,13,5,8,13,4,,
10,10,5,4,13,7,1,2,11,3,6,13,10,,
3,8,11,9,10,7,4,2,6,1,5,13,12,,
6,7,13,1,11,2,5,4,10,3,8,13,9,,
13,9,10,7,11,3,2,1,6,4,5,13,8,,
13,8,7,6,13,3,2,1,13,4,5,13,13,,
12,12,12,12,13,1,3,2,12,4,12,12,12,,
10,7,6,5,13,2,5,1,11,3,8,13,9,,
5,9,11,4,12,8,3,2,7,6,1,13,10,,
10,8,6,7,12,1,2,3,13,4,9,11,5,,
11,8,9,7,13,1,4,2,11,3,5,12,6,,
7,5,8,9,11,2,3,4,10,1,6,13,12,,
9,7,8,2,12,6,4,5,11,1,3,13,10,,
4,6,8,4,5,9,7,10,2,1,4,3,11,,
13,8,9,6,13,3,2,1,10,4,7,13,5,,
7,4,5,1,11,12,9,6,10,2,3,8,13,,
7,3,12,8,13,2,6,1,10,5,4,11,9,,
7,11,8,5,13,1,3,2,10,4,6,12,9,,
9,7,10,8,13,3,2,5,12,1,6,11,4,,
10,9,6,7,13,2,1,3,11,4,8,12,5,,
10,6,13,7,12,1,4,2,8,3,5,11,9,,
9,10,6,8,11,3,1,2,12,4,7,13,5,,
13,13,7,5,13,3,1,2,13,4,8,13,6,,
13,9,9,3,12,6,4,1,10,2,7,11,6,,
13,13,13,5,13,1,3,2,13,6,13,13,4,,
5,4,7,8,12,9,6,3,11,1,2,13,10,,
9,12,7,6,13,2,1,3,11,5,8,10,4,,
7,12,13,5,11,4,3,1,10,2,6,9,8,,
8,3,1,4,13,5,7,5,9,6,2,13,13,,
1,6,7,8,2,10,12,11,5,9,4,3,13,,
4,7,1,6,11,12,13,10,9,3,2,5,8,,
8,9,11,7,12,3,4,1,10,2,5,13,6,,
1,2,13,5,6,10,11,9,4,8,3,7,12,,
11,12,4,7,13,1,2,3,10,5,8,9,6,,
12,5,6,3,13,8,7,2,12,1,4,12,12,,
7,6,1,2,9,12,3,10,11,4,5,8,13,,
8,5,7,10,13,3,4,2,9,1,6,12,11,,
9,7,8,1,13,6,3,5,13,2,4,13,10,,
8,13,13,6,13,3,4,1,13,2,7,13,5,,
10,7,9,8,13,2,3,4,12,5,6,11,1,,
9,7,10,5,12,1,2,3,13,4,6,11,9,,
4,11,11,6,13,2,3,12,7,1,9,8,5,,
10,9,8,6,12,1,2,3,11,4,7,13,5,,
9,8,6,10,13,4,3,2,11,1,7,13,5,,
12,8,9,8,12,3,2,1,10,6,4,13,5,,
9,11,5,6,13,1,7,8,10,3,4,12,2,,
8,12,7,5,9,3,2,1,11,4,6,10,13,,
10,10,5,6,13,1,2,3,11,4,10,12,7,,
9,11,7,8,13,1,2,5,10,4,6,12,3,,
8,2,6,7,13,9,10,3,4,1,5,12,11,,
6,5,8,4,12,7,9,2,10,1,3,11,13,,
11,7,8,10,13,4,2,3,5,1,6,13,9,,
6,10,12,5,11,2,4,3,7,1,8,9,13,,
11,9,8,7,10,2,1,5,13,3,4,12,6,,
