rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,Num Cands,Num Seats
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18.0,Unknown
2,4,10,12,9,3,17,5,16,15,18,7,11,1,14,8,13,6,,Unknown
18,13,18,1,12,18,5,2,18,18,18,18,18,16,18,18,1,1,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
1,12,14,8,9,2,18,11,3,7,16,4,13,10,6,5,15,17,,Unknown
14,14,1,14,14,14,18,14,14,14,14,14,17,16,14,15,14,14,,Unknown
18,18,18,5,18,18,4,3,2,17,18,18,18,18,18,18,1,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,,Unknown
5,7,17,11,14,13,12,15,6,2,18,9,3,1,4,10,16,8,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,,Unknown
2,18,18,18,18,1,18,18,18,18,18,18,18,4,18,18,18,3,,Unknown
1,7,13,11,4,2,17,15,12,14,10,16,3,5,8,6,9,18,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,,Unknown
1,9,17,16,10,2,11,7,6,12,3,14,18,13,4,5,8,15,,Unknown
11,10,4,10,18,12,7,10,18,18,2,1,4,18,5,18,6,18,,Unknown
18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,,Unknown
1,4,18,18,6,2,18,5,18,6,18,9,7,8,18,3,18,18,,Unknown
4,10,8,9,16,1,17,13,15,11,6,7,18,2,12,5,14,3,,Unknown
4,2,15,16,8,1,13,3,14,10,11,9,5,6,7,12,17,18,,Unknown
3,18,18,18,18,18,18,2,18,1,18,18,18,18,18,18,18,18,,Unknown
1,3,18,18,18,18,18,18,18,18,18,2,18,18,4,4,18,18,,Unknown
18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,,Unknown
1,13,13,18,6,2,18,8,12,8,9,5,7,4,10,10,6,3,,Unknown
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
2,2,18,18,2,1,17,2,17,18,11,18,5,17,3,18,4,18,,Unknown
2,5,4,8,9,1,16,5,17,6,10,2,13,16,11,7,12,18,,Unknown
2,9,17,13,11,1,6,8,10,4,3,15,18,12,5,14,7,16,,Unknown
1,18,2,18,18,3,18,18,18,18,18,18,18,18,18,18,18,18,,Unknown
18,18,18,18,18,18,3,2,18,18,18,18,18,18,18,18,1,18,,Unknown
1,2,15,16,11,3,14,8,17,18,6,10,4,5,13,9,7,12,,Unknown
3,10,4,16,15,1,18,14,17,7,12,6,9,5,11,8,13,2,,Unknown
