rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
Skipped,Skipped,8,5,Skipped,Skipped,Skipped,2,10,4,9,7,1,3,6,15.0,1.0
2,Skipped,7,6,5,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,4,Skipped,Skipped,,
Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,2,15,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,3,Skipped,,
Skipped,Skipped,Skipped,6,Skipped,Skipped,3,2,Skipped,1,Skipped,Skipped,Skipped,4,5,,
Skipped,Skipped,Skipped,3,1,Skipped,Skipped,6,Skipped,4,5,Skipped,2,7,Skipped,,
Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
1,Skipped,Skipped,7,10,Skipped,9,6,3,8,4,Skipped,5,10,Skipped,,
2,Skipped,Skipped,4,Skipped,Skipped,Skipped,1,Skipped,5,Skipped,6,Skipped,3,Skipped,,
3,6,Skipped,5,Skipped,Skipped,Skipped,4,Skipped,2,Skipped,Skipped,1,Skipped,7,,
7,Skipped,Skipped,8,Skipped,Skipped,Skipped,4,Skipped,1,6,2,3,5,Skipped,,
13,5,1,2,13,11,13,3,13,13,4,14,13,12,15,,
Skipped,Skipped,Skipped,2,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,,
6,Skipped,7,Skipped,6,Skipped,Skipped,6,1,6,Skipped,Skipped,6,Skipped,6,,
Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,1,,
5,3,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,,
