rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,Num Cands,Num Seats
11,6,11,4,1,7,11,6,11,6,3,11.0,1.0
11,11,11,2,1,11,11,11,11,11,3,,
11,11,3,2,1,11,11,11,4,11,5,,
11,Skipped,2,3,1,Skipped,11,6,7,11,5,,
Skipped,6,4,Skipped,1,11,Skipped,5,3,Skipped,2,,
11,8,5,4,1,7,6,9,2,10,3,,
11,11,11,11,1,11,11,11,11,11,11,,
9,7,3,2,1,8,5,11,10,4,6,,
11,11,4,2,1,11,11,11,11,11,3,,
9,7,3,2,1,6,8,10,11,5,4,,
11,11,11,11,11,11,11,11,11,11,11,,
5,10,2,2,1,11,8,7,9,6,4,,
5,3,2,6,1,7,9,11,8,10,4,,
11,11,3,2,1,11,11,4,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,10,9,4,1,7,5,8,3,6,2,,
4,10,2,3,1,9,8,5,11,6,7,,
Skipped,2,6,4,1,9,Skipped,7,5,8,3,,
3,9,2,5,1,6,10,7,11,4,8,,
11,11,3,2,1,8,6,9,7,5,4,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,4,2,1,11,11,11,11,3,5,,
11,11,3,4,1,11,11,11,5,11,2,,
11,11,11,2,1,11,11,11,11,11,11,,
7,8,2,3,1,10,11,5,4,9,6,,
6,9,7,3,1,8,10,4,2,11,5,,
11,11,6,2,1,11,11,4,5,11,3,,
5,8,6,7,1,11,2,3,11,11,4,,
4,11,11,11,1,11,11,3,5,11,2,,
11,11,11,11,11,11,11,11,11,11,11,,
11,7,6,5,1,8,11,4,2,11,3,,
4,11,3,2,1,11,8,11,5,7,6,,
8,9,3,4,1,10,5,11,7,2,6,,
11,11,11,11,1,11,11,11,11,11,11,,
2,6,4,11,1,7,5,8,7,10,8,,
3,7,2,5,1,8,6,9,11,10,4,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,2,11,1,11,11,11,11,11,2,,
11,11,11,11,11,11,11,11,11,11,11,,
7,8,4,2,1,11,5,6,10,9,3,,
11,11,11,11,1,11,2,11,11,11,11,,
2,6,7,10,11,3,4,5,1,9,8,,
11,1,11,11,11,11,11,11,11,11,11,,
8,11,2,9,1,5,4,10,7,3,6,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,11,11,11,11,,
5,8,11,2,1,9,7,4,10,6,3,,
10,7,3,2,1,11,9,6,5,8,4,,
11,10,2,5,1,4,8,7,9,6,3,,
9,4,6,2,1,8,11,5,3,10,7,,
11,11,2,11,1,11,11,11,11,11,3,,
11,7,2,4,1,11,5,11,11,6,3,,
11,11,11,11,1,11,11,11,11,11,11,,
6,4,5,10,3,2,11,8,7,1,9,,
5,5,3,2,1,5,4,5,4,4,3,,
5,11,2,3,1,11,4,11,11,11,11,,
10,7,2,3,1,9,8,5,11,6,4,,
11,11,2,3,1,11,11,11,11,4,11,,
11,11,11,1,3,5,11,11,2,11,4,,
11,11,11,11,1,11,11,11,11,11,11,,
5,Skipped,3,2,1,11,4,Skipped,11,11,11,,
10,9,3,2,1,7,4,7,11,4,4,,
11,9,2,3,1,8,4,5,7,6,5,,
6,8,5,4,1,7,8,9,10,2,3,,
4,11,2,5,1,11,11,11,3,11,11,,
