rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,Num Cands,Num Seats
20,13,13,7,4,24,13,20,25,7,7,7,13,4,4,7,13,20,1,7,1,13,1,13,20,25.0,1.0
25,25,4,25,25,25,20,25,25,25,25,25,6,2,5,7,25,25,1,24,25,25,25,25,25,,
21,11,8,20,6,24,16,22,15,14,9,10,17,3,5,7,19,Skipped,2,1,23,12,4,13,18,,
22,7,2,20,11,13,8,19,24,9,15,17,18,1,6,14,21,23,5,16,25,10,4,3,12,,
18,3,16,7,6,22,4,20,24,11,13,5,19,10,1,17,21,25,9,15,8,12,2,23,14,,
25,25,25,25,25,25,25,25,25,25,25,25,1,25,25,25,25,25,25,25,1,25,25,25,25,,
Skipped,18,9,6,2,14,12,Skipped,Skipped,15,11,4,10,5,8,Skipped,17,Skipped,1,Skipped,Skipped,7,3,13,16,,
25,25,25,1,25,25,25,25,25,25,25,25,18,25,25,25,25,2,25,25,25,25,25,25,25,,
25,25,13,15,8,25,7,25,25,25,11,1,25,9,2,25,25,25,3,5,12,10,4,6,25,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,1,25,,
19,25,25,25,16,25,25,25,25,25,25,25,23,19,25,25,1,25,25,17,25,8,25,25,19,,
25,25,1,25,25,25,22,25,25,25,25,25,2,23,7,25,25,25,3,25,Skipped,22,24,24,25,,
17,11,16,2,5,21,18,22,25,7,17,3,12,9,4,10,20,21,1,6,13,15,8,14,25,,
17,22,16,5,1,20,15,11,21,3,9,3,10,6,5,24,13,25,7,4,12,2,8,23,14,,
25,25,25,25,25,25,4,25,7,9,25,6,25,25,5,25,25,25,2,8,25,25,1,3,25,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
17,19,2,25,25,25,5,25,25,25,25,12,8,6,1,8,25,25,11,25,25,25,18,10,25,,
25,13,9,17,2,25,11,25,7,12,18,15,14,1,3,25,10,20,5,19,16,4,6,25,8,,
25,25,4,25,2,25,25,25,25,9,25,25,25,5,6,25,25,25,3,25,25,7,1,25,8,,
25,4,5,25,9,25,7,25,3,25,25,25,25,8,6,25,25,25,1,25,25,25,2,10,25,,
25,25,25,25,25,25,1,25,25,25,4,25,6,3,5,25,25,25,6,25,25,2,25,25,25,,
25,20,3,12,6,14,9,22,21,17,11,10,2,8,5,18,16,19,1,13,15,7,4,23,25,,
25,25,25,25,25,25,25,25,3,25,4,25,25,25,25,25,25,25,2,25,25,25,1,25,25,,
25,1,25,25,5,25,25,25,25,25,25,25,4,25,25,25,25,25,3,2,6,25,25,25,25,,
25,6,8,25,6,25,5,25,25,4,25,25,11,8,1,12,25,25,2,3,25,2,2,25,16,,
Skipped,Skipped,1,10,5,Skipped,11,Skipped,Skipped,Skipped,Skipped,9,Skipped,3,2,6,Skipped,Skipped,11,Skipped,12,8,7,4,Skipped,,
25,25,1,25,24,25,25,25,25,25,25,25,2,1,4,25,25,25,10,25,25,25,10,25,25,,
25,25,12,16,11,25,25,25,18,15,25,25,25,25,14,13,25,25,25,25,25,25,25,25,25,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,
25,14,1,17,10,25,18,9,25,15,9,25,1,2,13,9,25,25,1,17,12,9,4,11,25,,
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,25,,
10,25,1,2,8,25,25,25,25,4,25,5,6,25,3,25,25,25,7,25,25,25,25,25,9,,
