file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,borda-om-no-uwi,borda-om-no-uwi_rank,borda-avg-no-uwi,borda-avg-no-uwi_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith_plurality,smith_plurality_rank,smith_irv,smith_irv_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank,bucklin,bucklin_rank,approval,approval_rank,smith,smith_rank
Alaska/Alaska_08162022_HouseofRepresentativesSpecial.csv,4,"['Peltola, Mary S.']",1,"['Peltola, Mary S.']",1,"['Peltola, Mary S.']",1,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3,"['Begich, Nick']",3
Alaska/Alaska_11082022_HouseDistrict34.csv,4,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1,"['Tomaszewski, Frank J.']",1
Alaska/Alaska_11082022_HouseDistrict20.csv,5,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1,"['Gray, Andrew T.']",1
Alaska/Alaska_11082022_HouseDistrict21.csv,3,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Wolfe, Forrest M.']",2,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Mears, Donna C.']",1,"['Wolfe, Forrest M.']",2,"['Mears, Donna C.']",1
Alaska/Alaska_11082022_HouseDistrict35.csv,5,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1,"['Carrick, Ashley E.']",1
Alaska/Alaska_11082022_HouseDistrict19.csv,3,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1
Alaska/Alaska_11082022_HouseDistrict31.csv,4,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['LeBon, Barton S.']",2,"['LeBon, Barton S.']",2,"['Dibert, Maxine L.']",1
Alaska/Alaska_11082022_HouseDistrict25.csv,3,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1
Alaska/Alaska_11082022_HouseDistrict24.csv,4,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1
Alaska/Alaska_11082022_HouseDistrict30.csv,4,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1
Alaska/Alaska_11082022_HouseDistrict18.csv,4,"['Nelson, David']",1,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Nelson, David']",1,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Groh, Cliff']",2,"['Nelson, David']",1,"['Groh, Cliff']",2
Alaska/Alaska_11082022_HouseDistrict26.csv,3,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1,"['Tilton, Cathy L.']",1
Alaska/Alaska_11082022_HouseDistrict32.csv,4,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1,"['Stapp, Will B.']",1
Alaska/Alaska_11052024_StateHouseD40.csv,4,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1,"['Burke, Robyn ""Niayuq""']",1
Alaska/Alaska_11082022_HouseDistrict33.csv,2,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1,"['Prax, Glenn M. ""Mike""']",1
Alaska/Alaska_11082022_HouseDistrict27.csv,4,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1,"['Eastman, David']",1
Alaska/Alaska_11082022_HouseDistrict40.csv,2,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1,"['Patkotak, Josiah B. ""Aullaqsruaq""']",1
Alaska/Alaska_11052024_StateHouseD33.csv,2,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""', 'Write-in']",multiple,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1,"['Prax, Glenn ""Mike""']",1
Alaska/Alaska_11052024_StateHouseD27.csv,3,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1,"['Underwood, Jubilee L.']",1
Alaska/Alaska_11082022_HouseDistrict1.csv,3,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1,"['Ortiz, Daniel H. ""Dan""']",1
Alaska/Alaska_11052024_StateHouseD26.csv,2,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1,"['Tilton, Cathy']",1
Alaska/Alaska_11052024_StateHouseD32.csv,3,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1,"['Stapp, Will']",1
Alaska/Alaska_11052024_StateHouseD1.csv,4,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1,"['Bynum, Jeremy T.']",1
Alaska/Alaska_11082022_SenateDistrictA.csv,3,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1,"['Stedman, Bert K.']",1
Alaska/Alaska_11052024_StateSenateJ.csv,3,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1,"['Dunbar, Forrest']",1
Alaska/Alaska_11052024_StateSenateH.csv,3,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1,"['Claman, Matt']",1
Alaska/Alaska_11082022_SenateDistrictC.csv,4,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1,"['Stevens, Gary']",1
Alaska/Alaska_11052024_StateHouseD3.csv,2,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1
Alaska/Alaska_11052024_StateHouseD24.csv,2,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1,"['Saddler, Dan']",1
Alaska/Alaska_11052024_StateHouseD30.csv,3,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1,"['McCabe, Kevin J.']",1
Alaska/Alaska_11052024_StateHouseD18.csv,3,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1,"['Nelson, David']",1
Alaska/Alaska_11082022_HouseDistrict2.csv,3,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1,"['Himschoot, Rebecca']",1
Alaska/Alaska_11082022_HouseDistrict3.csv,2,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1,"['Story, Andrea ""Andi""']",1
Alaska/Alaska_11052024_StateHouseD19.csv,4,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1,"['Mina, Genevieve G.']",1
Alaska/Alaska_11052024_StateHouseD31.csv,3,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1,"['Dibert, Maxine L.']",1
Alaska/Alaska_11052024_StateHouseD25.csv,2,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1,"['Johnson, DeLena M.']",1
