file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,borda-om-no-uwi,borda-om-no-uwi_rank,borda-avg-no-uwi,borda-avg-no-uwi_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith_plurality,smith_plurality_rank,smith_irv,smith_irv_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank,bucklin,bucklin_rank,approval,approval_rank,smith,smith_rank
dumgal17-ballots/MidandUpperNithsdale_dumgal17-07.csv,6,['Matthew RONNIE (Con)'],1,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2,['Jim DEMPSTER (Lab)'],2
dumgal17-ballots/StranraerandtheRhins_dumgal17-01.csv,9,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1,['Willie SCOBIE (Ind)'],1
"w-lothian17-ballots/Ward2-Broxburn,UphallandWinchburgh_w-lothian17-02.csv",10,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1
w-lothian17-ballots/Ward6-FauldhouseandtheBreichValley_w-lothian17-06.csv,8,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1,['David DODDS (Lab)'],1
w-lothian17-ballots/Ward7-WhitburnandBlackburn_w-lothian17-07.csv,8,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1,['George PAUL (Lab)'],1
w-lothian17-ballots/Ward4-LivingstonSouth_w-lothian17-04.csv,9,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1,['Lawrence FITZPATRICK (Lab)'],1
w-lothian17-ballots/Ward1-Linlithgow_w-lothian17-01.csv,8,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1,['Tom KERR (Con)'],1
w-lothian17-ballots/Ward8-Bathgate_w-lothian17-08.csv,10,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1,['Harry CARTMILL (Lab)'],1
w-lothian17-ballots/Ward5-EastLivingstonandEastCalder_w-lothian17-05.csv,9,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Carl JOHN (SNP)'],4,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1,['Dave KING (Lab)'],1
w-lothian17-ballots/Ward9-ArmadaleandBlackridge_w-lothian17-09.csv,7,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1,['Stuart BORROWMAN (Ind)'],1
w-lothian17-ballots/Ward3-LivingstonNorth_w-lothian17-03.csv,9,['Alison ADAMSON (Con)'],1,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2,['Robert DE BOLD (SNP)'],2
glasgow12/Ward7Langside_glasgow12-07-recalc.csv,9,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Susan AITKEN (SNP)'],2,['Susan AITKEN (SNP)'],2,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1,['Susan AITKEN (SNP)'],2,['Archie GRAHAM (Lab)'],1,['Archie GRAHAM (Lab)'],1
glasgow12/Ward16Canal_glasgow12-16.csv,13,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1,['Chris KELLY (Lab)'],1
glasgow12/Ward20Baillieston_glasgow12-20.csv,11,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1,['James COLEMAN (Lab)'],1
glasgow12/Ward21NorthEast_glasgow12-21.csv,10,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1,['Maureen BURKE (Lab)'],1
glasgow12/Ward17Springburn_glasgow12-17.csv,11,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1,['Gilbert DAVIDSON (Lab)'],1
glasgow12/Ward9Calton_glasgow12-09.csv,14,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1,['George REDMOND (Lab)'],1
glasgow12/Ward1Linn_glasgow12-01.csv,10,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Malcolm Robert CUNNING (Lab)'],1,['Sadie DOCHERTY (Lab)'],2,['Sadie DOCHERTY (Lab)'],2,['Malcolm Robert CUNNING (Lab)'],1
glasgow12/Ward13Garscadden-Scotstounhill_glasgow12-13.csv,14,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1,['Liz CAMERON (Lab)'],1
glasgow12/Ward15Maryhill-Kelvin_glasgow12-15.csv,9,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1,['Martin RHODES (Lab)'],1
glasgow12/Ward2Newlands-Auldburn_glasgow12-02.csv,12,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1,['Stephen CURRAN (Lab)'],1
glasgow12/Ward14Drumchapel-Anniesland_glasgow12-14.csv,12,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1,['Paul CAREY (Lab)'],1
glasgow12/Ward12PartickWest_glasgow12-12.csv,14,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Aileen COLLERAN (Lab)'],1,['Martin BARTOS (Grn)'],4,['Martin BARTOS (Grn)'],4,['Aileen COLLERAN (Lab)'],1
glasgow12/Ward5Govan_glasgow12-05.csv,15,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['Allison HUNTER (SNP)'],2,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1,['James ADAMS (Lab)'],1
glasgow12/Ward6Pollokshields_glasgow12-06.csv,9,['Hanif RAJA (Lab)'],1,['Norman MACLEOD (SNP)'],3,['Hanif RAJA (Lab)'],1,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3,['Norman MACLEOD (SNP)'],3
glasgow12/Ward4Craigton_glasgow12-04.csv,11,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1,['Matt KERR (Lab)'],1
glasgow12/Ward19Shettleston_glasgow12-19.csv,11,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1,['Frank MCAVEETY (Lab)'],1
glasgow12/Ward8SouthsideCentral_glasgow12-08.csv,11,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1,['James SCANLON (Lab)'],1
glasgow12/Ward10Anderston-City_glasgow12-10.csv,12,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1,['Philip BRAAT (Lab)'],1
glasgow12/Ward18EastCentre_glasgow12-18.csv,12,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1,['Frank DOCHERTY (Lab)'],1
glasgow12/Ward3GreaterPollok_glasgow12-03.csv,12,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1,['Bill BUTLER (Lab)'],1
