file,candidate_removed,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval
/dumgal17-ballots/Nith_dumgal17-09.csv,Lab,['Con'],['Con'],['Con'],['Con'],['SNP'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con']
/dumgal17-ballots/Nith_dumgal17-09.csv,John DENNIS (Ind),['Con'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/Nith_dumgal17-09.csv,Con,['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/Nith_dumgal17-09.csv,SNP,['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/Nith_dumgal17-09.csv,Andrew CROSBIE (Ind),['Con'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/Nith_dumgal17-09.csv,Niall COWAN (Ind),['Con'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/Nith_dumgal17-09.csv,David Robert SLATER (Ind),['Con'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/Nith_dumgal17-09.csv,Grn,['Con'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Allan WEILD (Ind),['Con'],['Con'],['Con'],['Con'],['LD'],['LD'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['LD'],['Con']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,SNP,['Con'],['Con'],['Con'],['LD'],['LD'],['LD'],['LD'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['LD'],['Con']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,LD,['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Lab'],['Con']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Con,['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD'],['LD']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Lab,['Con'],['Con'],['Con'],['LD'],['LD'],['LD'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['LD'],['Con']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Libtn,['Con'],['Con'],['Con'],['Con'],['LD'],['LD'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['LD'],['Con']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Lab,['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,SNP,['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,LD,['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Con,['SNP'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab'],['Lab']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Con,['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Richard OXLEY (Ind),['Con'],['Con'],['Con'],['Con'],['Jim MCCOLM (Ind)'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Lab,['Con'],['Con'],['Con'],['Con'],['Jim MCCOLM (Ind)'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Jim MCCOLM (Ind),['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con'],['Con']
