"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"2","3","8","9","1","7","6","4","5","9.0","1.0"
"7","5","2","6","8","1","3","9","skipped","nan","nan"
"1","6","4","8","2","9","3","7","5","nan","nan"
"3","5","2","7","6","9","8","1","4","nan","nan"
"2","9","4","6","5","8","7","1","3","nan","nan"
"5","2","3","6","4","1","skipped","skipped","skipped","nan","nan"
"2","6","1","5","3","4","skipped","skipped","skipped","nan","nan"
"2","6","4","9","3","1","7","8","5","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","2","6","4","1","9","5","8","nan","nan"
"2","5","6","9","3","7","8","4","1","nan","nan"
"2","7","5","4","1","9","6","8","3","nan","nan"
"2","9","3","4","1","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","7","2","1","4","8","5","nan","nan"
"3","6","5","7","2","1","8","9","4","nan","nan"
"9","1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","9","1","3","8","4","7","6","nan","nan"
"3","5","4","9","1","7","2","8","6","nan","nan"
"5","4","3","9","2","7","1","8","6","nan","nan"
"8","6","1","9","4","2","5","7","3","nan","nan"
"2","9","6","5","3","8","7","4","1","nan","nan"
"2","8","4","5","9","1","3","7","6","nan","nan"
"1","3","9","8","2","5","4","6","7","nan","nan"
"1","5","4","6","3","2","7","9","8","nan","nan"
"5","7","2","9","1","3","8","6","4","nan","nan"
"8","5","1","7","9","2","3","6","4","nan","nan"
"9","5","6","3","8","7","4","2","1","nan","nan"
"4","6","2","8","5","1","9","7","3","nan","nan"
"2","5","4","8","7","1","9","6","3","nan","nan"
"1","8","6","9","5","4","7","2","3","nan","nan"
"1","2","8","7","4","3","5","9","6","nan","nan"
"3","9","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","9","3","1","4","skipped","skipped","skipped","nan","nan"
"1","5","2","7","4","3","6","9","8","nan","nan"
"1","9","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","2","9","3","6","7","1","skipped","nan","nan"
"1","4","7","8","3","9","6","5","2","nan","nan"
"4","3","5","9","2","7","8","6","1","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","2","6","4","9","3","7","1","nan","nan"
"4","9","5","2","1","6","3","skipped","skipped","nan","nan"
"2","9","1","6","5","4","8","7","3","nan","nan"
"3","7","6","1","2","8","4","5","9","nan","nan"
"2","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","2","7","3","9","1","skipped","skipped","nan","nan"
"2","7","3","8","1","4","9","5","6","nan","nan"
"2","9","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","6","5","8","3","4","1","2","nan","nan"
"3","6","8","1","5","4","7","2","9","nan","nan"
"1","2","8","3","4","9","6","7","5","nan","nan"
"3","4","1","6","2","5","skipped","skipped","skipped","nan","nan"
"3","9","2","1","8","5","6","4","skipped","nan","nan"
