"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","9.0","1.0"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","6","4","2","5","1","3","8","nan","nan"
"3","9","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","2","1","9","5","4","7","6","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","5","6","4","2","7","1","8","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","9","1","6","3","5","skipped","skipped","nan","nan"
"9","1","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","2","4","7","5","9","1","3","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","3","2","9","4","6","5","8","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","8","4","3","9","1","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","4","3","8","6","1","2","9","nan","nan"
"5","1","7","9","3","8","2","4","6","nan","nan"
"9","1","7","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","6","3","1","4","9","8","5","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","4","1","3","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","3","4","5","1","6","7","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","9","1","5","3","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","2","6","7","4","1","5","8","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
