"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"6","5","4","3","7","2","1","8","skipped","9.0","1.0"
"7","8","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","4","3","1","2","skipped","skipped","skipped","nan","nan"
"8","2","3","1","7","9","6","5","4","nan","nan"
"9","3","8","1","2","skipped","skipped","skipped","skipped","nan","nan"
"3","9","4","2","1","skipped","skipped","skipped","skipped","nan","nan"
"1","9","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","1","2","3","4","skipped","skipped","skipped","nan","nan"
"6","7","4","3","2","5","1","8","9","nan","nan"
"2","1","9","5","6","3","4","8","7","nan","nan"
"1","8","5","2","3","9","4","6","skipped","nan","nan"
"8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","6","1","5","4","3","7","skipped","nan","nan"
"9","2","5","1","3","4","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","9","4","6","5","3","skipped","nan","nan"
"6","4","5","1","7","2","3","8","9","nan","nan"
"4","5","1","9","3","2","6","7","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","9","4","3","2","skipped","skipped","skipped","nan","nan"
"1","3","7","5","9","skipped","skipped","skipped","skipped","nan","nan"
"3","9","4","1","2","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","1","9","2","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","1","3","6","9","2","8","4","nan","nan"
"2","7","9","4","6","1","8","3","5","nan","nan"
"2","5","3","1","4","9","skipped","skipped","skipped","nan","nan"
"3","9","7","2","6","1","4","5","8","nan","nan"
"3","9","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","8","1","5","3","6","2","7","nan","nan"
"4","9","1","2","3","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","1","9","5","skipped","skipped","skipped","nan","nan"
"1","9","7","5","4","8","6","2","3","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","5","3","2","1","skipped","skipped","skipped","nan","nan"
"3","9","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","6","9","2","7","8","3","5","nan","nan"
"6","8","1","3","9","2","5","4","7","nan","nan"
