"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"9","4","3","1","6","5","10","2","skipped","skipped","10.0","1.0"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","4","5","3","7","1","2","10","8","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","8","6","5","2","1","3","7","9","nan","nan"
"4","9","8","3","5","1","6","2","7","10","nan","nan"
"10","5","4","3","1","2","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","7","6","4","3","2","1","9","8","nan","nan"
"6","9","8","5","1","3","2","4","7","10","nan","nan"
"2","6","7","8","9","4","1","3","5","10","nan","nan"
"8","5","1","3","2","4","skipped","skipped","skipped","skipped","nan","nan"
"7","4","9","3","2","1","6","5","8","10","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","4","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","10","8","1","3","7","2","5","skipped","nan","nan"
"6","10","8","5","7","4","1","2","9","3","nan","nan"
"4","5","1","2","7","8","10","9","3","6","nan","nan"
"9","1","10","8","3","6","7","5","2","4","nan","nan"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","7","6","4","3","1","2","9","10","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","3","1","6","2","10","9","4","7","nan","nan"
"5","4","8","2","10","6","1","9","3","7","nan","nan"
"10","5","6","8","3","4","1","9","7","2","nan","nan"
"6","9","8","4","5","1","2","3","7","10","nan","nan"
"10","3","2","5","4","1","skipped","skipped","skipped","skipped","nan","nan"
"7","10","8","5","1","3","2","4","9","6","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","8","2","7","1","10","6","5","4","nan","nan"
"8","4","10","2","7","1","6","9","5","3","nan","nan"
"10","2","1","5","4","3","skipped","skipped","skipped","skipped","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","10","5","2","6","4","1","8","7","nan","nan"
"10","4","7","2","3","9","1","5","6","8","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","4","5","2","1","3","skipped","skipped","skipped","nan","nan"
"4","10","8","3","9","7","6","2","5","1","nan","nan"
"10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","10","2","9","4","3","5","6","7","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","6","7","3","5","1","2","4","8","nan","nan"
"5","10","9","8","6","1","2","7","skipped","skipped","nan","nan"
"7","6","9","5","3","4","1","2","8","10","nan","nan"
"6","4","2","5","3","8","9","7","10","1","nan","nan"
"2","7","8","3","9","10","1","5","6","4","nan","nan"
"2","10","1","5","4","6","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","7","1","5","4","2","10","6","9","nan","nan"
"10","4","6","1","3","5","2","skipped","skipped","skipped","nan","nan"
"9","3","5","1","7","2","4","10","6","skipped","nan","nan"
"6","5","9","7","4","3","2","1","8","10","nan","nan"
"5","9","8","4","6","2","1","3","7","10","nan","nan"
"4","10","7","1","8","3","2","9","5","6","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","1","6","4","3","2","8","10","skipped","nan","nan"
"10","3","4","7","1","6","8","2","5","9","nan","nan"
"4","10","5","2","1","3","skipped","skipped","skipped","skipped","nan","nan"
"4","9","8","1","2","6","5","7","10","skipped","nan","nan"
"5","6","10","4","8","2","3","1","9","7","nan","nan"
"9","2","5","7","6","4","1","3","8","10","nan","nan"
"3","10","1","9","4","8","5","7","2","6","nan","nan"
"7","2","3","6","5","8","10","4","9","1","nan","nan"
"6","3","9","7","2","5","4","1","8","10","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","5","10","3","4","skipped","skipped","skipped","skipped","nan","nan"
"1","10","8","5","2","6","3","4","7","skipped","nan","nan"
"3","9","2","6","4","8","1","5","7","10","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","8","6","7","4","3","5","2","10","nan","nan"
"8","4","10","7","1","6","5","2","9","3","nan","nan"
