"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","Num Cands","Num Seats"
"2","15","17","9","7","12","4","5","10","14","11","1","13","3","8","6","skipped","nan","nan"
"4","6","15","7","3","5","17","1","8","2","16","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","11","8","14","16","6","7","17","3","9","13","5","4","1","12","15","nan","nan"
"4","17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","11","10","4","1","2","3","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","1","14","6","11","5","12","15","16","8","3","13","4","10","17","9","nan","nan"
"1","17","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","16","2","12","13","4","15","10","11","14","17","7","5","6","9","8","nan","nan"
"16","15","8","2","11","12","17","9","5","4","13","14","3","7","1","10","6","nan","nan"
"5","1","17","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","1","17","4","2","7","3","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","17","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","6","2","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","17","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","8","15","10","9","17","4","5","2","14","11","1","6","12","13","7","nan","nan"
"17","14","11","12","7","4","6","10","3","16","5","2","15","8","9","1","13","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","5","11","4","14","8","12","9","3","16","6","17","2","7","15","13","nan","nan"
"2","5","3","17","1","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","4","7","1","6","5","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","5","17","3","1","6","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","2","17","1","3","11","14","10","7","6","5","9","12","13","skipped","skipped","nan","nan"
"16","12","17","1","2","13","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","16","6","10","8","7","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","6","2","10","5","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","7","16","2","1","17","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","12","5","17","16","14","6","15","1","10","7","8","9","4","11","3","nan","nan"
"6","1","17","7","2","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","4","1","5","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","7","4","9","14","15","13","10","16","11","12","1","8","3","2","17","nan","nan"
"3","5","17","4","6","1","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","17","3","9","10","1","4","8","5","7","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","4","17","11","15","10","5","16","8","13","14","7","2","9","6","1","nan","nan"
"2","3","17","8","10","6","7","1","4","5","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","10","3","17","7","8","6","5","4","1","16","9","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","10","15","9","14","7","8","11","17","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","6","11","5","4","12","8","2","10","9","16","3","1","17","7","skipped","skipped","nan","nan"
"3","16","12","11","6","13","14","9","8","4","15","17","2","5","7","1","10","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","11","9","3","2","10","5","6","4","7","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","17","9","6","5","2","1","8","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","17","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","10","12","14","17","5","13","9","7","16","11","2","3","6","8","1","nan","nan"
"2","5","3","17","1","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","7","6","5","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","16","9","3","2","8","6","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","6","3","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","14","6","10","17","4","15","12","5","16","11","3","2","9","7","13","nan","nan"
"3","17","5","1","2","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","17","5","8","4","2","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","17","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","11","15","12","14","13","10","9","5","7","2","4","16","1","17","skipped","nan","nan"
"6","4","17","1","5","3","7","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","4","5","8","3","7","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","2","17","14","15","11","5","9","10","8","1","13","4","16","12","6","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","17","1","5","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","17","6","3","5","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","17","1","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","17","5","3","2","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","5","17","6","1","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","17","10","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","6","1","17","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","6","15","2","1","16","4","3","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","5","6","3","7","12","4","13","2","14","11","9","8","skipped","skipped","skipped","nan","nan"
"1","3","17","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","1","16","12","17","10","4","5","7","11","2","13","6","15","14","8","nan","nan"
"4","17","2","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","6","1","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","9","16","2","7","4","6","3","10","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","17","3","6","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","8","6","17","7","1","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","3","4","6","7","5","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","5","7","6","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","6","12","9","16","1","5","13","3","11","4","8","7","10","17","skipped","nan","nan"
"12","6","7","13","5","15","8","11","10","14","9","3","1","16","4","2","17","nan","nan"
"4","17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","12","15","17","10","5","14","2","4","6","9","3","13","7","16","8","nan","nan"
"3","8","17","6","1","5","9","2","4","10","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","3","7","17","9","1","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","7","8","2","9","10","13","12","5","4","6","3","14","15","16","17","nan","nan"
"2","15","3","5","4","6","7","16","1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","14","17","3","4","2","9","5","8","7","12","10","11","16","13","15","nan","nan"
"15","13","12","5","17","9","8","3","7","1","10","11","4","14","6","16","2","nan","nan"
"3","4","9","13","11","14","15","17","16","7","8","12","2","6","5","1","10","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","4","3","1","2","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","6","7","4","17","10","16","15","8","12","13","3","5","2","14","11","nan","nan"
"17","4","12","9","6","2","1","8","5","7","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","11","8","9","4","5","3","7","6","2","17","10","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","1","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","5","6","3","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","3","2","10","8","9","11","15","7","17","13","6","16","12","5","14","nan","nan"
"1","2","3","17","4","7","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","3","10","13","15","2","5","4","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","6","12","5","7","4","13","17","15","9","11","2","8","10","1","14","nan","nan"
"5","17","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","4","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","7","17","5","9","4","2","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","2","4","7","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","17","7","6","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","3","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","3","8","10","17","12","5","2","11","9","6","7","skipped","skipped","skipped","skipped","nan","nan"
"5","17","2","4","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","4","2","6","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","17","2","11","9","4","3","5","6","7","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","3","14","10","4","7","13","8","9","15","17","2","11","1","5","skipped","nan","nan"
"3","12","6","11","13","17","7","9","2","4","16","5","8","14","10","15","1","nan","nan"
"17","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","1","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","17","3","2","5","1","4","9","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","4","3","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","10","11","17","7","5","14","6","8","13","12","15","4","1","16","skipped","nan","nan"
"4","17","8","9","3","6","5","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","17","1","6","2","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","12","11","7","17","8","1","6","4","9","3","2","10","skipped","skipped","skipped","nan","nan"
"1","17","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","1","4","2","6","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","10","13","15","11","7","16","4","1","6","12","17","5","3","8","14","nan","nan"
"1","17","3","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","13","14","5","17","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","17","2","5","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","1","8","14","4","17","3","11","2","13","16","10","skipped","skipped","skipped","skipped","nan","nan"
"3","17","5","7","1","4","6","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","7","1","2","6","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","4","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","14","9","11","10","3","17","6","4","8","7","2","16","13","12","1","nan","nan"
"6","8","1","17","7","3","4","2","5","10","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","16","3","2","17","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","3","6","5","8","7","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","9","13","15","14","11","4","7","16","5","12","17","2","3","6","10","nan","nan"
"3","17","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","6","11","8","10","12","17","3","7","1","16","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","15","10","1","11","7","13","2","6","14","12","3","8","5","16","17","nan","nan"
"6","5","2","17","1","7","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","6","10","17","11","7","1","15","16","14","12","5","13","3","8","4","nan","nan"
"2","17","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","13","16","14","15","1","7","5","11","9","17","8","3","4","12","10","nan","nan"
"5","16","13","6","2","3","1","4","17","15","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","5","6","4","7","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","7","4","3","5","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","4","6","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","12","1","7","2","13","16","17","15","9","10","3","14","4","5","skipped","nan","nan"
"17","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","16","5","17","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","15","4","16","1","17","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","17","6","4","2","3","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","6","3","1","2","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","4","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","1","17","5","7","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","3","10","12","1","8","14","15","16","6","5","2","7","9","13","11","nan","nan"
"2","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","12","4","16","2","14","7","10","6","3","13","1","11","9","5","8","17","nan","nan"
"3","17","6","8","2","4","1","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","17","3","1","7","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","2","9","8","11","6","15","12","4","10","7","3","5","17","16","13","nan","nan"
"4","17","1","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","9","12","7","17","13","6","3","4","8","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","11","17","10","8","9","13","14","16","7","12","1","6","5","15","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","6","7","5","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","17","7","6","4","8","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
