"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"1","12","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"12","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","5","12","9","8","11","3","4","2","7","6","nan","nan"
"1","12","4","10","11","7","6","3","2","5","8","9","nan","nan"
"9","6","12","8","11","10","2","7","5","1","4","3","nan","nan"
"12","4","3","7","10","6","5","1","2","9","8","skipped","nan","nan"
"12","4","5","8","3","11","9","2","1","10","7","6","nan","nan"
"12","8","5","6","7","1","3","4","2","skipped","skipped","skipped","nan","nan"
"11","7","8","9","10","1","2","4","6","12","3","5","nan","nan"
"11","10","9","8","3","5","7","12","4","1","6","2","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","6","2","3","7","1","4","skipped","skipped","skipped","skipped","nan","nan"
"12","2","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","4","9","11","8","7","5","1","2","12","10","nan","nan"
"12","7","1","5","6","4","3","2","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","6","7","1","8","9","12","2","10","4","nan","nan"
"2","7","5","1","3","4","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","8","5","2","1","6","4","7","skipped","skipped","skipped","nan","nan"
"5","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","3","8","1","2","11","7","skipped","skipped","skipped","skipped","nan","nan"
"2","10","4","9","5","7","8","1","3","6","12","11","nan","nan"
"10","9","2","7","3","1","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","6","9","12","3","10","1","11","8","7","2","nan","nan"
"1","12","3","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","5","11","8","12","4","1","2","6","9","skipped","nan","nan"
"12","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","1","5","6","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","5","6","8","1","3","4","2","skipped","skipped","skipped","nan","nan"
"8","2","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","3","1","11","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","11","5","9","3","12","2","10","7","6","8","nan","nan"
"6","12","2","1","5","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","6","5","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","3","12","7","6","2","5","9","4","8","10","nan","nan"
"12","6","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","8","4","10","5","1","6","11","9","7","3","nan","nan"
"12","1","5","4","2","3","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","2","7","4","3","6","1","skipped","skipped","skipped","skipped","nan","nan"
"10","7","3","11","5","6","12","8","1","2","9","4","nan","nan"
"5","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","7","6","1","4","2","5","skipped","skipped","skipped","skipped","nan","nan"
"6","5","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","5","4","6","2","7","1","skipped","skipped","skipped","skipped","nan","nan"
"5","11","9","12","6","8","3","10","4","2","7","1","nan","nan"
"2","9","11","10","12","4","5","1","8","7","3","6","nan","nan"
"7","3","5","2","4","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
