"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","Num Cands","Num Seats"
"1","3","6","5","2","skipped","skipped","skipped","nan","nan"
"8","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","7","5","2","4","8","6","nan","nan"
"4","5","2","1","8","6","7","3","nan","nan"
"2","1","8","3","skipped","skipped","skipped","skipped","nan","nan"
"3","8","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","3","2","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","8","skipped","skipped","skipped","skipped","nan","nan"
"1","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","6","7","8","4","skipped","nan","nan"
"1","2","3","5","4","skipped","skipped","skipped","nan","nan"
"2","1","8","3","4","5","skipped","skipped","nan","nan"
"1","2","8","3","skipped","skipped","skipped","skipped","nan","nan"
"1","7","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","4","5","7","8","skipped","nan","nan"
"1","2","4","3","8","skipped","skipped","skipped","nan","nan"
"1","8","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","8","2","skipped","skipped","skipped","skipped","nan","nan"
"3","1","8","2","skipped","skipped","skipped","skipped","nan","nan"
"2","3","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","5","4","6","3","7","8","nan","nan"
"1","2","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","2","7","6","1","8","skipped","nan","nan"
"2","1","4","3","8","5","6","skipped","nan","nan"
"1","2","3","4","5","6","8","skipped","nan","nan"
"2","1","8","4","3","skipped","skipped","skipped","nan","nan"
"4","2","1","6","7","5","8","3","nan","nan"
"4","3","2","5","6","1","skipped","skipped","nan","nan"
"2","1","7","3","6","8","5","4","nan","nan"
"3","1","8","2","skipped","skipped","skipped","skipped","nan","nan"
"1","2","8","3","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","4","5","8","7","6","nan","nan"
"1","2","5","3","8","4","6","7","nan","nan"
"5","2","1","3","8","skipped","skipped","skipped","nan","nan"
"1","2","4","3","5","6","8","skipped","nan","nan"
"5","4","1","2","6","7","8","skipped","nan","nan"
"2","1","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","5","4","8","1","6","skipped","nan","nan"
"3","1","2","4","5","8","6","skipped","nan","nan"
"3","1","6","2","5","7","8","4","nan","nan"
"1","2","4","5","7","6","8","3","nan","nan"
"1","2","8","3","4","5","skipped","skipped","nan","nan"
"1","8","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","8","3","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","8","skipped","skipped","skipped","skipped","nan","nan"
"1","3","8","5","6","2","4","7","nan","nan"
"2","1","5","3","8","4","7","6","nan","nan"
"5","2","4","8","skipped","skipped","skipped","skipped","nan","nan"
"1","3","8","2","skipped","skipped","skipped","skipped","nan","nan"
"7","8","2","4","3","6","5","1","nan","nan"
"5","3","4","1","2","8","skipped","skipped","nan","nan"
"1","3","8","2","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","4","8","5","7","6","nan","nan"
"8","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","2","3","8","7","6","1","nan","nan"
"4","6","1","3","7","5","8","2","nan","nan"
"5","8","1","4","skipped","skipped","skipped","skipped","nan","nan"
"3","8","4","2","1","skipped","skipped","skipped","nan","nan"
"1","8","2","3","skipped","skipped","skipped","skipped","nan","nan"
"1","2","8","3","skipped","skipped","skipped","skipped","nan","nan"
"4","3","5","2","1","7","8","6","nan","nan"
"1","8","2","3","skipped","skipped","skipped","skipped","nan","nan"
"8","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","3","5","7","8","6","nan","nan"
"3","4","8","6","2","1","5","7","nan","nan"
"2","1","5","6","4","3","7","8","nan","nan"
"3","2","8","4","1","skipped","skipped","skipped","nan","nan"
"8","3","1","4","2","skipped","skipped","skipped","nan","nan"
"2","1","7","3","4","5","8","6","nan","nan"
"1","8","2","7","4","3","skipped","skipped","nan","nan"
"1","3","4","8","2","skipped","skipped","skipped","nan","nan"
