"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","Num Cands","Num Seats"
"16","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","13","3","16","8","10","2","12","4","6","5","15","1","7","14","nan","nan"
"16","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","10","14","5","6","4","11","1","9","3","12","2","15","skipped","skipped","nan","nan"
"2","6","8","12","16","14","9","1","10","5","4","7","11","15","13","skipped","nan","nan"
"6","16","2","5","14","8","13","7","4","10","1","9","12","3","15","11","nan","nan"
"6","16","1","5","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","13","2","8","10","6","14","16","15","12","1","9","5","7","3","nan","nan"
"2","16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","1","2","13","15","6","4","9","10","8","11","12","3","14","16","nan","nan"
"15","4","2","16","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","5","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","12","4","2","16","7","6","1","9","3","10","14","11","8","13","nan","nan"
"16","4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","7","5","12","4","11","2","3","9","6","8","10","1","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","16","1","4","13","11","10","12","7","3","2","15","5","8","6","skipped","nan","nan"
"16","1","2","10","6","4","3","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","3","9","15","7","11","4","8","13","2","12","6","14","10","16","nan","nan"
"16","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","2","3","8","11","16","9","13","14","1","4","7","15","10","6","nan","nan"
"13","11","8","14","7","15","12","1","5","10","6","2","16","9","4","3","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","2","3","10","15","12","5","6","8","1","9","13","7","11","14","nan","nan"
"16","6","3","5","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","2","15","14","8","9","4","10","7","1","6","12","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","2","13","16","14","12","6","10","15","1","8","7","4","3","11","nan","nan"
"3","8","6","12","15","14","9","5","11","4","10","7","1","2","13","16","nan","nan"
"16","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","12","3","15","5","4","10","8","11","2","13","16","7","9","14","nan","nan"
"3","9","1","16","4","6","10","7","2","8","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","15","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","5","6","7","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","9","13","11","3","8","10","4","2","7","5","12","6","skipped","skipped","nan","nan"
"8","5","3","1","16","7","2","6","9","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","16","5","3","15","12","9","8","14","7","1","11","6","4","13","2","nan","nan"
"15","3","1","2","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","6","12","8","5","11","3","14","9","4","13","10","skipped","skipped","nan","nan"
"16","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","16","7","8","2","6","13","10","9","14","3","4","15","5","12","1","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","4","3","10","14","9","7","11","13","12","15","5","2","8","16","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","14","15","12","16","2","13","1","8","6","5","4","3","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","15","16","6","14","4","7","2","5","8","1","13","9","skipped","skipped","nan","nan"
"4","16","1","11","13","5","15","9","12","10","2","3","8","7","14","6","nan","nan"
"9","16","1","11","15","7","14","4","13","12","2","5","8","3","10","6","nan","nan"
"8","10","6","16","2","13","7","14","9","4","1","15","5","12","11","skipped","nan","nan"
"16","12","6","10","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","4","8","13","16","10","2","7","11","6","14","5","1","3","15","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","12","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","16","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","8","6","16","7","1","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","6","3","5","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","4","2","16","6","7","3","15","13","1","8","12","9","11","14","nan","nan"
"10","16","3","15","14","13","2","11","8","4","1","7","6","12","5","skipped","nan","nan"
"16","2","3","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","2","1","16","9","7","11","3","4","6","10","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","3","6","13","9","16","8","7","5","1","2","4","11","14","skipped","nan","nan"
"15","14","16","2","4","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","1","7","16","9","5","12","2","11","6","4","10","skipped","skipped","skipped","nan","nan"
"7","16","15","3","6","14","9","5","4","10","1","13","11","2","8","12","nan","nan"
"15","13","1","14","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","6","1","5","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","5","8","16","14","6","2","12","10","1","7","11","3","13","15","nan","nan"
"16","5","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","4","2","14","16","9","5","6","8","1","10","15","3","12","13","nan","nan"
"16","2","5","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","12","2","16","10","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","3","10","13","16","5","6","14","12","7","15","2","9","8","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","6","5","8","9","12","3","14","10","13","15","7","1","11","2","nan","nan"
"14","16","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","10","3","16","11","12","7","14","15","1","4","5","13","9","8","nan","nan"
"16","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","3","7","6","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","8","11","16","2","13","10","1","3","6","12","9","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","15","2","6","16","14","8","5","4","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","16","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","8","14","3","2","7","12","15","9","1","11","16","5","10","6","nan","nan"
"16","4","2","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","16","4","7","13","15","11","3","9","8","6","1","14","2","12","5","nan","nan"
"6","12","1","10","9","16","13","4","8","15","2","5","11","3","14","7","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","3","6","13","16","15","1","7","10","2","9","5","8","14","12","nan","nan"
"6","16","10","13","9","2","7","15","8","12","11","3","5","1","14","4","nan","nan"
"2","16","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","15","1","3","16","2","5","4","14","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","3","11","6","12","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","1","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","1","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","2","9","16","15","11","10","6","8","1","3","13","7","14","4","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","4","2","1","7","6","9","10","3","11","15","13","8","14","skipped","nan","nan"
"8","3","2","9","15","16","4","5","11","10","7","14","6","1","12","13","nan","nan"
"5","16","2","3","6","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","6","3","2","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","1","8","16","6","9","7","10","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","1","5","8","4","7","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","13","7","4","16","3","10","8","14","1","2","5","12","6","11","skipped","nan","nan"
"1","8","5","16","2","6","7","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","16","4","7","13","14","10","2","12","6","1","3","15","5","9","8","nan","nan"
"16","7","5","2","1","4","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","3","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","16","3","1","15","9","14","5","12","2","10","6","11","4","13","7","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","15","1","3","2","14","12","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","5","6","15","10","14","9","3","4","1","8","7","16","13","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","1","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","2","6","11","13","9","8","15","7","1","16","10","3","4","14","nan","nan"
"16","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","16","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","12","11","10","7","14","2","9","15","1","13","6","3","8","5","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","1","14","13","8","12","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","5","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","15","7","4","6","11","10","1","13","3","14","2","12","9","16","nan","nan"
"4","16","15","2","5","6","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","5","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","2","9","6","12","10","7","4","5","3","16","1","11","skipped","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","7","1","2","16","5","11","6","8","4","13","15","3","9","12","nan","nan"
"7","1","14","3","13","15","4","6","2","16","10","5","skipped","skipped","skipped","skipped","nan","nan"
"16","4","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","11","3","9","14","8","4","1","2","13","6","12","15","skipped","skipped","nan","nan"
"10","13","5","8","16","15","12","2","9","11","1","3","14","4","7","6","nan","nan"
"15","2","16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","16","15","3","4","13","10","6","5","9","1","11","14","12","8","2","nan","nan"
"16","4","5","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","4","2","16","8","6","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","11","4","12","16","2","7","3","15","9","13","1","6","5","8","10","nan","nan"
"16","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","3","8","15","10","13","1","7","12","2","11","5","4","14","9","nan","nan"
"16","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","14","4","2","11","16","10","12","5","7","1","3","9","6","13","15","nan","nan"
"2","6","1","9","7","16","11","10","8","13","3","4","15","5","12","14","nan","nan"
"8","7","2","6","15","14","9","4","13","11","5","10","3","1","12","16","nan","nan"
