"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","Num Cands","Num Seats"
"25","3","4","2","6","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"24","23","25","21","20","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"24","3","6","1","25","7","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"24","25","6","8","9","11","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"5","18","3","25","20","16","10","2","14","13","15","17","22","24","6","23","12","11","19","21","7","9","1","4","8","nan","Unknown"
"1","7","9","19","12","18","16","17","8","14","15","24","6","25","11","22","21","13","5","3","4","20","10","2","23","nan","Unknown"
"4","16","6","14","23","10","11","25","17","15","21","2","3","13","12","1","19","5","9","18","7","20","22","8","24","nan","Unknown"
"6","1","18","11","10","13","17","23","25","4","22","14","2","7","19","3","9","12","5","20","24","21","15","16","skipped","nan","Unknown"
"25","6","5","2","4","3","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"7","13","10","16","5","24","12","15","22","17","9","25","3","21","11","20","19","14","8","2","1","18","6","4","23","nan","Unknown"
"4","12","6","17","1","21","23","22","9","16","25","2","18","11","14","3","20","8","10","19","7","15","13","5","24","nan","Unknown"
"25","10","11","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"24","3","25","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"5","20","19","6","1","15","23","13","24","12","25","16","2","10","17","8","22","9","18","4","3","21","14","11","7","nan","Unknown"
"11","19","22","25","9","12","18","15","5","21","2","1","4","14","16","13","6","7","3","8","17","10","20","skipped","skipped","nan","Unknown"
"6","3","11","14","25","1","9","21","18","8","10","7","2","5","19","12","4","24","20","13","23","22","skipped","skipped","skipped","nan","Unknown"
"25","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","2","1","3","24","4","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"5","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"12","10","5","22","24","7","18","4","11","23","17","2","9","25","16","19","21","15","8","6","20","13","14","1","3","nan","Unknown"
"25","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","3","25","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","25","2","1","5","10","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"8","25","7","2","3","1","6","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","18","25","15","3","5","2","8","16","14","19","13","17","1","11","12","9","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"5","15","8","18","20","24","19","1","11","6","21","25","4","23","12","22","13","17","2","3","16","9","10","14","7","nan","Unknown"
"23","24","25","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"9","18","2","23","6","3","19","22","21","20","25","1","16","13","8","7","4","14","10","15","5","17","12","11","skipped","nan","Unknown"
"25","24","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"21","24","25","20","18","23","19","22","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"10","3","6","13","16","24","8","22","23","14","19","25","4","11","15","7","9","5","20","2","21","12","1","17","18","nan","Unknown"
"25","15","3","1","10","14","2","6","11","7","4","12","5","8","13","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"9","5","2","11","16","23","3","6","24","10","19","25","14","17","4","12","7","15","20","22","13","1","21","18","8","nan","Unknown"
"6","1","3","10","5","8","7","4","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","4","9","6","7","3","5","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","25","14","9","24","12","8","11","23","2","19","7","15","10","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","1","2","5","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","11","5","17","6","20","16","14","25","2","19","3","7","18","4","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","8","25","6","3","12","18","13","5","2","20","10","4","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"19","14","25","20","17","21","22","11","24","12","13","15","1","23","16","8","9","10","18","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","25","6","3","1","10","8","5","2","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"21","14","19","17","6","25","5","1","16","15","2","18","4","23","3","22","24","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","8","6","25","10","7","11","3","4","5","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","4","2","5","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"15","1","24","8","5","9","25","19","20","2","23","17","21","4","16","3","10","18","7","22","6","skipped","skipped","skipped","skipped","nan","Unknown"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","1","14","24","15","18","5","13","12","20","3","9","11","2","6","10","8","19","4","16","7","17","23","skipped","skipped","nan","Unknown"
"3","2","25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"23","24","8","3","9","6","25","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","22","12","9","1","19","10","20","16","7","11","24","3","23","17","21","25","5","6","2","18","8","14","15","13","nan","Unknown"
"21","1","25","8","16","24","3","5","6","22","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","24","23","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","2","22","6","4","5","1","19","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"24","2","23","25","1","21","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"21","24","13","6","22","1","9","23","2","18","19","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"11","21","23","16","8","17","25","18","24","9","12","4","15","14","20","13","3","5","6","1","10","2","19","skipped","skipped","nan","Unknown"
"25","1","19","24","11","15","8","6","18","10","3","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"16","1","24","21","2","3","22","15","19","23","13","20","18","14","17","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"5","25","3","4","24","2","14","23","1","11","18","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"15","24","20","19","17","18","25","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"12","8","23","3","19","21","15","25","13","6","14","11","5","4","22","2","16","9","10","1","24","7","17","20","18","nan","Unknown"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","1","23","13","9","24","5","20","8","3","16","6","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","14","16","20","15","17","12","13","23","22","21","19","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"17","10","21","22","14","15","16","12","18","19","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","1","10","13","7","22","23","14","12","16","24","25","5","8","3","6","9","19","15","11","18","4","skipped","skipped","skipped","nan","Unknown"
"9","8","16","21","19","23","6","2","10","20","14","15","13","11","17","1","22","7","4","12","25","5","3","24","18","nan","Unknown"
"25","3","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"15","22","24","21","7","8","4","12","18","20","3","2","5","13","23","9","25","6","16","1","17","19","10","11","14","nan","Unknown"
"2","13","20","16","3","22","14","23","12","11","15","17","8","25","21","24","6","10","4","7","19","1","5","18","9","nan","Unknown"
"25","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","10","25","2","24","5","11","8","7","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"14","13","7","2","17","21","5","11","22","15","23","1","24","18","12","10","8","19","25","9","3","6","20","4","skipped","nan","Unknown"
"4","6","22","10","23","3","24","13","5","2","17","12","7","1","8","14","16","15","9","11","25","skipped","skipped","skipped","skipped","nan","Unknown"
"25","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"11","22","7","1","23","17","18","21","25","16","20","14","15","19","24","13","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","2","6","9","4","7","3","8","5","11","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"13","6","2","20","22","8","25","11","21","19","7","15","12","16","17","18","4","1","5","14","9","10","3","skipped","skipped","nan","Unknown"
"25","23","22","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
