"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"2","8","5","6","10","4","3","7","1","9","10.0","1.0"
"10","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","2","8","10","1","9","6","3","7","nan","nan"
"2","5","3","10","1","7","9","4","8","skipped","nan","nan"
"10","5","3","2","1","4","skipped","skipped","skipped","skipped","nan","nan"
"4","10","1","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","4","5","2","3","1","6","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","10","3","2","4","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","2","10","9","1","7","8","3","4","nan","nan"
"7","9","2","10","8","1","6","5","4","3","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","2","7","10","1","5","9","8","3","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","4","10","3","2","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","10","5","7","1","8","9","3","2","nan","nan"
"3","4","1","6","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","5","3","7","4","10","2","1","6","nan","nan"
"4","3","10","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","10","8","1","6","3","7","5","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","2","3","1","6","7","9","10","8","nan","nan"
"5","10","1","3","2","4","skipped","skipped","skipped","skipped","nan","nan"
"10","6","4","1","2","5","3","skipped","skipped","skipped","nan","nan"
"1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","1","10","3","4","2","6","8","5","nan","nan"
"5","1","3","4","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","6","4","8","1","9","10","5","7","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","4","10","2","3","skipped","skipped","skipped","skipped","nan","nan"
"7","9","5","4","10","1","8","6","3","2","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","3","4","6","5","2","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","4","1","5","2","skipped","skipped","skipped","skipped","nan","nan"
"6","7","4","2","9","1","8","10","5","3","nan","nan"
"8","9","2","7","10","1","6","5","3","4","nan","nan"
"8","2","10","4","1","6","5","9","7","3","nan","nan"
"4","5","10","6","8","1","7","9","2","3","nan","nan"
"4","7","9","3","1","8","6","2","5","10","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","3","7","8","1","10","5","4","2","nan","nan"
"4","10","6","1","5","3","2","skipped","skipped","skipped","nan","nan"
"8","10","7","6","3","1","9","4","2","skipped","nan","nan"
"3","7","2","6","10","1","4","8","5","9","nan","nan"
"3","7","9","8","4","1","5","10","6","2","nan","nan"
"10","5","3","4","1","2","skipped","skipped","skipped","skipped","nan","nan"
"8","4","3","5","1","9","7","6","skipped","skipped","nan","nan"
"10","4","1","3","5","2","skipped","skipped","skipped","skipped","nan","nan"
"6","2","9","1","3","5","4","10","7","8","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","1","3","5","2","skipped","skipped","skipped","skipped","nan","nan"
"10","9","4","2","1","5","3","skipped","skipped","skipped","nan","nan"
"1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","7","1","3","8","9","5","2","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","3","4","2","1","skipped","skipped","skipped","skipped","nan","nan"
"9","3","10","4","6","1","7","5","8","2","nan","nan"
"4","3","7","10","1","2","9","8","6","5","nan","nan"
"1","5","10","3","6","4","2","skipped","skipped","skipped","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","10","9","1","2","5","3","skipped","skipped","nan","nan"
