"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","9.0","1.0"
"1","3","2","9","6","4","5","skipped","skipped","nan","nan"
"9","4","3","2","1","skipped","skipped","skipped","skipped","nan","nan"
"6","4","1","8","5","9","3","2","7","nan","nan"
"9","6","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","6","9","4","5","skipped","skipped","nan","nan"
"9","6","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","3","1","4","2","skipped","skipped","skipped","nan","nan"
"9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","9","3","6","5","skipped","skipped","nan","nan"
"9","1","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","1","3","6","7","4","2","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","3","4","2","1","skipped","skipped","skipped","nan","nan"
"9","8","2","1","5","skipped","skipped","skipped","skipped","nan","nan"
"7","1","3","2","5","8","9","4","6","nan","nan"
"4","1","3","5","2","9","7","6","8","nan","nan"
"9","6","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","1","2","7","9","3","4","6","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","1","3","4","9","2","5","skipped","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","2","1","8","9","6","5","4","nan","nan"
"6","7","1","4","8","9","3","2","5","nan","nan"
"3","4","1","7","5","2","6","skipped","skipped","nan","nan"
"9","6","5","4","8","2","1","skipped","skipped","nan","nan"
"6","5","3","1","4","7","8","9","2","nan","nan"
"6","5","1","2","4","9","3","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","1","2","5","6","4","3","7","nan","nan"
"3","9","2","5","1","8","6","4","skipped","nan","nan"
"3","1","5","4","2","6","9","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","1","5","2","3","6","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","6","3","7","9","2","8","skipped","nan","nan"
"2","1","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","1","2","8","3","4","skipped","skipped","nan","nan"
"4","9","2","1","8","3","5","skipped","skipped","nan","nan"
"6","7","2","4","3","9","5","1","8","nan","nan"
"9","2","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","3","2","4","skipped","skipped","skipped","skipped","nan","nan"
"9","3","4","6","5","2","1","skipped","skipped","nan","nan"
"9","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","4","7","2","3","skipped","skipped","skipped","nan","nan"
"2","4","1","8","9","3","skipped","skipped","skipped","nan","nan"
"4","1","5","9","2","3","6","skipped","skipped","nan","nan"
"6","5","1","3","8","7","2","4","9","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","2","9","7","6","3","5","skipped","nan","nan"
"1","9","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","1","2","4","9","7","3","6","nan","nan"
"4","2","3","9","1","skipped","skipped","skipped","skipped","nan","nan"
"3","5","1","6","4","9","2","7","8","nan","nan"
"9","3","1","5","6","2","skipped","skipped","skipped","nan","nan"
"8","1","5","3","2","6","4","9","7","nan","nan"
"9","1","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","1","4","5","skipped","skipped","skipped","skipped","nan","nan"
"6","5","3","1","4","9","2","skipped","skipped","nan","nan"
"1","7","2","4","8","9","3","5","6","nan","nan"
"4","1","2","3","9","6","5","8","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","5","2","1","skipped","skipped","skipped","skipped","nan","nan"
"6","5","1","2","7","9","3","4","8","nan","nan"
"9","3","2","4","1","skipped","skipped","skipped","skipped","nan","nan"
"8","5","1","2","7","9","3","4","6","nan","nan"
"5","7","4","1","2","6","9","8","3","nan","nan"
"5","4","1","2","6","8","9","3","7","nan","nan"
"4","5","2","3","1","7","9","6","skipped","nan","nan"
"4","3","2","5","1","skipped","skipped","skipped","skipped","nan","nan"
"2","4","1","5","9","6","3","skipped","skipped","nan","nan"
"8","6","1","2","7","9","5","3","4","nan","nan"
"8","1","5","2","9","4","7","3","skipped","nan","nan"
"5","7","3","2","6","9","1","4","8","nan","nan"
"3","6","9","2","5","1","skipped","skipped","skipped","nan","nan"
"9","2","3","1","4","skipped","skipped","skipped","skipped","nan","nan"
"7","1","5","3","9","4","6","8","skipped","nan","nan"
"4","3","1","2","8","9","skipped","skipped","skipped","nan","nan"
"9","1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","2","3","1","skipped","skipped","skipped","skipped","nan","nan"
"3","9","2","1","4","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","3","9","2","4","skipped","skipped","skipped","nan","nan"
"3","1","2","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","7","2","1","8","5","4","skipped","nan","nan"
"4","7","6","5","8","9","2","1","3","nan","nan"
"1","9","5","4","3","skipped","skipped","skipped","skipped","nan","nan"
"9","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","8","9","6","7","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","4","5","3","2","6","skipped","skipped","nan","nan"
"5","8","3","2","4","9","6","1","7","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","1","4","2","8","5","9","7","nan","nan"
"8","1","2","3","4","9","7","5","6","nan","nan"
"4","1","3","2","9","skipped","skipped","skipped","skipped","nan","nan"
"9","6","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","1","3","7","9","4","2","5","nan","nan"
