"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","Num Cands","Num Seats"
"3","15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","15.0","1.0"
"2","8","9","14","10","7","4","13","1","6","5","3","skipped","skipped","skipped","nan","nan"
"10","12","14","11","9","1","4","6","2","3","5","15","7","8","skipped","nan","nan"
"15","5","9","10","3","4","6","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","15","3","5","1","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","12","5","6","14","2","13","1","7","4","skipped","skipped","skipped","skipped","nan","nan"
"6","2","5","3","7","1","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","2","4","11","14","13","12","8","15","10","3","1","skipped","skipped","nan","nan"
"1","15","4","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","14","8","2","1","7","5","13","3","11","15","4","6","skipped","nan","nan"
"3","15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","3","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","15","6","5","3","4","8","10","1","9","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","12","10","5","11","3","14","4","1","2","8","15","9","6","nan","nan"
"15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","14","2","8","7","15","5","1","10","6","4","skipped","skipped","skipped","nan","nan"
"6","8","5","7","2","11","15","4","1","9","13","3","skipped","skipped","skipped","nan","nan"
"4","6","9","3","11","2","5","1","8","10","12","7","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","7","5","9","3","1","8","6","4","10","2","skipped","skipped","skipped","skipped","nan","nan"
"6","7","15","8","1","4","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","15","14","10","3","1","4","5","2","8","7","9","skipped","skipped","nan","nan"
"15","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","4","11","13","15","1","10","14","3","12","skipped","skipped","skipped","skipped","nan","nan"
"4","15","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","5","2","4","6","1","7","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","15","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","2","8","11","15","5","9","1","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","3","5","7","1","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","15","6","8","3","2","4","10","1","7","9","skipped","skipped","skipped","nan","nan"
"8","7","1","15","3","11","4","5","10","2","6","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","15","5","4","1","2","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","4","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","15","1","3","10","12","13","7","8","2","6","5","4","11","14","nan","nan"
"5","8","13","9","3","4","15","12","14","6","7","11","1","10","skipped","nan","nan"
"3","6","1","5","2","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","1","4","7","9","15","8","6","13","14","12","11","3","2","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","14","4","3","10","9","8","7","15","1","12","13","2","11","nan","nan"
"5","15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","11","10","5","14","6","7","15","8","13","2","12","skipped","skipped","nan","nan"
"8","15","5","1","7","3","4","2","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","15","3","5","2","8","7","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","5","2","9","13","14","15","11","7","6","3","1","8","10","nan","nan"
"15","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","15","2","4","1","8","5","7","6","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","14","1","5","7","3","2","4","15","6","11","13","9","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","4","6","15","9","2","14","7","1","13","12","5","8","skipped","nan","nan"
"5","10","1","3","9","7","6","11","4","2","8","skipped","skipped","skipped","skipped","nan","nan"
"4","15","3","1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","1","8","15","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","15","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","15","5","2","3","1","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","6","4","10","7","8","12","13","14","2","15","1","9","11","nan","nan"
"15","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","15","10","7","4","1","3","9","11","6","2","skipped","skipped","skipped","nan","nan"
"12","6","14","7","11","2","3","9","4","15","1","10","8","13","5","nan","nan"
"15","2","7","5","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","1","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","7","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","9","4","11","15","2","8","10","1","5","3","skipped","skipped","skipped","nan","nan"
"15","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","15","6","5","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","11","9","4","8","13","5","12","2","7","1","3","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","6","3","7","2","8","9","12","4","1","15","13","11","10","5","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","13","10","8","1","3","4","6","14","2","7","15","12","5","nan","nan"
"15","8","7","3","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","11","10","7","3","5","4","9","12","1","6","skipped","skipped","skipped","nan","nan"
"5","8","9","6","3","15","11","4","1","7","12","2","10","skipped","skipped","nan","nan"
"3","1","9","5","14","2","10","7","12","15","4","6","13","8","11","nan","nan"
"1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","15","5","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","12","11","14","8","1","4","10","6","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","15","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","7","3","12","15","14","13","5","9","2","11","1","8","4","nan","nan"
"5","13","2","14","3","1","6","8","7","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","15","9","8","6","1","7","3","11","2","5","14","13","4","nan","nan"
"2","15","8","5","1","7","3","9","4","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","15","11","7","2","12","9","3","14","4","13","6","1","5","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","5","7","2","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","7","4","6","15","10","2","13","1","3","skipped","skipped","skipped","skipped","nan","nan"
"7","15","3","5","4","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","6","15","5","7","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","3","2","6","9","5","7","15","14","10","13","8","skipped","skipped","nan","nan"
"8","15","7","1","5","3","4","6","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","10","2","4","9","15","14","3","1","5","13","6","7","8","nan","nan"
"1","15","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","15","9","4","6","5","8","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","7","5","4","14","3","9","15","1","6","8","skipped","skipped","skipped","nan","nan"
"12","13","6","7","3","4","8","9","1","11","2","5","10","skipped","skipped","nan","nan"
"1","7","11","6","2","4","9","14","15","12","3","5","8","10","skipped","nan","nan"
"1","8","13","11","2","4","3","9","10","14","6","7","12","5","15","nan","nan"
"3","12","13","4","2","5","10","8","1","6","7","15","14","9","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
