"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"4","6","11","3","2","12","5","1","skipped","skipped","skipped","skipped","12.0","1.0"
"4","1","12","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","12","1","6","11","10","4","9","5","7","8","nan","nan"
"4","1","9","6","3","10","11","5","12","2","7","8","nan","nan"
"2","3","11","1","6","12","7","4","9","5","8","10","nan","nan"
"4","11","12","3","2","10","7","5","9","1","8","6","nan","nan"
"6","3","12","4","1","10","7","2","8","5","11","9","nan","nan"
"7","3","6","2","5","12","10","4","8","1","11","9","nan","nan"
"3","1","12","4","6","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","10","11","8","12","7","4","5","9","1","6","nan","nan"
"1","2","12","5","9","3","11","4","10","8","7","6","nan","nan"
"3","1","8","10","11","12","9","2","5","4","7","6","nan","nan"
"8","6","12","2","1","7","10","4","11","3","9","skipped","nan","nan"
"4","2","12","1","5","9","10","3","8","6","7","11","nan","nan"
"12","2","4","3","6","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","12","2","11","7","6","1","5","8","skipped","skipped","nan","nan"
"5","2","12","1","3","11","7","4","9","10","8","6","nan","nan"
"4","7","11","1","3","12","10","5","8","2","6","9","nan","nan"
"3","5","12","8","2","1","11","7","9","6","10","4","nan","nan"
"3","4","7","6","1","11","12","5","10","2","8","9","nan","nan"
"7","1","12","3","4","6","2","5","skipped","skipped","skipped","skipped","nan","nan"
"3","4","12","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","12","1","6","2","9","5","11","3","10","8","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","12","1","3","11","9","4","8","2","7","10","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","12","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","10","8","2","12","5","7","3","4","9","skipped","nan","nan"
"1","2","12","5","8","11","10","3","6","4","7","9","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","9","5","6","12","10","3","8","4","7","11","nan","nan"
"1","2","12","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","10","11","2","12","6","5","9","4","8","7","nan","nan"
"8","3","12","1","4","11","6","2","7","9","5","10","nan","nan"
"5","6","11","1","3","12","7","2","skipped","skipped","skipped","skipped","nan","nan"
"5","2","10","7","4","12","11","1","8","3","6","9","nan","nan"
"4","11","10","3","2","12","5","7","6","1","8","skipped","nan","nan"
"4","3","8","2","1","12","6","11","5","10","7","9","nan","nan"
"1","9","12","4","2","5","10","6","11","3","8","7","nan","nan"
"5","1","12","4","2","9","11","6","8","3","10","7","nan","nan"
"5","3","11","1","2","12","10","6","7","4","8","9","nan","nan"
"1","11","3","2","12","6","5","4","skipped","skipped","skipped","skipped","nan","nan"
"10","5","11","1","4","12","9","3","7","2","6","8","nan","nan"
"4","5","11","2","3","10","12","6","9","1","8","7","nan","nan"
"3","2","8","6","9","7","11","1","10","4","5","12","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","12","2","1","11","10","5","8","3","7","9","nan","nan"
"5","6","12","2","4","11","10","3","8","1","7","9","nan","nan"
"3","5","10","1","7","4","11","6","9","2","8","12","nan","nan"
"6","1","8","3","7","5","12","4","9","2","11","10","nan","nan"
"3","1","10","6","11","12","8","2","7","9","5","4","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","12","1","3","7","10","4","8","5","11","9","nan","nan"
"1","11","10","12","2","4","8","5","6","3","7","9","nan","nan"
"1","3","11","2","10","12","9","7","4","6","5","8","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","12","1","2","10","9","4","8","3","5","7","nan","nan"
"5","2","12","10","6","9","11","1","7","8","3","4","nan","nan"
"4","1","9","2","7","3","10","5","6","12","11","skipped","nan","nan"
"12","1","2","8","5","4","11","3","9","6","10","7","nan","nan"
"3","2","12","1","6","4","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","6","3","8","12","9","5","11","1","10","7","nan","nan"
"2","5","4","6","1","8","12","3","9","skipped","skipped","skipped","nan","nan"
"3","2","10","9","4","12","11","6","5","1","7","8","nan","nan"
"5","1","12","2","3","11","10","6","7","4","8","9","nan","nan"
"4","3","12","5","1","2","9","10","6","11","7","8","nan","nan"
"6","4","11","2","1","12","8","5","9","3","7","10","nan","nan"
"3","4","12","2","1","9","10","5","6","7","11","8","nan","nan"
"5","1","12","3","8","11","10","4","9","2","6","7","nan","nan"
"3","1","9","5","8","12","7","2","6","4","10","11","nan","nan"
"3","1","11","5","6","12","10","2","7","4","9","8","nan","nan"
"12","3","8","1","5","4","2","9","11","skipped","skipped","skipped","nan","nan"
"11","5","12","1","2","4","8","7","9","3","6","10","nan","nan"
"4","3","12","1","7","6","2","5","skipped","skipped","skipped","skipped","nan","nan"
"6","4","5","1","2","9","11","8","10","3","7","skipped","nan","nan"
"6","3","11","5","2","12","10","7","9","1","4","skipped","nan","nan"
"3","1","12","5","4","10","9","2","11","6","7","8","nan","nan"
"6","12","11","3","2","1","10","5","7","4","9","8","nan","nan"
"3","1","12","7","4","6","10","2","11","5","8","9","nan","nan"
"6","7","10","2","1","4","12","5","11","3","9","8","nan","nan"
"7","1","11","6","2","10","5","9","12","3","4","8","nan","nan"
"2","4","7","5","6","12","11","3","10","1","8","9","nan","nan"
"12","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","8","4","10","9","11","3","7","6","5","12","nan","nan"
"4","1","12","5","3","7","11","2","9","6","8","10","nan","nan"
"7","1","12","2","3","9","11","5","10","4","6","8","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","11","2","1","7","10","5","12","3","8","9","nan","nan"
"4","8","11","3","10","12","6","1","9","5","2","7","nan","nan"
"12","5","11","3","1","8","6","4","9","2","7","10","nan","nan"
"3","1","7","5","4","10","12","6","11","2","9","8","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","11","6","5","12","8","3","7","4","9","10","nan","nan"
"6","4","11","2","1","8","9","5","10","3","7","skipped","nan","nan"
"7","4","12","2","3","11","10","5","9","1","8","6","nan","nan"
"2","1","11","10","7","12","8","5","6","3","4","9","nan","nan"
"5","2","9","3","7","1","4","8","skipped","skipped","skipped","skipped","nan","nan"
"7","8","11","2","3","12","10","4","9","1","6","5","nan","nan"
"2","1","11","9","10","5","3","7","8","12","4","6","nan","nan"
"2","4","10","8","12","5","11","6","1","7","9","skipped","nan","nan"
"6","1","10","2","4","12","8","3","5","9","7","11","nan","nan"
"6","3","12","1","5","11","9","4","10","2","7","8","nan","nan"
"6","5","12","2","4","10","9","3","11","1","7","8","nan","nan"
"5","4","9","1","2","7","11","6","8","3","12","10","nan","nan"
"4","3","11","5","1","12","9","6","8","2","10","7","nan","nan"
"1","5","9","6","4","11","7","3","10","2","8","12","nan","nan"
"2","7","12","3","1","11","8","10","4","9","5","6","nan","nan"
"3","4","10","2","1","12","9","6","11","5","7","8","nan","nan"
"4","1","5","3","6","7","12","9","10","2","11","8","nan","nan"
"5","3","12","1","2","7","10","6","8","4","9","11","nan","nan"
"5","1","12","3","8","11","10","6","7","2","4","9","nan","nan"
"5","2","7","12","1","10","3","6","4","8","9","skipped","nan","nan"
"7","2","12","5","3","4","6","1","skipped","skipped","skipped","skipped","nan","nan"
"4","3","12","1","2","11","10","7","5","6","8","9","nan","nan"
"6","5","10","1","4","11","12","3","9","2","7","8","nan","nan"
"3","5","12","4","7","10","8","2","9","1","6","11","nan","nan"
"6","8","2","11","10","12","5","3","9","1","4","7","nan","nan"
"3","1","9","6","5","12","11","2","8","4","10","7","nan","nan"
"3","4","6","2","5","11","12","10","7","1","9","8","nan","nan"
"7","2","11","3","1","4","12","5","8","6","9","10","nan","nan"
"2","5","12","6","7","11","10","1","4","8","3","9","nan","nan"
"5","1","8","10","7","3","12","2","11","4","9","6","nan","nan"
"6","3","12","4","5","7","10","2","9","1","8","11","nan","nan"
"8","1","11","12","10","9","3","2","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","12","9","2","10","11","5","7","1","8","6","nan","nan"
"6","3","12","5","11","4","10","2","7","1","9","8","nan","nan"
