"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"2","11","1","6","5","7","3","8","10","9","12","4","12.0","1.0"
"9","5","6","4","3","7","12","1","8","2","10","skipped","nan","nan"
"6","10","5","3","4","8","12","2","9","7","1","11","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","9","6","7","1","11","5","8","4","2","3","nan","nan"
"4","10","12","6","7","5","8","3","2","11","1","9","nan","nan"
"4","10","12","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","5","9","2","6","11","4","3","10","1","8","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","6","5","9","3","12","2","10","8","1","7","nan","nan"
"6","7","9","10","3","2","12","4","5","8","1","11","nan","nan"
"4","11","8","6","5","3","10","1","9","7","2","12","nan","nan"
"8","12","5","6","4","2","11","3","10","7","1","9","nan","nan"
"4","9","5","2","10","6","12","11","1","8","7","3","nan","nan"
"2","11","3","4","9","7","12","1","6","8","5","10","nan","nan"
"5","11","3","4","6","8","12","7","10","1","2","9","nan","nan"
"12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","10","4","2","9","7","1","5","11","3","12","nan","nan"
"7","9","8","5","2","4","11","6","1","12","skipped","skipped","nan","nan"
"5","12","4","9","6","7","10","3","1","8","2","11","nan","nan"
"8","11","1","2","5","4","10","9","3","12","6","7","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","8","5","6","4","12","1","7","10","2","11","nan","nan"
"10","1","11","8","5","9","12","3","2","6","4","7","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","10","5","3","11","12","4","8","7","2","9","nan","nan"
"3","12","2","6","7","9","11","1","5","10","4","8","nan","nan"
"5","11","4","8","1","7","12","6","2","9","3","10","nan","nan"
"2","7","11","5","4","9","10","6","3","12","1","8","nan","nan"
"5","7","8","3","6","9","10","4","2","12","1","11","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","8","4","2","11","5","10","9","7","6","nan","nan"
"6","10","7","3","4","8","12","5","1","9","2","11","nan","nan"
