"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"6","3","12","8","9","4","11","10","5","7","1","skipped","12.0","1.0"
"9","10","1","11","8","4","6","3","12","7","2","skipped","nan","nan"
"12","2","7","3","11","10","6","9","1","5","8","4","nan","nan"
"8","12","7","5","4","1","3","2","skipped","skipped","skipped","skipped","nan","nan"
"10","6","12","11","4","1","2","3","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","2","4","3","1","12","11","skipped","skipped","skipped","skipped","nan","nan"
"10","5","8","6","11","3","9","7","1","12","4","2","nan","nan"
"12","4","6","1","3","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","6","7","3","4","1","2","skipped","skipped","skipped","skipped","nan","nan"
"9","8","11","12","6","5","10","4","1","7","3","2","nan","nan"
"12","9","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","12","8","5","4","3","2","1","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","11","9","7","1","8","12","10","4","2","3","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","11","9","12","8","10","7","3","2","5","1","nan","nan"
"12","1","3","8","11","9","10","7","2","5","6","4","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","6","1","2","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","6","8","10","7","9","12","3","4","1","2","nan","nan"
"12","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","1","8","2","7","5","3","9","12","4","11","nan","nan"
"10","11","1","4","3","2","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","11","7","12","8","1","2","3","skipped","skipped","skipped","nan","nan"
"9","12","3","5","4","6","8","7","1","10","2","11","nan","nan"
"5","2","8","10","12","7","9","3","4","6","1","skipped","nan","nan"
"12","11","4","10","7","9","8","6","1","3","2","5","nan","nan"
