"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","Num Cands","Num Seats"
"2","7","4","5","3","1","8","6","8.0","1.0"
"3","8","6","1","4","2","7","5","nan","nan"
"2","8","6","5","3","1","7","4","nan","nan"
"2","8","6","4","3","1","7","skipped","nan","nan"
"2","8","6","4","3","1","7","5","nan","nan"
"2","8","5","4","3","1","7","6","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","8","4","5","3","1","7","6","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","7","5","4","3","1","8","6","nan","nan"
"2","8","5","3","4","1","7","6","nan","nan"
"2","8","4","5","3","1","7","6","nan","nan"
"2","8","4","5","3","1","7","6","nan","nan"
"2","7","5","6","3","1","8","4","nan","nan"
"2","7","4","5","3","1","8","6","nan","nan"
"2","8","4","5","3","1","7","6","nan","nan"
"2","7","4","5","3","1","8","6","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","8","6","4","3","1","7","5","nan","nan"
"2","8","5","4","3","1","7","6","nan","nan"
"2","8","5","4","3","1","7","6","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","8","5","4","3","1","7","6","nan","nan"
"2","8","5","4","3","1","7","6","nan","nan"
"2","7","6","5","3","1","8","4","nan","nan"
"2","8","5","4","3","1","7","6","nan","nan"
"2","8","6","4","3","1","7","5","nan","nan"
"2","7","5","4","3","1","8","6","nan","nan"
"2","8","6","5","3","1","7","4","nan","nan"
"2","8","6","4","3","1","7","5","nan","nan"
"2","8","6","4","3","1","7","5","nan","nan"
"2","8","5","6","3","1","7","4","nan","nan"
"2","8","6","4","3","1","7","5","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","8","5","4","3","1","7","6","nan","nan"
"2","8","5","6","3","1","7","4","nan","nan"
"2","8","4","5","3","1","7","6","nan","nan"
"2","7","5","6","3","1","8","4","nan","nan"
"2","8","6","5","3","1","7","4","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","8","6","4","3","1","7","5","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","8","4","6","3","1","7","5","nan","nan"
"2","7","4","5","3","1","8","6","nan","nan"
"2","8","4","5","3","1","7","6","nan","nan"
"2","7","5","4","3","1","8","6","nan","nan"
"2","7","6","4","3","1","8","5","nan","nan"
"8","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
