"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"1","2","3","4","9","8","5","6","7","9.0","1.0"
"1","5","8","2","7","6","4","9","3","nan","nan"
"9","3","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","4","7","8","1","5","9","6","nan","nan"
"6","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","7","1","8","9","4","6","3","nan","nan"
"9","3","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","4","8","2","1","9","3","6","nan","nan"
"9","1","2","3","4","skipped","skipped","skipped","skipped","nan","nan"
"2","1","9","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","1","6","7","9","4","3","8","nan","nan"
"4","5","1","3","2","skipped","skipped","skipped","skipped","nan","nan"
"8","4","2","9","5","1","3","6","7","nan","nan"
"9","4","5","7","6","1","2","3","8","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","2","6","1","4","9","3","5","nan","nan"
"2","1","9","4","3","7","skipped","skipped","skipped","nan","nan"
"7","2","8","9","1","skipped","skipped","skipped","skipped","nan","nan"
"7","4","3","9","1","2","skipped","skipped","skipped","nan","nan"
"5","8","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","7","6","4","9","5","8","skipped","nan","nan"
"9","3","6","8","2","1","5","4","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","5","4","2","3","1","8","9","nan","nan"
"4","5","2","3","1","skipped","skipped","skipped","skipped","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","5","7","8","2","1","9","6","nan","nan"
"4","3","6","1","2","5","skipped","skipped","skipped","nan","nan"
"1","3","4","9","2","skipped","skipped","skipped","skipped","nan","nan"
"4","3","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","3","4","9","1","2","5","7","nan","nan"
"8","2","6","4","1","5","7","3","9","nan","nan"
"3","5","6","2","8","9","4","7","1","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","7","6","5","9","4","8","nan","nan"
"9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","5","6","8","2","9","4","7","nan","nan"
"8","2","9","1","6","3","7","5","4","nan","nan"
"4","6","7","8","3","1","2","5","9","nan","nan"
"9","3","5","2","4","1","skipped","skipped","skipped","nan","nan"
"9","3","5","4","2","1","skipped","skipped","skipped","nan","nan"
"4","9","3","2","1","skipped","skipped","skipped","skipped","nan","nan"
"3","4","6","7","8","2","9","5","1","nan","nan"
"4","2","6","5","1","3","skipped","skipped","skipped","nan","nan"
"3","6","1","9","2","skipped","skipped","skipped","skipped","nan","nan"
