"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","4","2","3","1","5","6","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"10","3","1","9","7","8","12","4","11","2","6","5","nan","nan"
"2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","2","1","3","6","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","1","10","3","2","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","4","5","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","1","5","6","2","4","7","8","skipped","skipped","skipped","nan","nan"
"10","11","3","8","12","1","2","4","9","5","skipped","skipped","nan","nan"
"12","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","6","1","3","2","4","5","skipped","skipped","skipped","skipped","nan","nan"
"7","4","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","1","3","2","8","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","11","12","3","4","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","2","12","7","9","10","6","8","11","1","nan","nan"
"5","12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","11","9","4","8","12","5","6","1","7","2","nan","nan"
