"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"7","8","1","3","6","10","4","2","11","12","5","9","12.0","1.0"
"5","1","8","2","11","4","9","7","10","3","6","12","nan","nan"
"11","7","1","5","9","6","12","8","10","3","skipped","skipped","nan","nan"
"6","12","8","5","9","2","1","4","3","7","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","7","2","10","6","9","8","3","12","11","4","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","6","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","5","1","4","3","2","8","skipped","skipped","skipped","skipped","nan","nan"
"8","2","3","1","6","11","5","4","10","7","9","12","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","11","1","4","9","2","5","7","8","3","10","nan","nan"
"4","2","1","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","12","6","3","7","2","4","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","10","8","9","7","5","4","6","skipped","skipped","nan","nan"
"8","9","3","6","4","11","5","7","10","12","1","2","nan","nan"
"2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","1","3","6","9","4","2","10","8","5","12","nan","nan"
"8","10","1","5","7","3","6","2","12","9","4","11","nan","nan"
"5","10","12","1","7","6","2","9","3","4","8","skipped","nan","nan"
"2","3","6","4","10","11","8","5","9","1","skipped","skipped","nan","nan"
"1","3","5","2","12","9","11","4","7","8","10","6","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","4","5","12","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","12","8","3","6","9","2","1","4","skipped","skipped","nan","nan"
"2","12","6","1","5","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
