"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"6","7","4","1","2","3","8","5","9","9.0","1.0"
"2","1","8","4","9","7","6","3","5","nan","nan"
"2","5","9","1","7","3","skipped","skipped","skipped","nan","nan"
"9","7","1","2","4","3","6","8","5","nan","nan"
"9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","2","3","1","skipped","skipped","skipped","skipped","nan","nan"
"8","6","4","1","9","2","7","5","3","nan","nan"
"9","2","6","3","8","1","4","7","5","nan","nan"
"6","5","3","1","7","2","8","4","9","nan","nan"
"6","1","8","5","7","9","2","3","4","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","3","5","7","6","2","1","8","nan","nan"
"9","1","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","2","3","4","5","6","1","9","nan","nan"
"1","2","3","8","5","4","9","6","7","nan","nan"
"8","9","1","7","5","4","6","2","3","nan","nan"
"1","5","2","7","8","4","9","3","6","nan","nan"
"9","5","2","1","4","6","7","3","skipped","nan","nan"
"1","3","4","7","8","5","2","6","9","nan","nan"
"5","9","4","8","3","1","6","7","2","nan","nan"
"8","9","1","2","6","3","5","4","7","nan","nan"
"6","7","5","1","3","4","9","2","8","nan","nan"
"2","8","3","7","6","5","4","1","9","nan","nan"
"7","9","2","4","8","1","5","6","3","nan","nan"
"8","2","4","1","7","5","9","3","6","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","9","4","8","1","3","5","7","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","3","2","8","7","6","1","9","nan","nan"
"8","4","7","1","3","6","9","2","5","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","8","6","4","7","9","5","2","nan","nan"
"2","1","9","5","6","4","3","8","7","nan","nan"
"7","9","4","1","8","6","3","5","2","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","8","1","7","4","5","6","2","nan","nan"
"9","2","1","6","3","4","5","skipped","skipped","nan","nan"
"8","9","3","2","7","4","5","6","1","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","4","3","8","9","1","skipped","skipped","nan","nan"
"9","3","2","1","4","skipped","skipped","skipped","skipped","nan","nan"
"3","5","9","7","4","8","2","6","skipped","nan","nan"
"4","9","2","1","8","5","7","3","6","nan","nan"
"2","9","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","1","5","8","9","skipped","skipped","nan","nan"
"9","3","1","2","4","skipped","skipped","skipped","skipped","nan","nan"
"7","5","2","9","8","6","3","1","4","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","1","2","3","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","3","2","9","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","9","3","6","7","8","1","2","nan","nan"
"2","9","1","8","7","4","5","3","6","nan","nan"
"9","1","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","2","8","6","1","3","7","5","nan","nan"
"3","6","4","1","7","5","9","2","8","nan","nan"
"5","7","1","2","3","6","4","9","8","nan","nan"
"3","5","4","1","8","2","6","7","9","nan","nan"
"5","2","7","3","1","8","6","4","9","nan","nan"
"9","8","3","2","4","5","1","7","6","nan","nan"
"1","7","3","8","5","6","2","9","4","nan","nan"
"3","9","5","8","2","7","6","4","1","nan","nan"
"6","1","5","9","4","7","3","8","2","nan","nan"
"2","5","4","8","7","9","1","skipped","skipped","nan","nan"
"5","2","1","3","4","9","8","6","7","nan","nan"
"6","5","4","3","2","8","7","1","9","nan","nan"
"1","2","4","9","3","5","6","7","skipped","nan","nan"
"4","5","2","3","7","1","9","6","8","nan","nan"
"7","9","1","4","8","2","3","5","6","nan","nan"
"9","1","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","5","8","4","6","9","7","2","nan","nan"
"9","1","2","4","3","skipped","skipped","skipped","skipped","nan","nan"
"9","5","7","2","4","8","3","6","1","nan","nan"
