"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"6","1","9","8","2","5","10","7","3","11","12","4","12.0","1.0"
"2","5","4","11","8","7","10","3","1","6","12","9","nan","nan"
"8","4","3","1","11","12","5","7","2","6","skipped","skipped","nan","nan"
"7","9","2","1","10","11","4","8","12","3","6","5","nan","nan"
"5","1","2","11","4","9","6","8","3","10","7","12","nan","nan"
"9","6","5","1","7","12","4","11","10","3","8","2","nan","nan"
"12","1","3","4","6","8","2","7","5","skipped","skipped","skipped","nan","nan"
"4","12","7","2","9","3","8","1","11","6","10","5","nan","nan"
"12","1","2","4","5","6","3","7","skipped","skipped","skipped","skipped","nan","nan"
"2","6","9","11","4","5","8","1","3","10","7","12","nan","nan"
"9","3","2","4","11","12","8","10","6","1","7","5","nan","nan"
"10","1","4","7","3","12","8","11","9","2","5","6","nan","nan"
"1","12","5","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","4","12","10","2","5","3","6","9","11","7","nan","nan"
"4","3","2","7","1","12","9","11","5","8","10","6","nan","nan"
"2","12","9","8","11","5","3","4","1","10","6","7","nan","nan"
"1","5","4","11","3","7","12","6","2","8","9","10","nan","nan"
"9","4","5","6","7","12","2","10","11","1","3","8","nan","nan"
"6","1","9","3","11","7","12","5","4","10","2","skipped","nan","nan"
"2","3","9","11","4","6","8","5","1","10","12","skipped","nan","nan"
"3","10","1","7","5","8","12","4","6","2","11","9","nan","nan"
"6","3","12","1","4","2","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","10","11","6","9","5","3","4","12","7","nan","nan"
"10","2","1","7","3","12","4","11","8","9","5","6","nan","nan"
"4","8","7","5","9","11","1","10","3","2","12","6","nan","nan"
"10","2","1","6","8","12","4","11","9","3","7","5","nan","nan"
"7","3","2","6","9","10","4","5","1","11","12","8","nan","nan"
"8","4","3","1","10","12","5","9","7","2","11","6","nan","nan"
"5","8","2","1","3","9","7","6","4","skipped","skipped","skipped","nan","nan"
"11","4","1","6","5","12","9","10","2","7","8","3","nan","nan"
"11","6","2","5","9","10","7","3","1","8","4","skipped","nan","nan"
"8","6","1","5","4","10","12","11","3","2","7","9","nan","nan"
"12","1","5","9","2","6","4","7","3","8","skipped","skipped","nan","nan"
"5","3","7","12","2","6","10","9","1","8","4","11","nan","nan"
"4","1","12","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","3","6","2","10","7","8","1","12","5","skipped","nan","nan"
"11","3","1","4","2","12","10","9","8","6","7","5","nan","nan"
"4","3","11","5","1","12","9","7","2","10","8","6","nan","nan"
"6","9","1","4","8","11","3","12","10","2","7","5","nan","nan"
"5","8","10","11","3","4","6","1","2","9","7","12","nan","nan"
"6","7","1","5","10","4","3","2","9","8","12","11","nan","nan"
"5","8","1","4","7","11","3","6","2","12","9","skipped","nan","nan"
"11","4","12","2","10","5","3","1","skipped","skipped","skipped","skipped","nan","nan"
"8","7","4","1","5","12","10","11","9","6","3","skipped","nan","nan"
"5","8","2","9","3","12","11","10","1","7","6","4","nan","nan"
"1","12","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","9","12","5","4","8","3","2","10","6","11","nan","nan"
"7","2","1","9","4","11","3","12","6","5","10","8","nan","nan"
"10","8","1","7","6","12","4","11","3","2","9","5","nan","nan"
"1","4","3","8","5","12","6","11","2","9","7","10","nan","nan"
"4","7","1","2","9","11","10","12","6","3","5","8","nan","nan"
"1","4","7","12","2","6","5","3","skipped","skipped","skipped","skipped","nan","nan"
"12","1","8","9","10","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","3","4","7","12","8","11","5","2","6","skipped","nan","nan"
"12","10","3","4","11","9","7","6","2","5","8","1","nan","nan"
"4","3","1","11","5","10","6","9","2","7","12","8","nan","nan"
"7","3","2","4","12","10","11","6","9","1","8","5","nan","nan"
"5","2","1","4","3","9","10","8","11","7","6","12","nan","nan"
"2","1","12","11","3","10","5","6","9","4","7","8","nan","nan"
"1","8","2","12","4","7","6","3","11","9","5","10","nan","nan"
"5","10","2","12","1","6","8","3","9","skipped","skipped","skipped","nan","nan"
"8","7","2","6","10","11","5","1","3","9","12","4","nan","nan"
"10","9","1","6","4","7","3","11","12","5","8","2","nan","nan"
"11","5","1","7","6","12","8","10","2","3","4","9","nan","nan"
"3","5","6","7","2","12","9","11","1","4","8","10","nan","nan"
"6","2","12","5","4","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","1","3","7","12","5","11","8","2","4","9","nan","nan"
"5","8","1","6","11","9","10","3","2","4","12","7","nan","nan"
"5","3","8","12","4","2","1","7","6","9","skipped","skipped","nan","nan"
"9","7","1","3","11","12","10","2","8","4","5","6","nan","nan"
"9","2","1","4","5","12","6","10","3","7","8","skipped","nan","nan"
"10","4","2","8","1","12","3","11","9","5","6","7","nan","nan"
"6","12","1","3","5","10","7","9","4","2","11","8","nan","nan"
"1","4","6","9","3","11","7","10","2","5","12","8","nan","nan"
"6","3","1","8","2","12","9","10","7","4","11","5","nan","nan"
"5","10","4","9","3","12","8","11","2","1","6","7","nan","nan"
"9","3","5","7","1","12","10","11","8","2","6","4","nan","nan"
"8","5","1","10","4","12","3","9","6","2","7","11","nan","nan"
"2","5","9","12","3","8","6","7","1","11","10","4","nan","nan"
"6","5","3","7","1","2","8","4","skipped","skipped","skipped","skipped","nan","nan"
"1","12","3","8","9","10","6","4","2","5","11","7","nan","nan"
"3","10","11","4","5","7","9","6","1","12","8","2","nan","nan"
"6","3","9","12","2","8","7","1","10","4","11","skipped","nan","nan"
"7","4","1","2","5","10","8","9","3","12","11","6","nan","nan"
"12","3","1","5","8","10","6","9","7","2","11","4","nan","nan"
"8","10","1","2","11","4","12","3","6","5","7","9","nan","nan"
"9","1","3","8","7","11","4","12","2","6","10","5","nan","nan"
"2","11","4","7","10","9","6","5","3","8","12","1","nan","nan"
"5","9","3","2","10","6","11","8","7","1","12","4","nan","nan"
"7","2","1","4","6","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","9","11","1","3","8","2","5","10","7","12","nan","nan"
"11","4","3","1","6","10","9","12","7","2","8","5","nan","nan"
"3","11","1","5","10","7","9","8","4","2","12","6","nan","nan"
"8","11","6","1","7","9","12","10","5","2","4","3","nan","nan"
"4","9","1","7","5","12","10","3","2","6","11","8","nan","nan"
"12","1","3","4","2","5","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
