"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"13","2","3","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","13.0","1.0"
"7","11","9","2","13","12","3","10","8","4","5","1","6","nan","nan"
"1","13","11","10","9","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","13","4","5","1","6","12","11","3","skipped","skipped","skipped","nan","nan"
"2","3","11","12","1","13","5","9","6","4","8","7","10","nan","nan"
"9","2","5","11","13","7","8","1","3","6","12","10","4","nan","nan"
"5","6","10","2","12","8","7","4","13","11","9","1","3","nan","nan"
"13","7","12","9","1","3","4","2","5","6","skipped","skipped","skipped","nan","nan"
"10","4","8","7","12","3","9","1","11","13","5","6","2","nan","nan"
"12","11","7","3","9","6","5","1","10","4","2","8","13","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","5","7","8","6","4","2","9","13","1","10","3","nan","nan"
"13","4","5","6","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","11","12","13","6","4","3","10","1","2","8","7","nan","nan"
"9","1","5","13","6","2","8","12","10","7","3","11","4","nan","nan"
"13","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","9","10","12","11","4","2","6","7","5","13","3","nan","nan"
"9","7","10","4","13","6","11","3","12","8","2","1","5","nan","nan"
"13","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","13","6","2","7","9","10","11","1","5","8","12","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","7","13","12","6","9","1","3","2","5","4","11","nan","nan"
"2","1","6","5","8","9","7","10","3","4","11","13","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","10","6","11","5","12","8","4","9","3","skipped","skipped","nan","nan"
"13","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","6","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","5","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","11","13","6","1","8","5","3","10","12","4","9","nan","nan"
"13","5","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","9","5","7","1","11","3","2","10","4","6","8","nan","nan"
"1","5","7","8","13","11","2","6","12","10","3","4","9","nan","nan"
"10","4","7","2","12","5","11","1","9","6","13","8","3","nan","nan"
"13","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","4","7","6","1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","5","9","13","4","11","3","8","7","12","6","1","nan","nan"
"4","3","11","13","7","6","1","5","12","2","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","2","4","3","6","8","1","9","5","10","skipped","skipped","nan","nan"
"6","13","12","8","1","11","5","10","2","4","3","7","9","nan","nan"
"11","9","12","2","10","6","8","1","7","4","3","5","13","nan","nan"
"13","4","2","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","8","4","13","2","11","5","12","7","6","1","9","nan","nan"
"6","9","10","11","1","3","4","13","2","7","5","12","8","nan","nan"
"5","7","8","3","12","13","9","2","10","11","4","1","6","nan","nan"
"12","1","5","13","10","6","11","3","9","7","4","2","8","nan","nan"
"6","8","10","3","13","1","7","2","5","12","11","4","9","nan","nan"
"13","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","11","1","13","9","7","10","8","4","2","3","5","nan","nan"
"1","13","5","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","8","9","12","11","4","5","2","1","3","10","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","9","4","3","10","6","11","2","7","13","5","1","8","nan","nan"
"7","6","8","11","13","2","10","1","4","3","5","9","skipped","nan","nan"
"6","1","8","7","12","3","11","2","13","5","4","9","10","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","5","2","7","9","12","4","8","6","3","1","13","nan","nan"
"11","9","7","13","12","10","2","6","1","5","8","skipped","skipped","nan","nan"
"6","5","7","1","9","3","4","13","8","2","10","skipped","skipped","nan","nan"
"12","1","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","8","3","13","10","7","5","12","6","11","2","9","nan","nan"
"4","2","1","13","9","10","3","12","8","5","11","7","6","nan","nan"
"5","13","2","3","1","7","4","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","11","13","2","4","9","6","3","5","7","1","10","nan","nan"
"6","1","8","12","13","11","4","2","10","5","9","3","7","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","4","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","5","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","10","13","8","3","12","11","4","1","7","skipped","skipped","nan","nan"
"13","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","8","9","7","4","6","1","11","10","5","13","3","nan","nan"
"7","13","2","3","5","4","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","8","7","13","4","10","2","11","9","6","5","3","nan","nan"
"11","10","8","12","3","13","9","2","1","7","5","6","4","nan","nan"
"12","1","11","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","13","5","2","4","11","8","9","1","7","6","skipped","skipped","nan","nan"
"11","5","10","8","7","2","6","4","12","13","3","9","1","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","10","11","2","3","4","1","5","9","12","13","8","nan","nan"
"7","6","10","8","1","2","4","12","3","9","11","5","skipped","nan","nan"
"7","5","10","4","13","6","9","2","11","1","3","8","skipped","nan","nan"
"11","10","2","6","12","7","4","9","1","13","5","8","3","nan","nan"
"11","8","4","10","13","3","12","7","2","5","6","1","9","nan","nan"
"13","3","1","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","6","3","12","13","2","7","9","8","5","1","10","nan","nan"
"12","11","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","5","3","2","6","4","1","8","skipped","skipped","skipped","skipped","nan","nan"
"2","8","9","6","13","12","10","5","11","3","4","1","7","nan","nan"
"7","4","11","8","13","5","10","2","12","9","3","1","6","nan","nan"
"4","7","2","1","8","12","5","9","6","3","13","skipped","skipped","nan","nan"
"11","6","13","4","5","12","2","3","1","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","10","12","2","6","3","4","13","1","8","skipped","skipped","nan","nan"
"13","1","2","7","6","4","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","11","12","10","2","1","9","3","13","6","4","7","nan","nan"
"13","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","6","4","11","9","2","10","8","5","skipped","skipped","skipped","nan","nan"
"13","3","1","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","4","10","13","3","5","2","1","12","7","8","9","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","12","3","13","1","8","6","4","10","5","2","9","nan","nan"
"10","2","7","6","13","5","1","11","12","3","4","skipped","skipped","nan","nan"
"13","1","6","2","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","8","13","4","11","1","2","3","9","skipped","skipped","skipped","nan","nan"
"13","3","1","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","13","11","2","6","10","5","1","12","4","3","7","nan","nan"
"6","13","1","7","5","3","4","8","2","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","9","6","13","3","8","1","12","10","4","7","5","nan","nan"
"6","8","4","3","13","9","5","1","10","12","2","11","7","nan","nan"
"7","5","11","10","12","3","6","1","2","13","4","8","9","nan","nan"
"1","3","7","8","13","2","10","9","12","6","4","5","11","nan","nan"
"3","12","2","4","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","10","13","12","2","8","5","3","6","1","9","7","nan","nan"
"1","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","3","13","9","6","7","1","4","12","2","5","8","nan","nan"
"10","1","8","9","13","2","11","3","5","6","4","12","7","nan","nan"
"13","5","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","3","7","13","10","8","6","12","4","5","1","9","nan","nan"
"13","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","11","9","8","2","7","12","3","13","5","1","6","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","7","8","13","5","12","1","3","4","6","2","11","nan","nan"
"8","1","12","13","10","4","7","6","9","5","2","3","11","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","13","3","5","8","10","4","6","7","2","1","11","nan","nan"
