"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"5","13","2","10","1","12","3","6","4","11","skipped","skipped","skipped","13.0","1.0"
"8","5","2","13","11","3","9","4","1","6","10","7","skipped","nan","nan"
"10","6","3","12","11","1","2","5","4","9","13","7","8","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","8","10","6","1","11","5","2","13","12","9","4","nan","nan"
"2","3","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","8","13","3","11","1","9","12","skipped","skipped","skipped","skipped","nan","nan"
"4","9","1","3","8","5","7","2","6","10","11","skipped","skipped","nan","nan"
"4","5","3","13","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","2","6","13","1","4","7","3","10","12","5","11","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","13","11","6","12","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","3","6","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","8","10","2","11","5","13","1","9","7","3","6","nan","nan"
"13","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","8","1","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
