"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","Num Cands","Num Seats"
"2","12","1","14","10","13","9","3","6","16","18","15","7","8","17","11","5","4","nan","nan"
"2","12","1","14","8","13","10","3","7","15","18","16","5","9","17","11","4","6","nan","nan"
"2","10","1","14","12","13","9","3","5","16","18","15","8","7","17","11","6","4","nan","nan"
"2","10","1","13","9","11","7","4","6","15","18","16","14","12","17","8","5","3","nan","nan"
"2","10","1","14","12","13","9","3","4","15","18","16","8","7","17","11","6","5","nan","nan"
"2","6","1","7","5","8","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","1","14","11","13","7","2","6","15","18","16","8","9","17","12","4","5","nan","nan"
"3","18","2","1","6","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","16","9","11","7","3","5","14","18","15","8","13","17","10","6","4","nan","nan"
"2","11","1","15","8","14","7","3","5","13","18","17","10","9","16","12","6","4","nan","nan"
"2","10","1","14","9","13","6","3","4","16","18","15","8","11","17","12","7","5","nan","nan"
"2","12","1","15","11","14","7","3","6","13","18","17","8","9","16","10","5","4","nan","nan"
"2","9","1","14","12","13","7","3","5","15","18","16","10","8","17","11","6","4","nan","nan"
"6","18","1","11","5","2","8","9","4","10","7","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","1","14","11","13","6","2","7","15","18","16","8","9","17","10","5","4","nan","nan"
"2","11","1","14","10","13","7","3","6","15","18","16","8","9","17","12","5","4","nan","nan"
"2","11","1","14","12","13","7","3","6","15","18","16","9","8","17","10","5","4","nan","nan"
"2","10","1","14","9","13","7","3","5","16","17","15","8","11","18","12","6","4","nan","nan"
"2","14","1","13","9","12","7","3","6","15","18","17","10","8","16","11","4","5","nan","nan"
"2","13","1","14","10","11","6","4","7","17","18","15","8","9","16","12","3","5","nan","nan"
"2","11","1","14","7","13","6","3","5","16","18","15","9","10","17","12","8","4","nan","nan"
"3","9","1","14","12","13","7","2","6","15","18","16","8","11","17","10","4","5","nan","nan"
"2","12","1","15","14","13","10","3","7","8","18","17","9","6","16","11","4","5","nan","nan"
"2","12","1","14","11","13","7","3","6","15","18","16","8","9","17","10","5","4","nan","nan"
"2","11","1","14","12","13","7","3","5","15","18","17","9","8","16","10","6","4","nan","nan"
"2","12","1","14","10","13","6","3","7","17","18","16","8","9","15","11","5","4","nan","nan"
"3","12","1","14","10","13","7","2","6","15","18","16","9","8","17","11","5","4","nan","nan"
"2","10","1","14","12","13","7","3","5","15","18","16","8","9","17","11","6","4","nan","nan"
"2","11","1","14","12","13","9","3","4","15","18","16","7","8","17","10","5","6","nan","nan"
"3","11","1","14","12","13","7","2","6","16","18","15","8","9","17","10","4","5","nan","nan"
"2","10","1","14","12","13","8","3","6","15","18","16","9","7","17","11","5","4","nan","nan"
"3","11","1","14","12","13","10","2","6","15","18","16","4","8","17","9","7","5","nan","nan"
"3","12","1","14","11","13","6","2","5","18","17","15","9","7","16","10","8","4","nan","nan"
"1","10","2","14","11","13","7","3","6","15","18","16","9","8","17","12","5","4","nan","nan"
"2","12","1","14","11","13","7","3","6","15","18","16","9","8","17","10","5","4","nan","nan"
"2","11","1","14","13","10","9","3","7","15","18","16","6","8","17","5","4","skipped","nan","nan"
"2","10","1","14","11","15","9","3","7","13","18","16","6","8","17","12","5","4","nan","nan"
"2","12","1","15","11","13","7","3","5","16","18","14","8","10","17","9","6","4","nan","nan"
"2","12","1","14","13","10","7","3","6","15","17","16","8","9","18","11","4","5","nan","nan"
"2","12","1","14","9","13","7","3","5","15","18","16","8","11","17","10","6","4","nan","nan"
"5","10","1","13","12","16","9","2","4","17","6","8","18","11","3","7","skipped","skipped","nan","nan"
"2","13","1","14","10","12","8","3","5","15","18","7","9","16","11","6","4","skipped","nan","nan"
"2","10","1","14","13","12","7","3","5","15","18","16","9","8","17","11","6","4","nan","nan"
"2","11","1","14","9","7","3","8","15","18","17","10","13","16","12","5","4","skipped","nan","nan"
"3","8","1","11","13","14","7","2","6","16","18","17","9","10","15","12","4","5","nan","nan"
"2","7","1","15","11","8","10","3","5","14","18","16","12","9","17","13","4","6","nan","nan"
"2","11","1","14","12","13","9","3","6","15","18","16","8","7","17","10","5","4","nan","nan"
"2","12","1","14","10","13","7","3","5","15","18","16","9","8","17","11","6","4","nan","nan"
"2","13","1","14","11","12","6","3","7","16","18","15","9","8","17","10","5","4","nan","nan"
"3","14","1","13","11","12","10","2","7","16","18","15","4","8","17","9","5","6","nan","nan"
"2","10","1","15","11","9","7","3","4","16","17","8","12","18","14","5","6","skipped","nan","nan"
"3","10","1","17","9","13","6","2","7","14","18","15","8","11","16","12","5","4","nan","nan"
"2","10","1","14","12","13","9","3","5","15","18","16","8","7","17","11","4","6","nan","nan"
"1","13","2","14","5","12","6","3","7","15","18","16","8","10","17","9","11","4","nan","nan"
"3","9","1","14","12","13","7","2","5","15","18","17","8","10","16","11","6","4","nan","nan"
"2","13","3","14","11","12","5","1","8","15","18","16","7","9","17","10","4","6","nan","nan"
"2","12","1","14","8","13","9","3","4","15","18","16","7","10","17","11","6","5","nan","nan"
"2","12","1","14","10","13","7","3","5","15","18","16","8","9","17","11","6","4","nan","nan"
"2","11","1","14","12","13","6","3","5","16","18","15","8","9","17","10","7","4","nan","nan"
"3","12","1","14","11","13","8","2","6","15","18","16","7","10","17","9","5","4","nan","nan"
"1","13","18","15","6","17","7","5","11","12","9","2","10","8","14","3","skipped","skipped","nan","nan"
"1","12","2","14","11","13","5","7","4","16","17","15","9","3","18","10","8","6","nan","nan"
"2","12","1","14","11","13","7","3","4","15","17","16","8","10","18","9","6","5","nan","nan"
"2","10","1","14","12","13","7","3","6","15","18","16","8","9","17","11","5","4","nan","nan"
"2","11","1","17","10","5","7","3","8","15","16","18","13","12","9","6","4","skipped","nan","nan"
"2","12","1","15","10","13","8","3","5","16","17","14","6","9","18","11","7","4","nan","nan"
"1","9","2","14","10","13","7","3","5","15","18","17","12","11","16","8","6","4","nan","nan"
"2","8","1","13","11","14","7","3","5","16","18","15","12","10","17","9","4","6","nan","nan"
"3","13","1","14","10","11","7","2","5","15","18","16","9","8","17","12","4","6","nan","nan"
"1","15","2","13","14","10","4","3","6","18","16","9","8","7","17","12","11","5","nan","nan"
"3","13","1","14","8","12","9","2","6","15","17","18","10","7","16","11","5","4","nan","nan"
"2","10","1","14","12","13","9","4","5","15","18","17","7","8","16","11","6","3","nan","nan"
"2","11","1","14","12","13","8","3","6","15","18","16","9","10","17","7","5","4","nan","nan"
"2","12","1","14","10","13","6","3","7","15","18","16","8","9","17","11","5","4","nan","nan"
"2","11","1","15","14","12","7","3","6","9","18","16","10","8","17","13","5","4","nan","nan"
"2","11","1","14","12","13","7","3","6","15","18","16","8","9","17","10","5","4","nan","nan"
"1","18","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","14","9","13","7","3","6","15","18","17","8","11","16","10","5","4","nan","nan"
"2","11","1","14","12","13","7","3","6","15","18","16","8","9","17","10","5","4","nan","nan"
"3","12","1","14","9","10","8","2","5","15","18","17","7","13","16","11","6","4","nan","nan"
"2","13","1","14","11","12","7","3","6","16","18","15","8","9","17","10","5","4","nan","nan"
"17","18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","14","10","9","6","2","5","15","18","16","8","12","17","11","7","4","nan","nan"
"1","12","2","14","11","13","6","7","4","16","17","15","8","3","18","10","9","5","nan","nan"
"3","13","1","14","11","12","6","2","7","15","17","18","8","10","16","9","4","5","nan","nan"
"4","11","1","13","10","14","8","3","6","15","18","17","7","9","16","12","5","2","nan","nan"
"2","12","1","14","10","13","6","3","7","16","18","15","8","9","17","11","4","5","nan","nan"
