"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"7","9","6","2","3","12","4","1","10","5","8","skipped","12.0","1.0"
"5","12","10","3","11","9","2","1","skipped","skipped","skipped","skipped","nan","nan"
"12","3","5","2","8","9","11","1","6","10","7","4","nan","nan"
"10","5","3","6","12","11","7","1","2","8","4","9","nan","nan"
"12","5","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","6","4","12","9","8","5","3","10","7","nan","nan"
"2","10","6","8","9","1","12","4","11","3","5","7","nan","nan"
"3","11","10","4","7","6","2","1","8","9","5","12","nan","nan"
"5","7","4","2","10","8","6","1","12","11","9","3","nan","nan"
"8","7","3","6","2","5","1","4","10","12","11","9","nan","nan"
"10","11","3","9","4","1","12","2","5","6","8","7","nan","nan"
"4","11","7","6","2","9","12","10","5","3","1","8","nan","nan"
"3","5","12","4","11","2","7","6","1","skipped","skipped","skipped","nan","nan"
"3","12","6","2","1","5","4","7","skipped","skipped","skipped","skipped","nan","nan"
"6","4","2","5","8","10","12","9","1","11","7","3","nan","nan"
"2","6","1","8","7","5","11","3","4","9","12","10","nan","nan"
"4","3","12","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","6","12","4","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","6","4","7","3","11","1","2","9","10","12","nan","nan"
"8","6","4","7","9","11","12","5","2","10","1","3","nan","nan"
"6","7","11","4","5","10","3","2","9","12","1","8","nan","nan"
"1","9","8","5","6","4","11","2","7","12","3","10","nan","nan"
"12","10","9","11","5","6","4","1","3","8","2","7","nan","nan"
"6","4","1","5","12","7","3","2","skipped","skipped","skipped","skipped","nan","nan"
"5","4","9","2","12","7","1","6","10","8","3","skipped","nan","nan"
"3","4","10","2","6","12","9","1","5","8","11","7","nan","nan"
"1","9","8","3","2","6","5","12","11","4","10","7","nan","nan"
"12","3","4","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","10","1","12","8","11","3","7","5","2","4","nan","nan"
"10","4","11","8","7","3","5","2","9","6","1","skipped","nan","nan"
"6","11","10","5","3","2","12","9","1","7","4","8","nan","nan"
"8","5","10","6","4","3","12","9","1","7","2","11","nan","nan"
"11","6","8","3","1","5","12","7","10","4","9","2","nan","nan"
"8","7","2","6","4","3","12","11","5","10","1","9","nan","nan"
"12","9","6","7","5","3","10","1","2","11","8","4","nan","nan"
"1","12","8","6","2","7","5","4","3","skipped","skipped","skipped","nan","nan"
