"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"3","2","4","9","7","8","1","5","6","9.0","1.0"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","1","3","2","6","4","8","7","nan","nan"
"5","7","4","9","3","6","8","2","1","nan","nan"
"4","2","1","3","8","6","7","9","5","nan","nan"
"6","8","5","3","9","4","7","2","1","nan","nan"
"2","6","7","5","1","9","8","4","3","nan","nan"
"7","4","6","2","9","5","3","1","8","nan","nan"
"3","9","2","1","4","6","5","skipped","skipped","nan","nan"
"9","3","1","8","2","skipped","skipped","skipped","skipped","nan","nan"
"1","6","7","5","4","8","9","3","2","nan","nan"
"6","2","4","5","1","8","9","7","3","nan","nan"
"6","5","4","8","7","1","2","3","9","nan","nan"
"7","1","5","8","2","9","4","6","3","nan","nan"
"4","2","7","9","8","5","1","6","3","nan","nan"
"6","3","8","4","7","2","1","9","5","nan","nan"
"9","1","6","5","4","7","3","8","2","nan","nan"
"5","2","4","8","6","7","1","9","3","nan","nan"
"9","3","1","6","5","7","8","2","4","nan","nan"
"8","1","9","6","5","7","4","2","3","nan","nan"
"2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","3","9","7","8","6","5","skipped","nan","nan"
"2","7","4","9","8","5","3","1","skipped","nan","nan"
"8","7","9","2","1","6","5","4","3","nan","nan"
"6","4","3","5","1","9","8","7","2","nan","nan"
"9","2","5","1","6","3","4","skipped","skipped","nan","nan"
"8","2","3","7","4","5","1","9","6","nan","nan"
"2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","8","6","9","7","4","1","nan","nan"
"5","3","1","6","7","4","9","8","2","nan","nan"
"6","5","3","9","7","8","2","4","1","nan","nan"
"7","9","1","2","4","6","8","3","5","nan","nan"
"2","3","1","4","6","5","9","7","8","nan","nan"
"2","4","1","6","7","8","5","skipped","skipped","nan","nan"
"4","9","1","3","2","skipped","skipped","skipped","skipped","nan","nan"
"4","1","6","3","7","8","2","9","5","nan","nan"
"7","1","5","8","9","3","2","4","6","nan","nan"
"7","9","5","2","4","1","8","6","3","nan","nan"
"2","7","3","4","9","5","6","1","8","nan","nan"
"9","2","1","3","5","4","skipped","skipped","skipped","nan","nan"
"7","1","4","5","9","2","3","6","8","nan","nan"
"4","5","2","1","8","3","9","7","6","nan","nan"
"6","4","7","5","8","1","3","2","9","nan","nan"
"7","4","6","2","9","1","3","5","8","nan","nan"
"9","7","5","4","8","6","3","2","1","nan","nan"
"9","1","3","8","6","4","2","5","skipped","nan","nan"
"9","4","2","1","3","5","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","5","8","7","9","2","skipped","skipped","nan","nan"
"9","2","3","4","1","skipped","skipped","skipped","skipped","nan","nan"
