"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"6","1","4","12","2","7","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","4","11","10","7","12","9","5","2","6","1","nan","nan"
"2","11","1","6","3","4","10","7","9","12","8","skipped","nan","nan"
"3","1","4","7","10","9","11","12","2","6","5","8","nan","nan"
"7","5","12","2","1","8","3","6","10","9","11","4","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","2","12","4","6","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","10","8","7","6","12","9","2","3","5","4","nan","nan"
"1","11","4","10","8","3","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","1","4","2","6","8","3","5","skipped","skipped","skipped","nan","nan"
"7","1","6","11","10","5","12","9","2","4","8","3","nan","nan"
"11","1","3","10","9","2","5","7","4","6","12","8","nan","nan"
"5","2","1","7","8","9","6","10","12","11","skipped","skipped","nan","nan"
"10","1","2","5","4","8","7","12","6","11","3","9","nan","nan"
"1","12","5","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","1","6","4","12","7","8","3","skipped","skipped","skipped","nan","nan"
"10","9","11","5","7","6","8","4","3","2","12","1","nan","nan"
"10","1","11","2","3","6","4","8","9","7","12","5","nan","nan"
"11","12","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","3","6","9","7","2","12","8","5","1","4","nan","nan"
"7","5","8","11","9","2","12","10","1","3","6","4","nan","nan"
"5","2","3","10","9","6","12","11","1","8","4","7","nan","nan"
"6","7","1","9","11","4","12","10","2","5","8","3","nan","nan"
"12","6","4","2","1","5","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","4","5","6","2","8","7","1","11","12","10","nan","nan"
"12","1","6","9","5","4","10","11","3","2","8","7","nan","nan"
"11","7","10","3","2","6","12","8","5","1","9","4","nan","nan"
