"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"3","6","9","7","2","10","1","4","5","8","10.0","1.0"
"1","9","10","4","2","8","3","skipped","skipped","skipped","nan","nan"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","9","6","5","10","4","3","2","8","nan","nan"
"5","3","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","6","8","3","5","2","1","10","7","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","9","7","3","10","2","1","5","8","nan","nan"
"5","4","3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","3","4","9","5","10","7","2","1","nan","nan"
"2","7","9","3","5","10","4","1","6","8","nan","nan"
"3","10","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","10","1","9","4","8","2","7","5","nan","nan"
"1","7","10","6","5","9","4","2","3","8","nan","nan"
"3","5","6","8","2","10","1","4","7","9","nan","nan"
"3","10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","1","7","4","5","2","9","8","6","nan","nan"
"3","8","9","10","2","6","1","4","7","5","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"4","3","2","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","6","8","4","5","3","1","10","7","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"3","7","10","8","2","4","1","5","6","9","nan","nan"
"1","10","9","4","2","7","3","8","6","5","nan","nan"
"1","6","9","7","5","10","4","2","3","8","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"3","10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"2","6","9","7","3","10","1","4","5","8","nan","nan"
"3","6","8","9","2","10","1","4","5","7","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","8","2","10","1","7","6","9","nan","nan"
"3","4","10","2","1","5","skipped","skipped","skipped","skipped","nan","nan"
"3","9","6","8","2","5","1","4","10","7","nan","nan"
"10","4","6","3","5","2","1","7","skipped","skipped","nan","nan"
"9","5","2","7","1","10","8","4","6","3","nan","nan"
"4","6","9","7","1","10","2","3","5","8","nan","nan"
"3","6","10","7","2","9","1","4","5","8","nan","nan"
"3","10","9","6","2","5","1","4","7","8","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","2","7","1","6","8","5","10","9","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","5","9","2","4","1","6","10","8","nan","nan"
"10","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","10","4","8","9","6","1","2","5","nan","nan"
"1","5","4","10","2","6","3","skipped","skipped","skipped","nan","nan"
"3","6","9","8","2","7","1","4","5","10","nan","nan"
"10","7","1","6","2","4","3","9","8","5","nan","nan"
"6","2","3","8","1","10","5","4","7","9","nan","nan"
"1","6","9","7","2","10","3","4","5","8","nan","nan"
"2","6","9","7","3","8","4","1","5","10","nan","nan"
"10","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","1","4","10","6","8","7","3","skipped","nan","nan"
"8","6","3","5","9","1","10","2","7","4","nan","nan"
"1","6","3","4","7","2","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"4","10","7","9","3","6","2","1","5","8","nan","nan"
"1","4","5","10","3","2","skipped","skipped","skipped","skipped","nan","nan"
"1","6","7","4","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","1","9","3","7","2","5","10","8","nan","nan"
"1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","9","7","3","10","2","1","5","8","nan","nan"
"10","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","2","9","4","10","7","1","6","5","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"10","6","7","5","3","9","2","1","4","8","nan","nan"
"3","5","7","6","2","1","4","skipped","skipped","skipped","nan","nan"
"1","10","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","8","6","2","9","1","4","7","10","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"2","10","3","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","5","9","2","10","1","4","8","7","nan","nan"
"3","6","9","7","2","10","1","4","5","8","nan","nan"
"6","9","10","4","3","2","1","7","5","8","nan","nan"
"3","6","9","7","4","10","2","1","5","8","nan","nan"
"3","5","9","7","2","10","1","4","6","8","nan","nan"
"5","9","8","4","10","2","3","1","6","7","nan","nan"
"9","5","1","7","4","6","10","3","8","2","nan","nan"
