"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","10","1","9","11","5","3","7","2","6","8","4","12.0","1.0"
"7","5","12","2","8","6","1","3","9","4","skipped","skipped","nan","nan"
"12","2","4","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","8","12","7","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","3","6","11","1","4","9","5","8","10","2","nan","nan"
"12","3","10","7","6","4","1","8","11","5","9","2","nan","nan"
"12","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","4","12","11","1","2","10","3","5","6","skipped","nan","nan"
"12","3","8","6","10","2","4","5","9","7","11","1","nan","nan"
"12","3","5","2","6","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","7","2","10","8","11","5","6","4","skipped","nan","nan"
"12","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","1","10","3","6","4","5","9","7","11","2","nan","nan"
"12","3","4","1","6","7","8","5","2","skipped","skipped","skipped","nan","nan"
"4","12","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","5","12","10","1","2","4","7","3","9","6","nan","nan"
"11","2","7","12","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","8","1","9","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","5","8","10","1","2","9","7","11","3","skipped","nan","nan"
"12","6","7","8","10","5","1","3","9","4","11","2","nan","nan"
"9","4","8","12","11","1","6","2","7","3","10","5","nan","nan"
"9","1","12","11","7","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","1","8","3","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","7","6","3","4","8","5","1","skipped","skipped","skipped","nan","nan"
"11","1","3","12","4","2","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","12","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","3","2","4","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","4","6","3","5","7","1","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","4","7","6","9","10","8","5","11","1","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","7","3","4","1","2","6","skipped","skipped","skipped","skipped","nan","nan"
"12","8","9","7","10","6","5","3","1","2","11","4","nan","nan"
"12","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","6","2","8","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","12","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","7","11","9","1","6","3","4","2","10","5","nan","nan"
"6","2","5","12","1","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","9","12","8","2","5","10","1","7","6","3","nan","nan"
"12","3","1","6","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","5","12","10","4","2","6","7","8","9","1","nan","nan"
"11","2","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","6","3","8","9","11","10","7","5","4","2","nan","nan"
"12","8","3","9","1","4","11","2","6","skipped","skipped","skipped","nan","nan"
"12","4","5","9","11","2","3","7","8","6","10","1","nan","nan"
"12","2","6","10","11","4","3","9","1","5","7","8","nan","nan"
"9","2","12","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","6","11","4","5","10","7","8","9","1","nan","nan"
"6","5","4","2","12","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","8","9","12","2","4","1","7","3","10","5","nan","nan"
"12","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","3","11","12","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","8","10","2","11","3","6","5","1","4","12","nan","nan"
"12","2","1","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","2","12","11","10","5","6","1","7","3","skipped","nan","nan"
"12","7","2","3","4","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","12","4","5","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","5","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","6","4","2","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","11","2","5","4","1","10","9","skipped","skipped","skipped","nan","nan"
"12","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","11","8","6","4","1","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","5","3","4","6","8","7","2","skipped","skipped","skipped","nan","nan"
"12","1","2","9","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","8","12","2","1","5","6","skipped","skipped","skipped","skipped","nan","nan"
"6","5","4","3","12","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","12","2","9","6","11","1","3","7","10","4","nan","nan"
"12","3","4","6","1","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","3","12","5","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","7","10","2","8","5","9","6","3","4","11","nan","nan"
"12","2","6","7","9","4","3","5","8","1","skipped","skipped","nan","nan"
"12","10","6","2","11","5","4","1","3","9","8","7","nan","nan"
"4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","8","9","10","6","3","4","7","5","1","skipped","nan","nan"
"12","2","1","11","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","11","7","9","2","5","4","8","3","10","1","nan","nan"
"12","5","3","7","2","1","6","4","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
