"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"2","3","4","9","6","7","5","1","skipped","9.0","1.0"
"6","8","4","1","9","7","2","3","5","nan","nan"
"8","3","7","6","9","1","5","4","2","nan","nan"
"2","6","1","5","9","7","8","4","3","nan","nan"
"3","8","4","1","2","9","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","5","6","9","3","1","4","7","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","5","8","1","6","4","7","skipped","nan","nan"
"8","4","7","2","9","3","5","1","6","nan","nan"
"8","1","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","8","3","4","2","7","5","9","nan","nan"
"2","1","7","3","6","5","8","9","4","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","4","5","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","9","2","8","5","3","6","4","nan","nan"
"6","9","8","5","3","4","1","7","2","nan","nan"
"1","3","2","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","1","4","6","5","2","3","8","nan","nan"
"8","9","3","5","1","2","7","6","4","nan","nan"
"5","6","4","2","7","8","9","3","1","nan","nan"
"1","7","5","4","9","8","3","6","2","nan","nan"
"4","1","8","6","5","9","7","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","8","4","5","9","6","7","1","nan","nan"
"6","9","8","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","8","9","5","skipped","skipped","skipped","skipped","nan","nan"
"7","9","8","5","3","6","1","4","2","nan","nan"
"9","1","2","3","8","7","6","5","skipped","nan","nan"
"3","2","4","5","9","7","8","6","1","nan","nan"
"3","1","6","2","8","4","9","5","7","nan","nan"
"7","4","3","1","6","5","9","2","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","8","5","7","skipped","skipped","skipped","skipped","nan","nan"
"9","2","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","9","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","7","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","8","3","9","5","7","4","6","nan","nan"
"2","8","1","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","6","5","9","7","8","3","2","nan","nan"
"5","7","6","2","4","3","1","9","8","nan","nan"
