"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"2","7","10","11","12","4","8","1","5","6","9","skipped","12.0","1.0"
"10","11","12","6","1","7","8","9","skipped","skipped","skipped","skipped","nan","nan"
"4","5","3","7","9","8","6","1","10","2","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","10","9","11","5","7","2","1","6","12","8","nan","nan"
"3","4","12","5","7","1","2","6","8","skipped","skipped","skipped","nan","nan"
"4","6","8","12","2","7","1","3","10","5","9","skipped","nan","nan"
"5","3","10","11","12","6","1","4","2","7","9","8","nan","nan"
"12","9","2","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","10","11","12","2","7","6","5","8","1","3","nan","nan"
"5","4","6","12","9","3","1","2","11","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","6","3","4","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","8","5","2","4","1","7","skipped","skipped","skipped","skipped","nan","nan"
"3","10","7","6","12","4","5","1","2","9","11","8","nan","nan"
"3","4","11","10","7","5","8","1","2","12","6","9","nan","nan"
"4","3","5","8","6","1","2","12","7","skipped","skipped","skipped","nan","nan"
"4","7","9","8","11","2","5","1","3","10","12","6","nan","nan"
"2","11","12","4","10","1","3","5","skipped","skipped","skipped","skipped","nan","nan"
"3","4","10","9","12","5","8","1","2","7","11","6","nan","nan"
"4","5","1","6","2","3","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","12","4","9","1","3","10","11","7","skipped","skipped","nan","nan"
"3","4","5","6","11","10","7","1","2","9","12","8","nan","nan"
"3","1","12","11","4","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","10","9","12","2","8","1","3","11","5","7","nan","nan"
"7","3","12","9","11","6","8","1","2","10","skipped","skipped","nan","nan"
"3","9","5","11","12","8","2","1","6","7","10","4","nan","nan"
"4","5","12","3","6","2","1","7","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","11","8","12","2","4","1","5","7","9","6","nan","nan"
"5","1","11","9","12","6","3","4","7","10","8","2","nan","nan"
"5","6","12","1","2","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","3","6","1","4","7","2","skipped","skipped","skipped","skipped","nan","nan"
"3","6","11","12","4","5","1","2","skipped","skipped","skipped","skipped","nan","nan"
"5","6","9","8","12","2","1","7","4","11","10","3","nan","nan"
"5","6","12","4","7","3","1","2","8","skipped","skipped","skipped","nan","nan"
"5","6","12","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","9","11","12","3","8","1","2","10","6","7","nan","nan"
"5","4","8","12","6","1","2","3","7","skipped","skipped","skipped","nan","nan"
"3","12","2","11","10","6","1","4","skipped","skipped","skipped","skipped","nan","nan"
"3","6","12","7","2","4","5","1","skipped","skipped","skipped","skipped","nan","nan"
"3","10","9","8","12","1","7","5","4","11","2","6","nan","nan"
"12","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","12","11","10","2","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","7","6","11","10","8","2","4","5","12","9","nan","nan"
"9","11","12","2","1","3","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","10","12","4","7","1","2","11","5","8","nan","nan"
"4","7","11","8","12","1","5","2","3","9","6","10","nan","nan"
"4","11","8","9","12","2","5","1","6","7","10","3","nan","nan"
"5","4","12","6","3","1","2","11","skipped","skipped","skipped","skipped","nan","nan"
"5","3","10","11","12","4","7","1","2","9","8","6","nan","nan"
"4","6","12","5","2","1","3","8","7","skipped","skipped","skipped","nan","nan"
"6","5","11","12","2","1","4","3","skipped","skipped","skipped","skipped","nan","nan"
"6","5","10","4","2","1","7","9","8","3","skipped","skipped","nan","nan"
"3","12","2","1","4","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","11","10","12","6","8","1","3","2","7","9","nan","nan"
"7","8","11","10","12","1","2","4","5","9","3","6","nan","nan"
"6","9","12","8","10","2","4","5","7","11","1","3","nan","nan"
"4","5","12","6","2","1","3","8","7","skipped","skipped","skipped","nan","nan"
"4","7","9","11","12","6","1","5","2","10","8","3","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","12","6","5","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","7","12","4","5","2","10","8","6","11","skipped","nan","nan"
"8","10","11","12","2","7","5","4","9","1","3","skipped","nan","nan"
"3","5","8","7","12","4","6","1","2","10","11","9","nan","nan"
"4","11","12","3","1","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","11","12","5","1","2","6","skipped","skipped","skipped","skipped","nan","nan"
"7","3","12","8","11","10","5","4","1","9","2","6","nan","nan"
"2","1","12","5","7","4","8","6","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","1","5","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","12","4","5","1","2","7","skipped","skipped","skipped","skipped","nan","nan"
"2","6","9","7","12","8","1","3","4","11","10","5","nan","nan"
"5","1","7","8","4","3","2","6","9","skipped","skipped","skipped","nan","nan"
"2","4","7","5","3","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","12","1","4","5","6","9","2","skipped","skipped","skipped","nan","nan"
"3","10","7","6","11","2","8","12","4","5","1","9","nan","nan"
"4","6","12","2","1","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","10","11","12","5","2","3","1","8","7","9","nan","nan"
"2","6","9","11","12","7","3","1","4","10","8","5","nan","nan"
"2","3","5","12","10","1","4","11","6","skipped","skipped","skipped","nan","nan"
"2","11","4","10","12","8","1","3","5","7","9","6","nan","nan"
"5","3","12","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","12","3","1","5","2","6","skipped","skipped","skipped","skipped","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
