"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","12","11","10","6","9","3","5","4","8","7","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","12","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","5","6","3","12","4","1","7","2","10","8","nan","nan"
"10","12","8","5","7","1","6","9","4","skipped","skipped","skipped","nan","nan"
"1","3","12","7","10","9","5","2","6","4","11","8","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","12","10","3","7","9","1","6","4","8","skipped","nan","nan"
"2","8","5","7","6","9","12","3","4","11","1","10","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","1","7","8","3","12","4","5","6","2","9","nan","nan"
"12","1","6","3","2","5","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","1","5","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","12","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","12","1","2","5","4","8","3","7","11","6","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","6","12","3","11","5","4","8","1","7","2","nan","nan"
"4","8","11","2","10","5","9","3","1","12","7","6","nan","nan"
"4","2","12","7","6","3","1","5","skipped","skipped","skipped","skipped","nan","nan"
"11","12","8","5","4","3","6","9","1","10","7","2","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","12","5","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","12","11","10","1","9","3","6","2","7","8","nan","nan"
"11","12","10","7","8","4","3","1","2","9","6","5","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","7","2","3","5","8","4","11","12","1","6","nan","nan"
"1","12","4","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","12","10","11","9","2","1","6","8","5","7","nan","nan"
"12","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","12","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","12","10","8","9","7","1","4","3","11","6","nan","nan"
"8","4","1","6","3","11","12","7","10","5","2","9","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","12","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","12","2","3","5","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","11","4","10","7","6","3","9","8","12","5","nan","nan"
"11","7","3","4","10","1","9","6","8","5","2","12","nan","nan"
"5","6","12","4","3","2","1","7","skipped","skipped","skipped","skipped","nan","nan"
"3","4","12","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","12","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","7","12","11","10","5","3","8","2","6","9","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","12","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","2","7","11","8","4","12","1","6","9","skipped","nan","nan"
"3","6","2","9","12","7","10","4","8","5","1","11","nan","nan"
"2","3","12","10","11","7","8","1","6","4","5","9","nan","nan"
"2","12","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","3","6","4","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","3","12","5","10","1","6","9","4","skipped","skipped","nan","nan"
"1","6","12","9","8","10","5","4","2","3","7","11","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","1","11","6","4","10","8","12","2","9","3","nan","nan"
"2","4","6","11","8","10","12","1","9","7","3","5","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","4","10","9","8","11","3","1","7","6","12","nan","nan"
"5","1","12","4","3","2","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","5","7","9","11","8","4","6","2","12","10","nan","nan"
"6","9","4","11","10","2","12","1","8","7","5","3","nan","nan"
"1","8","12","7","10","5","2","6","4","9","11","3","nan","nan"
"7","11","6","4","9","12","8","3","2","1","5","10","nan","nan"
"4","1","11","9","7","6","3","5","2","8","12","10","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","3","4","10","8","9","7","12","11","2","1","nan","nan"
"9","2","1","6","12","7","4","5","11","3","10","8","nan","nan"
"1","3","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","12","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","12","10","7","8","9","1","11","4","5","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","9","7","6","8","12","4","10","3","5","11","nan","nan"
"12","5","6","1","2","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","10","7","4","9","8","12","6","5","11","3","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","9","5","10","7","6","8","3","4","12","11","nan","nan"
"5","2","12","9","11","6","10","1","7","4","3","8","nan","nan"
"12","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","8","6","7","12","10","2","9","1","5","11","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","6","5","12","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","4","6","9","7","5","2","1","8","10","11","nan","nan"
"1","3","12","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","2","8","9","12","4","3","7","5","10","6","nan","nan"
