"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","13.0","1.0"
"1","6","4","13","9","12","8","5","7","2","10","11","3","nan","nan"
"1","2","9","13","12","11","10","6","3","7","4","8","5","nan","nan"
"12","2","7","13","1","4","10","11","3","6","8","9","5","nan","nan"
"1","6","13","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","5","6","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","6","8","1","4","2","3","9","5","10","7","11","nan","nan"
"9","8","4","6","10","1","13","3","5","7","2","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","13","5","3","7","1","6","4","skipped","skipped","skipped","skipped","nan","nan"
"8","6","13","12","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","2","10","3","4","1","7","9","13","12","11","6","nan","nan"
"13","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","11","4","5","10","6","7","2","12","9","13","3","nan","nan"
"6","3","13","2","10","12","4","1","5","9","8","7","11","nan","nan"
"9","13","1","3","5","4","7","2","12","11","6","8","skipped","nan","nan"
"5","2","6","13","3","1","7","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","4","12","8","7","9","1","2","5","11","3","skipped","nan","nan"
"2","3","4","13","10","12","11","6","1","5","8","9","7","nan","nan"
"3","13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","11","13","3","6","7","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","3","8","12","11","13","7","2","4","10","6","1","nan","nan"
"13","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","9","10","13","11","7","6","4","8","5","3","2","nan","nan"
"13","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","3","1","5","2","8","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","5","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","12","2","5","4","10","3","8","7","1","6","9","11","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","9","5","6","10","8","11","3","12","1","2","13","nan","nan"
"12","13","2","11","4","3","5","7","6","1","9","8","skipped","nan","nan"
"4","6","8","1","5","7","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","10","4","8","11","9","1","7","5","6","13","2","nan","nan"
