"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"9","11","1","6","5","4","2","8","7","10","12","3","nan","nan"
"12","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","7","5","2","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","1","2","3","6","7","4","9","5","skipped","skipped","nan","nan"
"12","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","7","8","4","11","3","12","6","9","1","2","nan","nan"
"11","12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","3","1","11","5","12","4","skipped","skipped","skipped","skipped","nan","nan"
"12","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","12","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","12","7","11","6","10","1","3","5","2","8","nan","nan"
"10","3","6","8","5","2","1","12","4","9","11","7","nan","nan"
"1","4","10","6","7","2","9","3","5","11","12","skipped","nan","nan"
"12","5","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","9","3","5","2","1","11","7","6","12","8","nan","nan"
"11","5","7","4","12","1","10","2","9","8","6","3","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","11","9","8","4","5","2","1","10","12","3","nan","nan"
"6","1","5","3","12","4","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","7","1","5","6","3","2","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","8","5","9","1","10","7","6","11","12","3","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","4","10","9","5","7","6","8","12","11","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","7","12","2","11","1","8","6","4","10","9","nan","nan"
"7","11","3","5","1","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","8","9","5","4","1","11","3","7","12","6","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","3","8","12","4","2","6","5","7","11","1","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","9","5","6","3","7","8","1","2","skipped","skipped","nan","nan"
"12","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","8","4","10","11","5","7","6","12","1","3","nan","nan"
"12","5","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","12","4","10","1","2","3","5","11","8","6","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","3","6","1","12","5","4","8","7","11","2","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
