"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"9","5","8","3","1","2","skipped","skipped","skipped","9.0","1.0"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","7","6","9","1","5","4","3","nan","nan"
"6","5","7","4","1","3","9","2","skipped","nan","nan"
"4","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","2","3","4","1","skipped","skipped","skipped","nan","nan"
"9","6","8","7","1","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","2","1","9","skipped","skipped","skipped","nan","nan"
"3","7","4","1","9","skipped","skipped","skipped","skipped","nan","nan"
"3","4","7","6","5","8","9","2","1","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","1","4","2","skipped","skipped","skipped","skipped","nan","nan"
"3","6","2","7","9","8","4","5","1","nan","nan"
"5","3","9","2","1","4","skipped","skipped","skipped","nan","nan"
"1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","7","3","4","2","5","6","1","nan","nan"
"5","9","7","2","1","6","skipped","skipped","skipped","nan","nan"
"9","3","2","8","1","skipped","skipped","skipped","skipped","nan","nan"
"6","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","7","1","9","3","8","5","6","nan","nan"
"4","3","9","2","6","1","skipped","skipped","skipped","nan","nan"
"1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","2","5","1","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","3","5","skipped","skipped","skipped","skipped","nan","nan"
"3","9","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","7","4","3","9","1","skipped","skipped","nan","nan"
"3","2","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","9","3","4","6","1","skipped","skipped","nan","nan"
"2","9","7","6","1","4","5","3","skipped","nan","nan"
"9","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","9","1","8","2","3","7","4","nan","nan"
"2","8","3","9","1","skipped","skipped","skipped","skipped","nan","nan"
"3","5","7","4","8","1","9","6","2","nan","nan"
"2","4","5","7","3","1","skipped","skipped","skipped","nan","nan"
"6","9","4","3","2","5","1","skipped","skipped","nan","nan"
"9","7","5","4","6","1","skipped","skipped","skipped","nan","nan"
"1","2","3","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","9","8","3","2","1","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","7","6","2","9","8","1","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","8","6","9","5","4","7","1","nan","nan"
"4","7","9","6","3","2","8","5","1","nan","nan"
"9","5","8","4","6","7","1","skipped","skipped","nan","nan"
"9","6","5","7","8","1","skipped","skipped","skipped","nan","nan"
"1","4","3","2","5","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","6","5","2","9","4","1","skipped","nan","nan"
"7","8","9","4","3","5","6","1","2","nan","nan"
"5","4","9","3","7","1","8","6","2","nan","nan"
"3","9","1","5","8","2","4","7","6","nan","nan"
"9","7","6","4","3","2","5","8","1","nan","nan"
"3","4","5","2","7","1","skipped","skipped","skipped","nan","nan"
"2","9","8","1","3","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","4","1","skipped","skipped","skipped","skipped","nan","nan"
"3","4","9","8","2","1","skipped","skipped","skipped","nan","nan"
"9","6","1","2","3","5","7","4","skipped","nan","nan"
"8","7","9","2","5","3","6","4","1","nan","nan"
"9","2","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","1","3","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","9","2","6","3","5","8","1","nan","nan"
"2","7","1","3","4","skipped","skipped","skipped","skipped","nan","nan"
"7","3","8","5","4","1","6","9","2","nan","nan"
"3","1","2","6","5","8","9","4","7","nan","nan"
"1","9","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","7","9","1","2","skipped","skipped","skipped","nan","nan"
"4","6","9","7","2","5","3","8","1","nan","nan"
"1","6","9","8","4","2","7","5","3","nan","nan"
"9","3","7","4","8","2","5","6","1","nan","nan"
"9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","5","4","3","1","2","skipped","skipped","nan","nan"
