"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"10","11","3","2","1","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","10","12","7","8","1","9","2","4","5","11","nan","nan"
"12","6","3","4","2","7","1","5","8","skipped","skipped","skipped","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","1","2","8","4","3","6","5","skipped","skipped","skipped","nan","nan"
"12","2","4","6","1","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","9","12","7","8","6","2","10","5","3","skipped","nan","nan"
"6","8","7","11","9","1","3","5","2","10","12","4","nan","nan"
"2","12","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","4","3","9","2","1","5","8","6","11","10","nan","nan"
"2","10","12","4","9","1","3","5","skipped","skipped","skipped","skipped","nan","nan"
"12","6","4","3","2","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","2","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","3","9","10","5","12","4","1","2","8","7","nan","nan"
"6","12","2","3","4","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","7","5","1","6","3","2","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","5","6","1","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","6","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","3","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","11","5","1","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","10","12","4","2","1","3","6","9","7","8","nan","nan"
"5","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","9","6","12","5","10","8","1","11","7","2","nan","nan"
"3","12","7","4","5","1","2","6","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","4","6","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","11","12","5","9","2","1","3","4","8","skipped","nan","nan"
"9","11","6","8","12","10","2","7","1","4","3","5","nan","nan"
"4","3","6","11","7","10","9","5","1","12","8","2","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","11","2","4","3","9","1","12","8","6","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","4","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","10","5","9","2","6","8","1","12","4","7","nan","nan"
"3","1","4","9","7","5","8","12","2","6","skipped","skipped","nan","nan"
"2","5","10","9","6","3","1","11","4","12","8","7","nan","nan"
"12","6","5","7","4","2","3","1","skipped","skipped","skipped","skipped","nan","nan"
"3","6","7","8","5","1","2","4","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
