"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"10","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","10.0","1.0"
"9","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","1","2","9","4","3","skipped","skipped","skipped","nan","nan"
"7","1","6","10","9","5","8","3","4","2","nan","nan"
"4","10","2","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","1","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","9","7","10","6","3","8","5","4","nan","nan"
"10","4","3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","4","10","8","6","9","7","3","1","nan","nan"
"5","6","2","10","8","3","7","9","4","1","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","3","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","10","1","2","skipped","skipped","skipped","skipped","nan","nan"
"4","2","10","6","3","5","1","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","10","4","2","1","skipped","skipped","skipped","skipped","nan","nan"
"1","10","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","3","2","4","1","skipped","skipped","skipped","skipped","nan","nan"
"10","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","3","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","5","6","1","3","2","skipped","skipped","skipped","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
