"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"5","8","1","2","12","10","4","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"9","3","5","6","4","8","12","1","2","10","11","7","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","6","10","2","9","8","11","12","7","3","1","nan","nan"
"3","12","6","4","7","5","1","2","11","8","skipped","skipped","nan","nan"
"11","10","6","3","7","4","8","1","2","12","9","5","nan","nan"
"2","6","10","1","3","12","4","5","9","11","7","8","nan","nan"
"2","10","7","3","5","1","4","12","8","skipped","skipped","skipped","nan","nan"
"12","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","9","5","7","10","4","2","1","12","6","8","nan","nan"
"6","9","11","8","7","2","5","3","1","12","4","10","nan","nan"
"4","9","11","10","2","8","6","3","1","12","5","7","nan","nan"
"3","12","1","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","11","2","12","3","9","5","6","10","4","skipped","nan","nan"
"3","5","4","10","6","11","7","1","8","9","2","skipped","nan","nan"
"10","11","2","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","9","11","6","7","2","3","1","12","10","5","nan","nan"
"12","4","2","1","5","6","7","3","skipped","skipped","skipped","skipped","nan","nan"
"1","7","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","8","10","3","12","5","1","11","4","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","12","2","1","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","5","7","4","12","8","9","6","1","skipped","skipped","nan","nan"
"5","7","11","10","2","9","6","4","8","12","3","1","nan","nan"
"2","11","3","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","5","2","12","3","1","7","skipped","skipped","skipped","skipped","nan","nan"
"5","7","11","9","3","8","4","2","1","12","10","6","nan","nan"
"3","12","2","4","6","1","7","5","skipped","skipped","skipped","skipped","nan","nan"
"11","3","1","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","11","2","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","7","6","5","2","8","4","1","12","10","3","nan","nan"
"8","10","5","1","11","2","4","6","12","3","7","skipped","nan","nan"
"7","2","12","4","10","11","3","6","5","9","8","1","nan","nan"
"7","12","4","8","5","6","10","2","1","9","3","skipped","nan","nan"
"5","11","10","4","9","3","7","1","2","12","8","6","nan","nan"
"5","12","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","2","1","5","3","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","2","9","8","1","5","10","11","12","3","4","nan","nan"
"6","8","12","4","3","2","1","7","5","skipped","skipped","skipped","nan","nan"
"9","4","2","10","6","8","7","11","12","5","1","3","nan","nan"
"11","3","10","9","8","1","4","12","2","skipped","skipped","skipped","nan","nan"
"8","10","9","11","3","7","6","4","1","12","5","2","nan","nan"
"9","10","12","11","3","8","2","1","4","skipped","skipped","skipped","nan","nan"
"8","6","11","9","7","4","10","5","1","12","2","3","nan","nan"
"1","8","12","11","2","6","7","4","3","10","5","9","nan","nan"
"5","8","12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","5","4","7","3","11","2","1","8","skipped","skipped","nan","nan"
"7","10","2","6","5","12","1","4","3","11","9","8","nan","nan"
"6","12","2","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","4","6","2","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","7","6","5","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","7","2","5","3","1","12","8","6","skipped","skipped","nan","nan"
"4","12","8","1","3","6","2","5","10","7","skipped","skipped","nan","nan"
"4","9","12","10","3","2","5","1","11","7","6","skipped","nan","nan"
"1","2","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","7","10","1","8","3","4","2","12","5","9","nan","nan"
"4","10","5","3","6","2","1","12","7","skipped","skipped","skipped","nan","nan"
"3","8","1","12","6","2","5","11","skipped","skipped","skipped","skipped","nan","nan"
"8","10","3","4","1","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","4","3","5","10","11","9","12","7","6","nan","nan"
"12","7","3","6","4","2","5","1","skipped","skipped","skipped","skipped","nan","nan"
"5","11","9","2","6","4","10","8","3","12","7","1","nan","nan"
"2","9","11","3","5","12","6","4","1","7","skipped","skipped","nan","nan"
"2","10","8","12","1","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","1","6","2","12","5","10","skipped","skipped","skipped","skipped","nan","nan"
"1","12","5","11","7","3","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","3","4","2","12","6","5","1","11","7","8","nan","nan"
"4","11","9","7","8","2","3","6","1","12","10","5","nan","nan"
"9","11","6","4","7","3","10","2","1","12","8","5","nan","nan"
"8","11","9","7","5","3","6","2","1","12","10","4","nan","nan"
"2","7","3","10","1","6","11","5","9","12","8","4","nan","nan"
"8","11","10","4","5","2","7","3","1","12","6","9","nan","nan"
"6","4","5","1","3","2","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","8","1","11","7","3","2","12","10","4","skipped","nan","nan"
"4","9","11","2","3","8","6","1","10","12","7","5","nan","nan"
"3","4","2","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
