"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","Num Cands","Num Seats"
"2","3","1","4","skipped","skipped","skipped","skipped","8.0","1.0"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","1","2","5","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","5","7","4","6","1","3","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","4","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","4","skipped","skipped","skipped","skipped","nan","nan"
"6","3","2","5","4","1","7","skipped","nan","nan"
"6","1","3","4","2","5","skipped","skipped","nan","nan"
"4","3","2","1","5","skipped","skipped","skipped","nan","nan"
"1","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","4","2","skipped","skipped","skipped","skipped","nan","nan"
"6","1","2","4","5","skipped","skipped","skipped","nan","nan"
"3","5","1","4","2","6","skipped","skipped","nan","nan"
"5","3","8","1","2","6","7","skipped","nan","nan"
"6","8","3","2","5","1","4","7","nan","nan"
"1","2","5","3","4","skipped","skipped","skipped","nan","nan"
"3","4","1","5","2","skipped","skipped","skipped","nan","nan"
"4","6","7","1","8","3","2","5","nan","nan"
"4","1","2","3","5","skipped","skipped","skipped","nan","nan"
"8","2","4","7","6","5","1","3","nan","nan"
"2","1","3","4","skipped","skipped","skipped","skipped","nan","nan"
"2","5","1","3","6","4","skipped","skipped","nan","nan"
"4","6","8","1","5","7","2","3","nan","nan"
"5","1","3","2","4","skipped","skipped","skipped","nan","nan"
"3","4","8","6","5","1","2","7","nan","nan"
"5","4","2","1","3","skipped","skipped","skipped","nan","nan"
"5","4","7","2","6","8","1","3","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","4","2","5","skipped","skipped","skipped","nan","nan"
"1","4","5","3","skipped","skipped","skipped","skipped","nan","nan"
"5","1","2","3","4","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","4","skipped","skipped","skipped","skipped","nan","nan"
"6","5","7","1","skipped","skipped","skipped","skipped","nan","nan"
"6","2","4","3","8","5","1","7","nan","nan"
"8","3","7","5","4","6","2","1","nan","nan"
"7","6","2","3","4","1","5","skipped","nan","nan"
"1","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","5","3","skipped","skipped","skipped","nan","nan"
"8","2","4","6","5","7","3","1","nan","nan"
"6","2","8","4","7","3","1","5","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","1","2","7","3","4","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","4","skipped","skipped","skipped","skipped","nan","nan"
"7","4","8","1","5","6","3","2","nan","nan"
"8","4","6","5","7","2","1","3","nan","nan"
"1","2","4","3","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","4","skipped","skipped","skipped","skipped","nan","nan"
"4","3","6","1","2","5","skipped","skipped","nan","nan"
