"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","13.0","1.0"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","10","12","2","8","7","9","4","13","5","6","3","nan","nan"
"12","8","4","10","6","13","7","9","11","1","5","2","3","nan","nan"
"8","7","1","5","9","11","6","10","13","3","12","2","4","nan","nan"
"2","5","9","3","10","6","8","11","7","13","12","4","1","nan","nan"
"13","1","12","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","10","2","11","7","5","13","12","4","1","skipped","skipped","nan","nan"
"12","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","2","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","6","2","9","12","3","10","8","13","4","1","7","nan","nan"
"8","4","9","3","2","13","7","10","12","11","6","1","5","nan","nan"
"13","7","1","5","4","2","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","3","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","13","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","12","2","9","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","12","3","5","11","6","10","8","1","9","7","2","nan","nan"
"2","10","9","12","11","4","1","13","5","3","skipped","skipped","skipped","nan","nan"
"13","4","5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","11","3","9","10","13","4","1","7","2","12","skipped","nan","nan"
"10","9","3","6","5","7","11","2","8","1","4","skipped","skipped","nan","nan"
"6","10","13","2","4","8","1","3","9","7","5","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","2","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","2","8","3","4","9","1","10","13","11","5","7","nan","nan"
"1","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","1","2","5","4","3","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","8","4","10","12","2","13","11","3","6","1","9","nan","nan"
"13","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","10","1","2","3","6","5","4","skipped","skipped","skipped","skipped","nan","nan"
"8","5","13","4","6","10","9","3","7","1","2","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","6","1","11","10","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
