"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"6","3","2","7","1","4","9","5","8","9.0","1.0"
"6","3","2","5","1","4","9","7","8","nan","nan"
"4","3","2","6","1","5","9","7","8","nan","nan"
"4","3","2","5","1","6","8","9","7","nan","nan"
"4","3","2","7","1","5","9","8","6","nan","nan"
"4","3","2","6","1","5","9","8","7","nan","nan"
"3","2","7","4","1","8","9","6","5","nan","nan"
"5","2","3","6","1","4","9","8","7","nan","nan"
"4","2","3","8","1","5","9","7","6","nan","nan"
"7","3","2","6","1","4","9","5","8","nan","nan"
"4","3","2","5","1","6","8","9","7","nan","nan"
"6","3","2","5","1","4","9","7","8","nan","nan"
"4","3","2","7","1","5","9","6","8","nan","nan"
"4","3","2","8","1","9","5","skipped","skipped","nan","nan"
"7","2","3","5","1","4","9","6","8","nan","nan"
"7","3","2","5","1","6","9","4","8","nan","nan"
"5","2","3","7","1","6","9","4","8","nan","nan"
"8","2","7","4","1","6","3","9","5","nan","nan"
"5","3","2","4","1","6","9","7","skipped","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"5","3","2","7","1","4","9","6","8","nan","nan"
"6","2","3","7","1","4","9","5","8","nan","nan"
"4","3","2","6","1","5","8","7","9","nan","nan"
"4","3","2","5","1","6","8","7","9","nan","nan"
"6","3","2","5","1","4","9","8","7","nan","nan"
"5","4","2","7","1","9","6","8","skipped","nan","nan"
"5","4","2","3","1","6","9","8","7","nan","nan"
"4","3","2","8","1","6","9","5","7","nan","nan"
"5","3","2","6","1","4","9","8","7","nan","nan"
"7","3","2","5","1","4","9","8","6","nan","nan"
"4","3","2","5","1","6","9","7","8","nan","nan"
"5","3","2","6","1","4","9","8","7","nan","nan"
"4","2","3","8","1","5","9","6","7","nan","nan"
"5","2","3","6","1","4","9","7","8","nan","nan"
"4","3","2","8","1","6","9","5","7","nan","nan"
"4","2","3","7","1","5","9","6","8","nan","nan"
"4","3","2","6","1","5","9","8","7","nan","nan"
"6","2","7","1","4","9","5","8","skipped","nan","nan"
"5","3","2","7","1","4","9","6","8","nan","nan"
"4","3","2","6","1","5","9","8","7","nan","nan"
"6","3","2","7","1","5","9","4","8","nan","nan"
"6","3","2","8","1","5","9","4","7","nan","nan"
"5","2","3","6","1","4","9","7","8","nan","nan"
"6","3","2","7","1","4","9","8","5","nan","nan"
"5","3","2","7","1","6","9","4","8","nan","nan"
"5","3","2","6","1","4","9","8","7","nan","nan"
"8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","2","7","1","3","9","8","6","nan","nan"
"7","2","3","5","1","4","9","6","8","nan","nan"
"7","3","2","6","1","4","9","8","5","nan","nan"
"7","5","2","8","1","6","9","3","4","nan","nan"
"6","3","2","5","1","4","9","8","7","nan","nan"
"4","3","2","8","1","5","9","7","6","nan","nan"
"3","4","2","5","1","7","9","8","skipped","nan","nan"
"5","3","2","6","1","4","9","8","7","nan","nan"
"4","3","2","6","1","7","9","5","8","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"5","3","2","6","1","8","7","9","skipped","nan","nan"
"6","3","2","5","1","4","9","7","8","nan","nan"
"4","3","2","6","1","5","8","7","9","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"7","2","3","5","1","6","9","8","skipped","nan","nan"
"5","3","2","4","1","7","9","8","6","nan","nan"
"4","3","2","7","1","5","9","6","8","nan","nan"
"5","3","2","4","1","7","8","6","9","nan","nan"
"5","3","2","7","1","4","9","6","8","nan","nan"
"5","3","2","8","1","4","9","6","7","nan","nan"
"8","3","2","7","1","4","9","6","5","nan","nan"
"4","3","2","6","1","5","9","7","8","nan","nan"
"7","3","2","6","1","5","9","8","4","nan","nan"
"7","2","3","4","1","5","9","6","8","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"4","3","2","7","1","5","9","6","8","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"2","7","5","8","1","4","9","6","3","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"7","3","2","6","1","4","9","5","8","nan","nan"
"6","3","2","7","1","4","9","5","8","nan","nan"
"6","3","2","7","1","4","9","5","skipped","nan","nan"
"7","3","2","5","1","4","9","6","8","nan","nan"
"5","3","2","7","1","4","9","6","8","nan","nan"
"5","3","2","6","1","4","9","8","7","nan","nan"
"6","3","2","7","1","4","9","8","5","nan","nan"
"5","2","3","6","1","4","9","8","skipped","nan","nan"
"6","3","2","5","1","4","9","7","8","nan","nan"
"5","3","2","6","1","4","9","8","7","nan","nan"
"4","3","2","7","1","5","9","6","8","nan","nan"
"6","3","2","5","1","4","9","7","8","nan","nan"
"8","3","2","5","1","4","9","7","6","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"4","3","2","6","1","5","9","7","8","nan","nan"
"7","2","3","8","1","4","9","6","5","nan","nan"
"3","4","2","6","1","5","7","8","9","nan","nan"
"4","3","2","6","1","5","9","8","7","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"6","3","2","7","1","4","9","5","8","nan","nan"
