"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"7","11","12","6","4","8","13","3","1","2","skipped","skipped","skipped","13.0","1.0"
"13","6","11","4","1","5","7","9","8","12","10","3","2","nan","nan"
"3","1","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","10","11","12","3","8","7","9","6","4","1","2","nan","nan"
"12","8","5","11","13","2","10","6","4","9","7","1","3","nan","nan"
"4","13","7","2","1","6","5","12","3","skipped","skipped","skipped","skipped","nan","nan"
"12","8","10","11","13","5","2","6","9","7","4","3","1","nan","nan"
"12","8","10","11","7","4","3","9","5","13","2","1","6","nan","nan"
"11","9","8","3","1","13","6","5","7","12","10","4","2","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","8","11","3","7","9","12","10","1","2","skipped","skipped","nan","nan"
"11","13","3","8","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","8","9","4","5","7","3","1","2","skipped","skipped","skipped","nan","nan"
"13","7","3","4","6","5","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","7","10","13","2","8","6","11","5","3","9","1","nan","nan"
"13","4","3","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","7","11","12","6","2","10","8","5","4","9","1","nan","nan"
"12","5","7","9","11","3","13","6","10","8","4","1","2","nan","nan"
"13","5","3","12","7","2","10","8","11","9","4","1","6","nan","nan"
"13","6","7","12","11","3","9","5","8","10","4","1","2","nan","nan"
"13","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","10","12","11","5","2","8","9","7","4","3","1","nan","nan"
