"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"3","8","2","6","5","1","7","10","4","9","10.0","1.0"
"4","5","1","7","2","6","3","10","skipped","skipped","nan","nan"
"2","10","1","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","5","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","9","3","8","4","10","5","6","nan","nan"
"7","2","3","1","5","9","8","6","10","4","nan","nan"
"3","4","1","10","2","8","6","9","5","7","nan","nan"
"1","2","5","7","4","9","6","10","3","8","nan","nan"
"3","5","2","8","1","9","6","10","4","7","nan","nan"
"7","6","1","8","2","4","9","3","10","skipped","nan","nan"
"2","10","1","3","4","5","skipped","skipped","skipped","skipped","nan","nan"
"2","1","4","3","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","1","6","2","4","7","5","skipped","skipped","nan","nan"
"3","8","4","10","1","6","2","9","5","7","nan","nan"
"4","8","2","5","3","7","1","10","6","9","nan","nan"
"3","9","1","6","2","4","5","10","skipped","skipped","nan","nan"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","1","10","4","2","6","skipped","skipped","skipped","nan","nan"
"3","10","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","2","1","3","9","5","7","8","10","nan","nan"
"7","6","2","8","1","9","4","10","5","3","nan","nan"
"7","1","9","2","6","3","8","10","5","4","nan","nan"
"1","3","10","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","1","10","2","6","4","5","8","skipped","nan","nan"
"3","4","1","9","2","5","6","10","8","7","nan","nan"
"4","8","1","6","2","5","9","7","10","skipped","nan","nan"
"1","7","10","9","4","3","2","5","6","8","nan","nan"
"1","10","2","9","4","8","3","7","6","5","nan","nan"
"2","7","1","5","3","6","4","8","10","9","nan","nan"
"2","3","6","7","5","8","1","10","4","9","nan","nan"
"2","7","1","10","8","5","4","6","9","3","nan","nan"
"1","8","2","6","3","9","5","10","4","7","nan","nan"
"2","3","1","4","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","1","2","6","4","5","skipped","skipped","skipped","nan","nan"
"2","6","1","9","3","7","4","10","8","5","nan","nan"
"10","2","8","5","4","3","7","1","skipped","skipped","nan","nan"
"1","3","4","7","6","9","5","10","2","8","nan","nan"
"2","5","3","7","1","9","4","10","8","skipped","nan","nan"
"4","10","3","2","5","1","skipped","skipped","skipped","skipped","nan","nan"
"5","7","1","10","2","8","3","9","4","6","nan","nan"
"1","10","2","3","4","7","5","6","9","skipped","nan","nan"
"6","5","1","9","2","7","8","10","3","4","nan","nan"
"6","5","7","4","9","1","3","10","2","8","nan","nan"
"2","7","1","8","4","6","3","9","5","10","nan","nan"
"1","9","4","5","2","8","3","10","6","skipped","nan","nan"
"1","5","2","7","4","6","3","10","skipped","skipped","nan","nan"
"1","5","2","9","10","6","4","3","skipped","skipped","nan","nan"
"9","1","3","2","10","4","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","10","1","6","5","skipped","skipped","skipped","nan","nan"
"5","6","3","10","2","7","1","4","skipped","skipped","nan","nan"
"5","1","2","7","3","4","9","10","6","8","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","4","8","3","9","1","10","2","6","nan","nan"
"1","8","2","6","3","7","5","10","4","9","nan","nan"
"10","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","1","10","2","6","7","5","skipped","skipped","nan","nan"
"3","6","2","9","1","7","5","8","4","10","nan","nan"
"4","6","3","8","5","9","1","10","2","7","nan","nan"
"2","10","1","4","5","6","3","skipped","skipped","skipped","nan","nan"
"2","6","1","7","3","9","5","10","4","8","nan","nan"
"1","2","10","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","5","9","8","6","10","4","7","nan","nan"
"3","10","1","5","9","6","4","skipped","skipped","skipped","nan","nan"
"3","4","2","6","1","7","5","10","8","9","nan","nan"
"3","8","2","9","1","6","4","10","5","7","nan","nan"
"1","10","3","5","2","6","7","4","skipped","skipped","nan","nan"
"2","4","3","8","1","5","7","9","6","10","nan","nan"
"1","8","2","7","3","5","9","10","6","4","nan","nan"
"4","8","1","5","3","7","6","10","2","9","nan","nan"
"3","2","10","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","1","9","3","10","skipped","skipped","skipped","skipped","nan","nan"
"1","10","9","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","2","5","1","10","4","skipped","skipped","skipped","nan","nan"
"10","3","1","4","5","2","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","10","1","2","3","8","7","6","skipped","nan","nan"
"2","4","5","9","3","7","8","1","6","10","nan","nan"
"4","6","1","9","3","7","2","10","5","8","nan","nan"
"2","5","1","6","3","7","8","10","4","9","nan","nan"
"3","9","6","2","5","7","10","8","4","1","nan","nan"
"2","9","5","3","8","6","10","7","4","skipped","nan","nan"
"1","9","2","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","5","3","9","4","10","7","6","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","4","9","2","7","6","10","5","8","nan","nan"
"5","9","1","7","2","10","3","4","6","8","nan","nan"
"2","10","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","1","2","4","6","7","3","skipped","skipped","nan","nan"
"2","10","1","6","3","4","5","skipped","skipped","skipped","nan","nan"
"3","4","1","10","2","6","5","skipped","skipped","skipped","nan","nan"
"1","8","9","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","2","1","10","9","3","7","4","6","nan","nan"
"1","5","3","7","2","8","6","10","4","9","nan","nan"
"2","8","1","7","4","6","3","10","9","5","nan","nan"
"4","5","1","9","2","6","3","10","7","skipped","nan","nan"
"1","10","2","9","3","6","4","7","8","5","nan","nan"
"4","10","1","8","2","7","3","9","5","6","nan","nan"
