"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"1","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","12.0","1.0"
"6","9","1","12","3","5","2","4","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","12","8","9","10","5","3","11","1","4","7","nan","nan"
"6","1","12","7","8","3","5","2","4","skipped","skipped","skipped","nan","nan"
"12","7","10","11","3","1","5","6","4","9","2","8","nan","nan"
"11","6","5","1","9","12","10","2","4","7","8","3","nan","nan"
"4","2","1","11","10","9","6","7","12","5","3","8","nan","nan"
"1","11","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","12","10","9","11","6","4","3","7","8","skipped","nan","nan"
"12","2","1","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","12","7","9","1","4","3","11","6","10","skipped","nan","nan"
"2","8","4","12","6","9","5","11","3","10","1","7","nan","nan"
"12","1","3","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","7","5","12","2","3","4","skipped","skipped","skipped","skipped","nan","nan"
"2","7","8","3","10","9","11","4","5","1","6","12","nan","nan"
"10","1","3","6","11","9","7","8","2","12","4","skipped","nan","nan"
"12","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","12","5","7","4","1","3","8","9","11","2","nan","nan"
"4","3","1","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","4","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","5","2","6","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
