"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","Num Cands","Num Seats"
"3","4","7","1","2","6","5","8","8.0","1.0"
"3","4","8","2","1","5","7","6","nan","nan"
"6","5","7","4","1","3","2","8","nan","nan"
"6","7","8","2","1","3","skipped","skipped","nan","nan"
"3","4","7","1","2","5","6","8","nan","nan"
"4","2","6","1","7","3","5","8","nan","nan"
"4","1","8","6","2","5","3","7","nan","nan"
"6","4","8","1","2","3","5","7","nan","nan"
"5","1","7","3","6","4","2","8","nan","nan"
"1","4","3","7","8","5","2","6","nan","nan"
"3","6","7","2","1","5","4","8","nan","nan"
"2","1","5","3","7","6","4","8","nan","nan"
"3","5","7","1","2","6","4","8","nan","nan"
"4","2","7","1","6","3","5","8","nan","nan"
"5","3","8","1","2","6","4","7","nan","nan"
"1","3","4","6","5","7","2","8","nan","nan"
"6","7","1","5","8","skipped","skipped","skipped","nan","nan"
"4","6","8","2","1","3","5","7","nan","nan"
"2","4","7","1","6","5","3","8","nan","nan"
"4","3","8","2","1","6","5","7","nan","nan"
"5","2","7","1","3","6","4","8","nan","nan"
"5","4","8","1","2","3","6","7","nan","nan"
"6","4","7","1","2","3","5","8","nan","nan"
"2","5","7","1","3","4","6","8","nan","nan"
"4","6","7","2","5","3","1","8","nan","nan"
"5","4","7","1","2","3","6","8","nan","nan"
"1","4","8","3","5","2","skipped","skipped","nan","nan"
"3","2","8","1","skipped","skipped","skipped","skipped","nan","nan"
"3","4","6","2","1","7","5","8","nan","nan"
"5","3","7","1","2","6","4","8","nan","nan"
"4","3","5","8","1","skipped","skipped","skipped","nan","nan"
"3","8","2","4","1","skipped","skipped","skipped","nan","nan"
"6","2","7","1","3","4","5","8","nan","nan"
"5","4","8","2","1","3","6","7","nan","nan"
"5","3","8","1","6","2","4","7","nan","nan"
"5","6","8","3","1","4","7","2","nan","nan"
"3","4","7","2","1","6","5","8","nan","nan"
"4","5","8","2","1","3","6","skipped","nan","nan"
"5","4","6","1","7","2","3","8","nan","nan"
"5","2","8","1","4","3","6","7","nan","nan"
"4","3","8","1","2","5","6","7","nan","nan"
"6","8","7","1","skipped","skipped","skipped","skipped","nan","nan"
"2","3","5","6","8","4","1","7","nan","nan"
"5","3","7","1","2","6","4","8","nan","nan"
"4","2","7","1","5","6","8","skipped","nan","nan"
"5","4","8","1","2","3","6","7","nan","nan"
"4","2","6","1","3","5","skipped","skipped","nan","nan"
"5","3","8","1","2","6","4","7","nan","nan"
"2","7","5","3","1","4","8","skipped","nan","nan"
"4","2","3","1","6","7","5","8","nan","nan"
"3","5","7","2","4","6","1","8","nan","nan"
"3","2","5","1","7","4","6","8","nan","nan"
"4","5","7","8","1","2","3","6","nan","nan"
"2","4","7","1","3","5","6","8","nan","nan"
