"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"1","6","8","3","5","9","2","4","7","9.0","1.0"
"4","6","2","7","1","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","4","5","2","8","1","7","nan","nan"
"6","4","7","9","1","5","8","3","2","nan","nan"
"2","6","5","9","4","3","8","1","7","nan","nan"
"5","9","8","7","2","3","6","1","4","nan","nan"
"5","6","8","7","3","2","9","4","1","nan","nan"
"8","9","6","5","4","1","7","2","3","nan","nan"
"7","8","6","1","9","3","2","4","5","nan","nan"
"2","6","8","9","7","5","4","1","3","nan","nan"
"3","4","2","9","1","8","skipped","skipped","skipped","nan","nan"
"4","8","9","5","7","2","6","1","3","nan","nan"
"1","3","4","7","9","5","6","2","skipped","nan","nan"
"5","7","6","8","1","3","9","2","4","nan","nan"
"2","7","6","1","3","9","8","5","4","nan","nan"
"6","5","8","7","1","4","9","3","2","nan","nan"
"7","3","1","2","9","4","8","skipped","skipped","nan","nan"
"2","6","8","5","1","4","9","3","7","nan","nan"
"3","7","6","4","9","1","5","2","8","nan","nan"
"1","7","8","6","2","4","9","3","5","nan","nan"
"5","8","7","6","1","3","9","4","2","nan","nan"
"2","6","8","9","1","5","7","3","4","nan","nan"
"9","7","8","6","4","5","1","2","3","nan","nan"
"5","6","8","9","4","3","7","2","1","nan","nan"
"6","8","7","4","2","5","9","3","1","nan","nan"
"3","1","2","5","4","7","6","9","8","nan","nan"
"6","8","5","9","3","1","7","2","4","nan","nan"
"8","6","5","9","3","1","7","2","skipped","nan","nan"
"1","4","6","7","3","2","skipped","skipped","skipped","nan","nan"
"6","7","3","4","9","2","1","5","skipped","nan","nan"
"6","7","8","4","5","1","2","3","skipped","nan","nan"
"3","1","7","2","9","4","5","6","8","nan","nan"
"5","9","8","6","3","1","7","2","4","nan","nan"
"4","8","7","9","2","3","6","1","5","nan","nan"
"7","4","1","5","6","3","8","2","9","nan","nan"
"2","1","6","3","9","4","7","5","8","nan","nan"
"6","8","7","1","3","9","2","5","4","nan","nan"
"4","7","3","9","6","2","5","1","skipped","nan","nan"
"3","6","2","1","7","5","skipped","skipped","skipped","nan","nan"
"3","4","6","5","2","7","1","skipped","skipped","nan","nan"
"5","9","8","7","2","3","6","1","4","nan","nan"
"3","8","5","7","4","2","6","1","9","nan","nan"
"5","6","9","3","4","1","7","8","2","nan","nan"
"6","5","8","9","2","3","7","1","4","nan","nan"
"2","6","9","8","5","4","7","1","3","nan","nan"
"4","7","8","6","2","3","9","1","5","nan","nan"
"1","4","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","5","8","3","7","9","4","6","nan","nan"
"5","7","8","6","1","3","9","2","4","nan","nan"
"4","5","9","1","2","7","8","3","6","nan","nan"
"1","4","5","7","8","2","9","3","6","nan","nan"
"8","9","6","7","4","5","3","2","1","nan","nan"
"4","6","5","8","3","1","2","7","skipped","nan","nan"
"6","9","4","5","3","7","1","2","8","nan","nan"
