"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"4","5","12","3","8","2","6","1","7","11","10","9","12.0","1.0"
"5","8","10","3","4","2","7","1","6","12","9","skipped","nan","nan"
"5","3","10","4","7","2","9","1","6","12","8","skipped","nan","nan"
"7","6","10","3","5","2","4","1","8","11","12","9","nan","nan"
"5","6","10","3","7","2","4","1","8","9","12","11","nan","nan"
"6","5","12","3","10","2","4","1","7","8","9","11","nan","nan"
"7","8","12","3","5","2","4","1","6","9","11","10","nan","nan"
"6","12","10","2","5","3","4","1","8","11","9","7","nan","nan"
"7","8","10","3","4","2","5","1","6","12","11","9","nan","nan"
"4","7","10","3","6","2","5","1","8","12","11","9","nan","nan"
"4","2","10","7","3","5","8","1","6","9","11","12","nan","nan"
"6","8","11","3","5","2","4","1","7","10","12","9","nan","nan"
"8","4","12","3","7","2","5","1","6","11","10","9","nan","nan"
"7","5","11","2","8","3","4","1","6","12","9","10","nan","nan"
"4","7","12","3","5","2","8","1","6","9","10","11","nan","nan"
"6","8","11","2","5","3","7","1","9","12","10","4","nan","nan"
"10","8","4","3","5","2","7","1","11","12","6","9","nan","nan"
"6","8","11","3","5","2","4","1","7","12","10","9","nan","nan"
"5","9","12","2","6","3","4","1","7","8","11","10","nan","nan"
"7","10","12","2","4","3","5","1","6","8","11","9","nan","nan"
"7","2","11","4","6","3","5","1","9","8","12","10","nan","nan"
"3","5","10","2","8","4","6","1","7","11","9","12","nan","nan"
"4","7","12","2","5","3","8","1","6","10","9","11","nan","nan"
"7","4","10","2","6","5","3","1","9","12","11","8","nan","nan"
"6","8","12","2","4","3","5","1","7","9","11","10","nan","nan"
"6","9","10","4","3","2","5","1","7","11","12","8","nan","nan"
"5","7","12","3","4","2","6","1","9","10","11","8","nan","nan"
"7","6","10","3","9","2","4","1","5","12","11","8","nan","nan"
"4","6","11","3","7","2","5","1","8","9","12","10","nan","nan"
"7","3","12","2","6","4","5","1","8","11","10","9","nan","nan"
"6","4","10","2","8","3","5","1","7","11","12","9","nan","nan"
"6","7","12","2","8","3","4","1","5","10","11","9","nan","nan"
"7","8","12","2","3","4","6","1","5","11","9","10","nan","nan"
"3","4","8","2","5","1","6","7","skipped","skipped","skipped","skipped","nan","nan"
"3","7","10","2","6","4","5","1","9","11","12","8","nan","nan"
"7","8","12","2","4","3","5","1","6","9","11","skipped","nan","nan"
"7","6","11","4","5","2","3","1","8","10","12","9","nan","nan"
"7","6","12","2","4","3","5","1","8","10","11","9","nan","nan"
"3","7","11","4","6","2","5","1","8","12","10","9","nan","nan"
"8","4","11","3","5","2","9","1","7","12","10","6","nan","nan"
"7","3","5","2","8","4","9","1","6","12","10","11","nan","nan"
"6","8","11","3","5","2","4","1","7","12","9","10","nan","nan"
"5","4","12","3","6","2","11","1","7","10","8","9","nan","nan"
"5","10","12","3","7","2","4","1","6","11","9","8","nan","nan"
"11","4","9","2","6","3","10","1","5","12","8","7","nan","nan"
"7","8","12","3","5","2","4","1","6","11","10","9","nan","nan"
"5","8","10","2","6","4","3","1","7","11","12","9","nan","nan"
"4","6","12","3","7","2","9","1","8","5","11","10","nan","nan"
"6","8","12","2","5","3","4","1","7","10","9","skipped","nan","nan"
"5","6","9","4","8","2","3","1","10","11","12","7","nan","nan"
"7","8","12","3","6","2","5","1","4","10","11","9","nan","nan"
"7","11","10","2","4","3","5","1","6","9","12","8","nan","nan"
"8","5","9","3","7","2","4","1","6","10","11","12","nan","nan"
"7","5","12","4","6","2","3","1","8","10","11","9","nan","nan"
"7","4","10","3","6","2","5","1","8","9","12","11","nan","nan"
"7","8","12","3","5","2","4","1","6","9","11","10","nan","nan"
"6","9","12","3","5","2","4","1","7","10","11","8","nan","nan"
"6","8","11","3","4","2","5","1","7","9","12","10","nan","nan"
"6","7","12","3","4","2","8","1","5","10","11","9","nan","nan"
"5","8","12","3","7","2","4","1","9","11","10","6","nan","nan"
"10","9","11","2","5","6","1","4","7","3","12","8","nan","nan"
"7","6","11","3","5","2","4","1","9","12","10","8","nan","nan"
"5","7","11","3","8","4","6","1","2","10","12","9","nan","nan"
"6","5","11","3","9","2","7","1","4","12","10","8","nan","nan"
