"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","10.0","1.0"
"8","10","6","4","2","9","1","5","7","3","nan","nan"
"3","7","5","4","1","2","10","9","8","6","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","7","4","5","1","10","9","3","skipped","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","5","1","9","2","skipped","skipped","skipped","skipped","nan","nan"
"4","3","1","2","6","9","10","5","8","7","nan","nan"
"10","1","2","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","3","1","2","5","10","9","8","7","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","4","5","7","10","3","1","9","2","nan","nan"
"3","1","4","2","9","8","10","5","7","6","nan","nan"
"7","6","3","1","9","8","10","4","5","2","nan","nan"
"10","3","7","8","4","6","1","9","2","skipped","nan","nan"
"4","10","3","2","9","7","1","6","skipped","skipped","nan","nan"
"8","9","7","4","6","10","1","2","5","3","nan","nan"
"10","2","6","4","5","9","1","7","8","3","nan","nan"
"9","2","6","5","4","7","1","10","8","3","nan","nan"
"7","4","6","1","3","9","10","5","2","skipped","nan","nan"
"5","4","2","1","6","10","3","skipped","skipped","skipped","nan","nan"
"8","5","6","2","4","9","3","10","7","1","nan","nan"
"9","8","6","7","4","5","1","3","10","2","nan","nan"
"10","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","3","2","1","6","10","9","7","skipped","nan","nan"
"6","7","3","4","5","9","8","1","10","2","nan","nan"
"10","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","7","5","4","10","1","2","skipped","skipped","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","4","1","5","8","10","3","9","2","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","7","4","5","10","1","6","9","2","nan","nan"
"8","6","5","4","3","10","1","7","9","2","nan","nan"
"7","4","3","1","6","9","10","8","5","2","nan","nan"
"5","10","1","6","9","7","4","2","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","4","2","7","8","10","6","9","3","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","6","2","5","9","10","4","8","3","nan","nan"
"9","3","6","10","7","4","1","8","5","2","nan","nan"
"10","2","4","6","7","8","1","9","5","3","nan","nan"
"10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","10","5","6","7","1","9","2","4","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","9","2","3","1","skipped","skipped","skipped","skipped","nan","nan"
"6","4","8","9","3","10","1","5","2","skipped","nan","nan"
"6","5","10","1","7","9","3","4","8","2","nan","nan"
"10","3","7","6","4","9","1","5","8","2","nan","nan"
"3","10","4","2","1","5","skipped","skipped","skipped","skipped","nan","nan"
"8","7","4","6","3","10","1","5","9","2","nan","nan"
"9","3","10","8","4","6","1","5","7","2","nan","nan"
"7","2","3","8","10","1","4","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","6","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","6","3","5","10","1","7","8","2","nan","nan"
"8","7","10","4","1","6","3","9","5","2","nan","nan"
"10","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
