"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","Num Cands","Num Seats"
"6","8","4","5","2","1","3","7","8.0","1.0"
"2","5","8","1","4","3","skipped","skipped","nan","nan"
"6","7","1","3","5","8","4","2","nan","nan"
"5","4","1","7","8","3","2","6","nan","nan"
"8","4","2","6","1","3","5","skipped","nan","nan"
"3","5","2","1","4","skipped","skipped","skipped","nan","nan"
"2","7","8","3","1","5","6","4","nan","nan"
"7","2","3","8","5","1","4","6","nan","nan"
"3","2","8","1","skipped","skipped","skipped","skipped","nan","nan"
"2","4","5","8","6","1","3","7","nan","nan"
"2","8","5","6","1","4","3","7","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","5","8","3","1","7","6","nan","nan"
"6","2","3","8","7","1","5","4","nan","nan"
"4","6","3","1","2","8","7","5","nan","nan"
"1","5","8","4","3","2","7","6","nan","nan"
"8","5","3","2","4","1","7","6","nan","nan"
"7","8","2","5","3","4","1","6","nan","nan"
"1","6","8","5","2","3","4","skipped","nan","nan"
"2","8","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","6","4","8","1","2","5","nan","nan"
"1","7","4","6","3","8","2","5","nan","nan"
"2","8","3","1","skipped","skipped","skipped","skipped","nan","nan"
"5","7","8","3","1","4","skipped","skipped","nan","nan"
"8","4","2","6","7","1","3","5","nan","nan"
"2","3","8","1","4","skipped","skipped","skipped","nan","nan"
"5","4","2","3","7","1","6","8","nan","nan"
"1","3","8","2","skipped","skipped","skipped","skipped","nan","nan"
"6","2","5","7","8","1","3","4","nan","nan"
"8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","8","6","1","2","skipped","skipped","nan","nan"
"4","6","1","8","5","2","3","7","nan","nan"
"6","7","2","8","3","1","4","5","nan","nan"
"8","4","1","3","2","skipped","skipped","skipped","nan","nan"
"4","3","2","1","skipped","skipped","skipped","skipped","nan","nan"
"5","7","3","8","2","1","4","6","nan","nan"
"2","7","1","8","5","6","skipped","skipped","nan","nan"
"3","5","2","1","4","skipped","skipped","skipped","nan","nan"
"1","3","2","8","4","skipped","skipped","skipped","nan","nan"
"3","8","5","1","2","skipped","skipped","skipped","nan","nan"
"1","4","7","5","2","3","6","8","nan","nan"
"4","8","1","3","2","skipped","skipped","skipped","nan","nan"
"2","6","3","8","7","5","1","4","nan","nan"
"4","7","6","8","3","1","5","2","nan","nan"
"4","8","6","1","3","2","skipped","skipped","nan","nan"
"2","8","1","4","3","skipped","skipped","skipped","nan","nan"
"5","8","4","7","1","6","2","3","nan","nan"
"4","7","6","8","1","3","5","skipped","nan","nan"
"4","8","3","2","5","1","6","7","nan","nan"
"5","6","4","8","3","2","1","7","nan","nan"
"1","7","6","8","3","2","5","4","nan","nan"
"4","7","2","8","3","1","5","6","nan","nan"
"5","8","2","1","4","3","skipped","skipped","nan","nan"
"3","8","4","2","1","skipped","skipped","skipped","nan","nan"
"2","8","1","3","skipped","skipped","skipped","skipped","nan","nan"
