"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"9","5","6","7","2","1","4","8","3","9.0","1.0"
"9","6","2","7","4","1","3","8","5","nan","nan"
"8","5","9","3","6","1","7","2","4","nan","nan"
"2","4","8","9","5","1","7","6","3","nan","nan"
"7","4","9","8","3","2","1","5","6","nan","nan"
"4","3","8","7","2","1","9","5","6","nan","nan"
"8","5","9","7","3","2","6","1","4","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","9","4","2","3","5","8","6","nan","nan"
"9","2","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","6","5","1","2","skipped","skipped","skipped","nan","nan"
"9","8","4","5","3","1","6","2","7","nan","nan"
"7","3","8","6","1","2","9","5","4","nan","nan"
"6","2","4","1","5","3","skipped","skipped","skipped","nan","nan"
"7","5","6","8","3","2","4","1","9","nan","nan"
"4","2","6","5","1","3","skipped","skipped","skipped","nan","nan"
"5","7","9","6","2","4","3","1","skipped","nan","nan"
"7","9","3","4","2","8","5","1","6","nan","nan"
"9","3","6","7","2","5","1","8","4","nan","nan"
"9","5","7","4","2","3","8","6","1","nan","nan"
"7","9","6","8","1","5","4","3","2","nan","nan"
"7","4","5","6","1","3","8","9","2","nan","nan"
"5","7","6","3","2","9","1","8","4","nan","nan"
"3","7","9","6","8","4","2","1","5","nan","nan"
"9","7","5","6","1","2","8","4","3","nan","nan"
"9","2","8","5","4","1","7","6","3","nan","nan"
"5","3","4","1","2","6","skipped","skipped","skipped","nan","nan"
"9","2","8","6","4","5","3","1","7","nan","nan"
"8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","5","7","6","2","4","3","skipped","nan","nan"
"9","1","8","3","4","2","5","7","6","nan","nan"
"6","8","9","3","1","2","4","5","7","nan","nan"
"2","7","4","5","9","1","6","3","8","nan","nan"
"7","6","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","5","9","3","1","2","6","8","nan","nan"
"6","8","4","3","9","1","2","7","5","nan","nan"
"9","5","8","6","3","2","4","7","1","nan","nan"
"7","3","9","6","4","1","8","5","2","nan","nan"
"2","8","6","9","4","3","5","1","7","nan","nan"
"3","9","4","8","7","2","6","1","5","nan","nan"
"5","4","7","2","6","1","8","9","3","nan","nan"
"9","5","2","1","4","3","skipped","skipped","skipped","nan","nan"
"8","4","5","6","3","7","9","1","2","nan","nan"
"9","8","6","3","5","7","2","4","1","nan","nan"
"6","5","4","3","9","1","8","7","2","nan","nan"
"1","5","4","7","9","2","3","8","6","nan","nan"
"2","9","4","6","3","5","skipped","skipped","skipped","nan","nan"
