"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"8","12","10","2","9","3","5","4","11","1","7","6","12.0","1.0"
"6","12","10","5","9","2","7","3","8","1","11","4","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","8","5","11","2","1","6","4","3","10","9","nan","nan"
"12","2","5","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","11","4","10","1","6","5","2","3","8","7","nan","nan"
"11","12","10","4","9","2","8","6","1","3","5","7","nan","nan"
"11","12","9","1","10","4","6","2","3","5","8","7","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","2","1","6","5","4","3","7","skipped","skipped","skipped","nan","nan"
"12","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","10","2","9","1","6","5","4","3","8","7","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","9","2","12","3","8","5","4","1","7","6","nan","nan"
"12","7","1","2","6","3","4","5","skipped","skipped","skipped","skipped","nan","nan"
"3","12","2","1","8","5","6","4","skipped","skipped","skipped","skipped","nan","nan"
"10","12","7","1","8","2","11","3","5","4","6","9","nan","nan"
"6","3","1","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","9","2","10","1","8","4","3","5","7","6","nan","nan"
"8","12","9","1","11","7","10","2","4","3","6","5","nan","nan"
"11","12","8","3","10","2","4","5","9","1","7","6","nan","nan"
"12","2","4","1","7","3","8","6","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","9","1","11","4","6","5","3","2","8","10","nan","nan"
"8","12","7","2","6","5","11","1","4","3","10","9","nan","nan"
"12","10","9","2","11","1","7","4","3","5","8","6","nan","nan"
"12","6","5","3","4","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","7","2","1","11","3","8","9","skipped","skipped","skipped","nan","nan"
"11","12","9","5","10","1","4","6","3","2","7","8","nan","nan"
"1","9","2","6","3","10","8","7","11","12","5","4","nan","nan"
"6","9","1","8","2","11","12","4","10","7","5","3","nan","nan"
"8","9","7","3","11","5","10","2","6","1","12","4","nan","nan"
"2","12","7","1","9","4","11","5","10","8","6","3","nan","nan"
"8","12","11","3","9","2","10","4","5","1","6","7","nan","nan"
"11","12","10","2","9","1","5","4","3","6","8","7","nan","nan"
"8","9","5","7","10","3","4","6","1","2","12","11","nan","nan"
"9","12","10","1","11","3","8","5","4","2","6","7","nan","nan"
"8","10","5","1","12","9","4","2","7","6","11","3","nan","nan"
"12","9","5","10","1","7","3","2","4","8","6","skipped","nan","nan"
"11","12","10","1","7","4","6","2","8","3","5","9","nan","nan"
"12","9","6","1","4","3","2","5","7","8","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","9","5","10","6","3","2","4","1","8","7","nan","nan"
"7","12","1","10","11","4","6","9","2","3","5","8","nan","nan"
"12","5","2","1","8","4","6","3","7","skipped","skipped","skipped","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","12","1","10","2","11","4","6","3","8","7","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","12","6","1","2","4","5","3","9","8","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","12","1","6","5","2","7","3","4","9","skipped","nan","nan"
"11","10","9","2","12","1","6","4","5","3","8","7","nan","nan"
"12","11","9","4","10","3","8","2","1","6","7","5","nan","nan"
"11","5","10","2","12","1","3","9","6","4","7","8","nan","nan"
"11","12","10","1","9","5","6","4","3","2","8","7","nan","nan"
"5","11","1","10","3","8","9","6","12","7","2","4","nan","nan"
"12","9","4","1","2","5","6","3","8","7","skipped","skipped","nan","nan"
"12","5","1","3","4","6","2","7","skipped","skipped","skipped","skipped","nan","nan"
"8","11","9","3","7","6","5","1","4","10","skipped","skipped","nan","nan"
"12","6","2","3","5","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","11","2","10","1","7","3","5","4","8","6","nan","nan"
"12","9","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","6","3","12","5","7","10","1","2","8","4","nan","nan"
"11","5","9","10","12","4","3","6","1","2","7","8","nan","nan"
"12","6","8","3","11","2","10","1","5","4","9","7","nan","nan"
"3","12","9","7","11","8","10","1","5","6","2","4","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","10","1","8","5","9","4","3","2","6","7","nan","nan"
"3","10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","11","1","12","6","10","3","5","2","8","4","nan","nan"
"11","12","10","3","9","2","6","5","4","1","7","8","nan","nan"
"5","12","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","9","5","12","2","4","6","1","3","8","7","nan","nan"
"8","11","10","3","12","6","9","2","1","4","7","5","nan","nan"
"10","12","8","5","7","1","9","4","3","2","11","6","nan","nan"
"12","1","2","3","6","5","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","3","12","4","6","10","8","2","1","7","5","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","9","1","11","4","6","2","3","5","10","7","nan","nan"
"11","12","9","4","10","1","8","5","2","3","6","7","nan","nan"
"9","12","6","1","7","8","5","3","4","2","10","skipped","nan","nan"
"8","11","3","9","7","6","12","4","10","2","5","1","nan","nan"
"11","12","10","2","9","1","7","5","4","3","8","6","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","8","1","11","5","9","2","4","3","7","6","nan","nan"
"12","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","10","3","6","2","9","5","1","4","7","8","nan","nan"
"4","10","3","1","5","9","12","2","11","8","6","7","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","10","2","11","3","8","6","1","5","9","7","nan","nan"
"10","7","12","1","11","3","5","4","2","6","8","9","nan","nan"
"12","9","2","10","1","5","4","7","6","8","3","skipped","nan","nan"
"12","8","10","1","9","3","11","2","5","4","7","6","nan","nan"
