"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","Num Cands","Num Seats"
"1","6","7","4","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","12","11","4","3","8","10","7","5","1","14","2","13","15","nan","nan"
"4","15","6","1","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","3","1","6","2","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","3","14","2","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","13","7","12","4","9","14","3","5","8","15","1","10","11","nan","nan"
"15","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","1","13","10","15","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","6","3","1","12","14","15","2","11","9","5","4","8","13","nan","nan"
"15","1","13","3","6","2","4","12","9","5","11","8","7","10","14","nan","nan"
"6","8","4","1","9","2","7","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","5","3","10","12","6","15","13","7","11","2","8","9","4","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","4","9","8","15","1","6","7","2","10","skipped","skipped","skipped","skipped","nan","nan"
"15","5","1","7","2","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","8","6","2","1","9","4","15","13","14","3","12","7","5","nan","nan"
"8","9","13","12","2","11","15","1","10","5","3","4","7","14","skipped","nan","nan"
"15","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","6","5","10","9","1","7","8","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","15","1","3","4","5","8","2","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","6","1","5","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","4","3","1","12","11","14","2","13","9","5","8","6","skipped","nan","nan"
"13","12","2","1","5","4","15","3","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","3","1","2","4","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","12","10","4","6","15","1","9","3","11","2","5","skipped","skipped","nan","nan"
"1","7","9","4","14","13","10","12","3","2","8","6","5","11","skipped","nan","nan"
"8","6","11","5","14","1","9","13","4","3","10","15","2","7","skipped","nan","nan"
"15","3","6","7","9","4","2","10","13","8","1","5","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","2","14","15","1","3","7","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","8","4","5","10","6","13","2","11","3","15","1","12","14","nan","nan"
"2","15","3","1","5","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","4","5","2","8","14","15","1","9","10","12","6","7","13","nan","nan"
"15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","6","3","4","14","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","8","1","10","13","11","14","9","15","5","7","2","3","12","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","2","3","10","5","1","8","11","12","7","4","skipped","skipped","skipped","nan","nan"
"15","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","11","1","2","5","6","14","3","7","10","13","9","8","15","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","2","4","6","13","11","14","1","12","5","15","3","8","10","nan","nan"
"12","13","1","9","15","3","11","7","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","15","2","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","1","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","1","6","13","10","2","11","4","5","14","7","skipped","skipped","skipped","nan","nan"
"7","15","1","3","2","6","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","5","2","14","10","11","9","4","6","7","15","1","8","13","nan","nan"
"15","8","3","1","6","2","7","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","11","4","1","15","10","14","3","7","2","6","skipped","skipped","skipped","nan","nan"
"15","3","9","4","10","2","1","5","6","8","7","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","10","3","1","12","9","15","2","6","8","14","7","11","13","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","7","3","2","10","13","9","1","6","8","14","5","11","skipped","nan","nan"
"15","3","1","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","1","6","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","14","1","3","15","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","15","2","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","5","2","3","9","8","14","1","6","11","13","12","4","skipped","nan","nan"
"3","6","13","8","12","9","11","15","2","4","5","1","7","10","skipped","nan","nan"
"14","1","5","2","13","12","8","9","3","6","10","15","4","7","11","nan","nan"
"7","4","5","9","1","10","13","2","15","3","6","14","8","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","11","2","1","9","12","15","8","10","4","7","3","6","13","nan","nan"
"6","9","1","8","11","2","7","4","15","3","5","skipped","skipped","skipped","skipped","nan","nan"
"12","7","3","1","15","2","6","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","6","5","14","13","10","15","2","8","12","1","3","9","7","nan","nan"
"1","3","2","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","12","3","1","11","5","4","8","2","7","10","skipped","skipped","skipped","nan","nan"
"15","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","8","3","1","12","11","15","2","7","6","10","4","9","14","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","14","3","12","5","1","9","7","10","6","15","11","2","13","nan","nan"
"15","5","4","8","3","6","7","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","15","2","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","1","11","10","15","5","12","14","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","15","2","3","1","9","7","6","5","4","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","8","4","7","10","1","2","5","11","6","skipped","skipped","skipped","skipped","nan","nan"
"13","14","1","2","4","15","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","6","1","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","15","4","2","6","3","1","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","1","7","6","5","14","15","4","11","3","8","9","skipped","skipped","nan","nan"
"3","15","1","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","3","15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","10","2","14","8","9","6","4","15","1","5","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","15","9","3","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","3","6","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","15","5","8","2","3","11","10","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","2","12","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","12","1","11","9","13","10","2","5","8","15","4","7","14","nan","nan"
"11","6","8","1","14","10","15","2","12","4","3","13","5","9","skipped","nan","nan"
"15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","1","2","5","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
